method,inference_nstep,start,target_elapsed_seconds,iteration,elapsed_seconds,training_pseudo_loglik,block_loglik,block_loglik_se,eval_particles,eval_replicates,replicate_logliks
DS order-1.5 block Gaussian,20,0,0,0,10.118737327982672,-6230.911775516043,-6217.993837441543,0.9974675908565576,500,4,"[-6225.181222704921, -6222.98104541947, -6216.609445068736, -6228.815283959929]"
DS order-1.5 block Gaussian,20,0,100,12,102.168568263005,-5053.662130324997,-4921.9710363493205,0.9990758363144113,500,4,"[-4927.858815288416, -4941.484746055025, -4920.585435511758, -4961.426771973233]"
DS order-1.5 block Gaussian,20,0,200,25,201.62537165597314,-4410.996589098762,-4387.945070176551,0.28438362267442613,500,4,"[-4388.023130879665, -4388.0647971182, -4387.369858719374, -4388.835637813543]"
DS order-1.5 block Gaussian,20,0,300,38,302.338673302962,-4276.074886985038,-4231.126653731663,0.9965693169244357,500,4,"[-4241.829492003974, -4235.714419156821, -4229.742937842398, -4240.311816701262]"
DS order-1.5 block Gaussian,20,0,400,50,399.347053364967,-4151.756969445204,-4127.896484941865,0.9147504085981433,500,4,"[-4131.179916907738, -4126.57640545916, -4129.9808923101145, -4130.256689359098]"
DS order-1.5 block Gaussian,20,0,500,63,499.9310462329886,-4012.567190973531,-4005.325593869384,0.23668927810154253,500,4,"[-4004.9442419360994, -4005.0636400278167, -4005.5334787634165, -4006.1836862834725]"
DS order-1.5 block Gaussian,20,0,600,76,599.4048846680089,-3969.403585958835,-3952.3136138042573,0.7732952672694341,500,4,"[-3952.671008464599, -3956.3095373580777, -3956.6437841898037, -3951.129145625827]"
DS order-1.5 block Gaussian,20,0,700,89,698.8555101910024,-4163.534426700561,-4068.446730257276,0.9999998096035587,500,4,"[-4082.8313284024343, -4089.670814910533, -4087.6567059860645, -4067.0604360389534]"
DS order-1.5 block Gaussian,20,0,800,100,805.2704240930034,-3957.4646720784867,-3945.286829224492,0.8553207082634614,500,4,"[-3944.018841564099, -3948.2499409415414, -3946.2442827571363, -3949.8170030210676]"
