method,inference_nstep,start,target_elapsed_seconds,iteration,elapsed_seconds,training_pseudo_loglik,block_loglik,block_loglik_se,eval_particles,eval_replicates,replicate_logliks
DS order-1.5 block Gaussian,20,0,0,0,8.090299505041912,-6230.911698240044,-6220.728416384535,0.961090512105988,500,4,"[-6225.182964857704, -6222.97556269545, -6219.371962795775, -6228.931781461422]"
DS order-1.5 block Gaussian,20,0,100,16,100.52463761699619,-4796.9469015698505,-4677.414468628398,0.9691111954858163,500,4,"[-4679.785151476566, -4705.712761453855, -4676.051805528079, -4697.891354767185]"
DS order-1.5 block Gaussian,20,0,200,33,198.72454006003682,-4289.751929041729,-4261.840961957499,0.9954486994562255,500,4,"[-4272.2440353037455, -4266.1490037995845, -4260.458090657099, -4270.471237436626]"
DS order-1.5 block Gaussian,20,0,300,51,302.585811197001,-4257.098796742069,-4220.886256886016,0.9308066036890256,500,4,"[-4226.524205370994, -4224.618508021021, -4219.553934064068, -4222.586360132873]"
DS order-1.5 block Gaussian,20,0,400,68,401.13892225403106,-4213.142215551092,-4184.061149731039,0.9926687242072294,500,4,"[-4190.843433183434, -4182.680371484044, -4188.993745215086, -4188.354267821508]"
DS order-1.5 block Gaussian,20,4,0,0,8.436252315004822,-14334.775572021397,-12960.204568628811,1.0,500,4,"[-13430.004144567938, -13091.028552171552, -13017.76849422865, -12958.81827426769]"
DS order-1.5 block Gaussian,20,4,100,16,100.45369835104793,-10401.631045703647,-9888.518870278025,0.9999657748568659,500,4,"[-9945.354872630702, -9897.702799437317, -10054.349715501266, -9887.132601586312]"
DS order-1.5 block Gaussian,20,4,200,33,198.6331640300341,-11037.688345955665,-10470.535615394783,0.9999996929994134,500,4,"[-10637.900065598864, -10776.180874310357, -10484.433419208352, -10469.149321263914]"
DS order-1.5 block Gaussian,20,4,300,51,302.0034680450335,-7926.834335718404,-7729.748785922693,0.9999999998940654,500,4,"[-7757.525378054585, -7751.623444525853, -7728.362491561653, -7757.677831001711]"
DS order-1.5 block Gaussian,20,4,400,68,399.99682607204886,-7200.524168584889,-7090.843295917163,0.9595166095853276,500,4,"[-7154.055554255467, -7092.940825882706, -7127.668453622243, -7089.4881721695365]"
DS order-1.5 block Gaussian,20,4,405,69,404.86294172302587,-7271.535198302934,-7095.183571511465,0.9999993266609623,500,4,"[-7108.299048255531, -7132.697267795146, -7093.79727765535, -7114.082828671576]"
DS order-1.5 block Gaussian,20,7,0,0,8.462948902044445,-6578.96918012133,-6416.354808786285,0.999998021412725,500,4,"[-6428.389449023825, -6439.1187597012095, -6414.968515909107, -6437.563752149443]"
DS order-1.5 block Gaussian,20,7,100,16,100.86729994404595,-5499.069742641431,-5436.528126613542,0.8574211561605812,500,4,"[-5450.019807775821, -5437.332785289017, -5448.185486273047, -5435.260404828742]"
DS order-1.5 block Gaussian,20,7,200,33,199.04277131002164,-5194.560218684768,-5160.424498056484,0.9999995756898196,500,4,"[-5181.416255630841, -5174.00107396997, -5180.327717924938, -5159.038204013596]"
DS order-1.5 block Gaussian,20,7,300,51,302.4882293100236,-5075.982344212294,-5018.847331782589,0.8622568154612791,500,4,"[-5049.708941677908, -5017.57512040425, -5029.451502533289, -5019.688423394833]"
DS order-1.5 block Gaussian,20,7,400,68,400.3574641509913,-4954.9121441370025,-4900.305646683494,0.9999999930651573,500,4,"[-4918.030042110536, -4929.150366986285, -4921.328168484404, -4898.919352327575]"
DS order-1.5 block Gaussian,20,8,0,0,8.608519069035538,-9100.794828771066,-8646.44028232163,0.9999999980331118,500,4,"[-8810.283661564785, -8645.053987961985, -8666.84886076803, -8665.65264230545]"
DS order-1.5 block Gaussian,20,8,100,16,101.07927443803055,-4204.692085059939,-4178.861667029537,0.9369708998369837,500,4,"[-4180.53464477785, -4184.275472668443, -4190.6944273870495, -4177.524602111069]"
DS order-1.5 block Gaussian,20,8,200,33,199.8165062420303,-3996.8086024485556,-3984.11988719064,0.5295525114039976,500,4,"[-3984.6402087267684, -3983.194239891375, -3984.3455899336104, -3986.594279811382]"
DS order-1.5 block Gaussian,20,8,300,50,297.5289980660309,-3943.6324876666667,-3940.0930754482083,0.8094054231638369,500,4,"[-3940.8803173929928, -3943.616057838969, -3942.3641126336934, -3938.865722489274]"
DS order-1.5 block Gaussian,20,8,400,68,401.53062967403093,-3924.190778825336,-3911.749070127702,0.9253326265058749,500,4,"[-3914.2201478388615, -3915.413080705108, -3913.9168589176693, -3910.4205515093863]"
