method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,27,global-box,100,5000,80,time-budget,802.5652745000552,88,802.5652745000552,-11713.672041467811,-6084.665575997914,1.0,0.9,0,56,20.67252972434448,0.36712722812632165,14.837440868353408,-0.008109227648908451,2.8655468751134565,0.11843422645310815,3.1923897101464744,1.369034834988657,2.865409530374622,5.1865887356146025,0.5133175482641139,1.4279002794165585,-6.07464014813134,-1.365906911153285,-0.8610855292325219,-2.5505764934613593,-0.6445444818172916,-4.094599626138349,0.22717040238159703,0.1994850042279145,0.36215194927114036,0.0008290675859191707,0.21036357653342905,3.0288057524820338,-1.0020468203600221,2.697153774644166,-0.8109227648908451,1.0527592133171264,-2.1333975235334206,3.1923897101464744,1.369034834988657,2.865409530374622,5.1865887356146025,0.5133175482641139,1.4279002794165585,-6.07464014813134,-1.365906911153285,-0.8610855292325219,-2.5505764934613593,-0.6445444818172916,-4.094599626138349,-0.46636346597023426,-0.5963248063960569,0.0,-6.079517473249799,-0.5432265225814878
DS order-1.5 block Gaussian,20,28,global-box,100,5000,96,time-budget,801.7252387349727,96,801.7252387349727,-5917.29955548044,-3884.4239008895074,1.0000000000046718,0.52,0,0,15.949750425408205,0.11366796928234607,12.77333696665679,-0.0020197343082193537,1.771486485339854,0.2990270396993787,1.042169438146936,5.313336780486869,-3.419047626188534,3.61149743821536,3.4160418863239155,3.9209208377907947,-2.486587369058705,-0.6571511180863427,-7.540032776621622,-4.529616706406637,-9.562967762482442,-7.4885386684168544,0.1988573779474023,0.1985798820155532,0.2657397780923474,0.2670872163164083,0.0697357456282888,2.7694431817986027,-2.174473630470406,2.5473599488805005,-0.20197343082193536,0.5718190163582767,-1.2072212759031518,1.042169438146936,5.313336780486869,-3.419047626188534,3.61149743821536,3.4160418863239155,3.9209208377907947,-2.486587369058705,-0.6571511180863427,-7.540032776621622,-4.529616706406637,-9.562967762482442,-7.4885386684168544,-0.29498738388614176,-0.2963838104666201,-0.0050577058239612074,0.0,-1.342862221867033
DS order-1.5 block Gaussian,20,29,global-box,100,5000,96,time-budget,801.3481111829169,96,801.3481111829169,-30922.67373930919,-4161.423754397982,1.0,0.86,0,0,14.99519046694695,0.592356169100715,9.247553505208419,-0.0032693953253410527,4.079507141905056,0.39920616207052617,1.6100315390355238,3.769094987209766,-0.3258639005719176,2.1670487089841357,2.720809969799501,4.044992761979798,-3.446495667041013,-2.7614686190486117,-10.0,-3.0751487397235073,-7.914832115363867,-7.412165073294831,0.2958004914083022,0.22359613221045402,0.3165217149028965,0.09853350361584076,0.06554815786250659,2.707729514150776,-0.5236471880146588,2.2243590306183494,-0.3269395325341053,1.4059761825666552,-0.9182772986155505,1.6100315390355238,3.769094987209766,-0.3258639005719176,2.1670487089841357,2.720809969799501,4.044992761979798,-3.446495667041013,-2.7614686190486117,-10.0,-3.0751487397235073,-7.914832115363867,-7.412165073294831,-0.06770663715753909,-0.34755040539375315,0.0,-1.1669952201424976,-1.5746067416877476
DS order-1.5 block Gaussian,20,30,global-box,100,5000,83,non-finite-path-or-score,711.1096774140606,84,711.1096774140606,-48117.08222434959,-5287.165030526585,1.0,0.56,0,7,20.559504474769614,0.15181250559079962,10.257732893943015,-0.006699170850644242,4.999999999999999,0.5,3.5073634058388787,2.855542476563175,0.6774301488799062,2.209037412107308,7.066445746352274,7.150000176315171,-0.620754878587024,-6.223736987619735,-6.526743524457075,-7.954963506471507,-0.23307281979862599,-5.02920034398382,0.20608641888430257,0.2690665846241501,0.31170290744457335,0.08629992445487823,0.12684416459209558,3.023323338874809,-1.885109035392742,2.3280318498235197,-0.6699170850644242,1.6094379124341003,-0.6931471805599453,3.5073634058388787,2.855542476563175,0.6774301488799062,2.209037412107308,7.066445746352274,7.150000176315171,-0.620754878587024,-6.223736987619735,-6.526743524457075,-7.954963506471507,-0.23307281979862599,-5.02920034398382,-0.4137549244640189,-0.1470916389752966,0.0,-1.2842217917203445,-0.8990912318715037
DS order-1.5 block Gaussian,20,31,global-box,100,5000,97,time-budget,807.6756035910221,97,807.6756035910221,-19408.165071038533,-3947.1533232221145,1.0,0.55,0,0,24.289982909203612,0.08065146139666,8.990889361532748,-0.004658313737002705,3.0567974734733814,0.4506097613630756,-0.12849335237832918,5.359727249773121,0.22350967585491072,3.3366187076589284,3.715021774958009,4.4788367665331315,0.0,-2.3531562979576597,-3.696260550556919,-3.9891375605024617,-8.814725218222843,-4.8634067114335275,0.2738635175842733,0.2789061574365583,0.05233611202190627,0.1685349858320581,0.2263592271252041,3.190064039399326,-2.5176183543437185,2.1962117714584264,-0.4658313737002705,1.1173677906235764,-0.7971535881847325,-0.12849335237832918,5.359727249773121,0.22350967585491072,3.3366187076589284,3.715021774958009,4.4788367665331315,0.0,-2.3531562979576597,-3.696260550556919,-3.9891375605024617,-8.814725218222843,-4.8634067114335275,-0.018245500684661638,0.0,-1.6731887607372808,-0.5037320126770682,-0.20875213406061344
DS order-1.5 block Gaussian,20,32,global-box,100,5000,92,time-budget,802.2029202849371,94,802.2029202849371,-8217.744391347007,-4007.3283631582376,1.0,0.88,0,14,17.45083952463616,0.4536877283942788,18.640955913516812,-0.008586987794734489,2.360894759244708,0.5,0.05444552752019778,4.508517299311,-1.8551625148064024,3.0812608156087835,3.2990204301447337,3.420419055381995,-2.61928303030562,-1.9228238944069946,-4.121033261559265,-8.600394515707729,-2.9115552094290353,-9.377452646556542,0.276468039502739,0.276468039502739,0.0520485989326269,0.11854728255915624,0.276468039502739,2.859387757785509,-0.7903461405195903,2.9253610908565135,-0.858698779473449,0.8590406824570833,-0.6931471805599453,0.05444552752019778,4.508517299311,-1.8551625148064024,3.0812608156087835,3.2990204301447337,3.420419055381995,-2.61928303030562,-1.9228238944069946,-4.121033261559265,-8.600394515707729,-2.9115552094290353,-9.377452646556542,0.0,0.0,-1.6699173478017755,-0.8467833348492443,0.0
DS order-1.5 block Gaussian,20,33,global-box,100,5000,96,time-budget,801.3632931810571,96,801.3632931810571,-23855.617313378443,-4150.544043893933,1.0,0.74,0,0,16.292870623496395,0.5566032354124858,13.462983818109894,-0.005744904719550201,3.3589139431477277,0.5,-2.902473855665958,5.88234258624178,-1.3500676450113476,2.917224113813038,4.345174697638088,1.6914708067214506,-0.824126360860685,-6.6830580510448305,-3.6576577735148263,-10.0,-8.03160662941649,-4.554075270213178,0.10287960628186289,0.028945120468128378,0.39656005213626083,0.41790255551408395,0.053712665599663964,2.790727627070399,-0.5859026170928575,2.599943980043608,-0.5744904719550201,1.2116176905186136,-0.6931471805599453,-2.902473855665958,5.88234258624178,-1.3500676450113476,2.917224113813038,4.345174697638088,1.6914708067214506,-0.824126360860685,-6.6830580510448305,-3.6576577735148263,-10.0,-8.03160662941649,-4.554075270213178,-1.401688851050979,-2.6698466450790956,-0.05242079938456503,0.0,-2.051599452396856
DS order-1.5 block Gaussian,20,34,global-box,100,5000,92,time-budget,802.4047327350127,94,802.4047327350127,-10555.320618495745,-4223.864650088264,1.0,0.53,0,14,10.57366321691516,0.2939650450038505,4.954345259864216,-0.01,4.035036841471443,0.5,0.3970734123612097,3.6662818777582027,-4.0,0.7625226241971712,5.607990030244184,2.891648216669647,-3.596367553840685,-0.8502615818535176,-6.1232363283621885,-6.8292034588655035,-9.19091265486225,-4.22475307828786,0.30996894324267077,0.17052494598997364,0.16535186811898392,0.09290774032547355,0.2612465023228981,2.3583663071939807,-1.2242944132566982,1.6002650217885348,-1.0,1.3950154321564234,-0.6931471805599453,0.3970734123612097,3.6662818777582027,-4.0,0.7625226241971712,5.607990030244184,2.891648216669647,-3.596367553840685,-0.8502615818535176,-6.1232363283621885,-6.8292034588655035,-9.19091265486225,-4.22475307828786,0.0,-0.5975905125595465,-0.6283963720405427,-1.2048651481270276,-0.1710076944206855
DS order-1.5 block Gaussian,20,35,global-box,100,5000,84,time-budget,804.3007990650367,90,804.3007990650367,-4793.381027296157,-4317.228515900837,1.0000004242049318,0.48,0,42,31.439150112013692,0.17608521550000436,4.554442494184087,-0.002841744220232702,4.999999999999999,0.5,1.7591884081670508,6.740156183786754,-2.444803208109547,1.5235826734458846,2.8941757449526615,8.0,-3.1466260841782607,-5.487685163519006,-1.981210603834222,-4.854556150195978,-2.2296272931972254,-0.18788574418146547,0.150186539613513,0.1252450214239385,0.11734376270474642,0.301530297385993,0.30569437887180906,3.448053935135,-1.7367872221435072,1.5161031289695615,-0.2841744220232702,1.6094379124341003,-0.6931471805599453,1.7591884081670508,6.740156183786754,-2.444803208109547,1.5235826734458846,2.8941757449526615,8.0,-3.1466260841782607,-5.487685163519006,-1.981210603834222,-4.854556150195978,-2.2296272931972254,-0.18788574418146547,-0.7107077221076872,-0.8923138509358927,-0.9574780713325991,-0.013715341039572719,0.0
DS order-1.5 block Gaussian,20,36,global-box,100,5000,96,time-budget,800.0236786659807,96,800.0236786659807,-50788.29012923312,-4195.981486353798,1.0,0.6599999999999999,0,0,11.31886917923186,0.6,30.000000000000004,-0.0036990956884363794,3.7868534545215398,0.40444133777451385,0.796760820875121,4.765184922696715,-0.9562264029129651,2.124956533789585,4.00878645076632,2.432393304370412,-5.994107903141832,-7.441558976068767,-5.433638356356759,-8.8675659172091,-6.186124571267913,-2.9083114522769744,0.16801374756367934,0.07362362847022151,0.19890240312354987,0.5223018716871362,0.03715834915541305,2.4264711719575422,-0.5108256237659907,3.4011973816621555,-0.36990956884363796,1.3315354511868964,-0.9052485770438231,0.796760820875121,4.765184922696715,-0.9562264029129651,2.124956533789585,4.00878645076632,2.432393304370412,-5.994107903141832,-7.441558976068767,-5.433638356356759,-8.8675659172091,-6.186124571267913,-2.9083114522769744,-1.134199912192369,-1.9592797057734492,-0.9654314511277938,0.0,-2.6430572313368703
DS order-1.5 block Gaussian,20,37,global-box,100,5000,96,time-budget,801.4877381400438,96,801.4877381400438,-56746.033463527536,-4074.5840093577262,1.0,0.7,0,0,10.742328332370754,0.13505470793565186,14.790423988108481,-0.004199081289923675,3.6050383090917255,0.3976801874622309,1.0633090229965179,3.1900529688749497,1.0145856425408986,2.1104421440036325,4.083862803108795,1.9186263411527145,-5.582664041285517,0.0,-4.196295905619282,-8.954671763753383,-5.360354012755603,0.0,0.0544770773948612,0.09745850691002418,0.5084576378850668,0.2996289430690603,0.03997783474098748,2.3741918563085394,-2.002075338665076,2.693979943526719,-0.4199081289923675,1.282332397335575,-0.9221071458061939,1.0633090229965179,3.1900529688749497,1.0145856425408986,2.1104421440036325,4.083862803108795,1.9186263411527145,-5.582664041285517,0.0,-4.196295905619282,-8.954671763753383,-5.360354012755603,0.0,-2.2336018890908287,-1.6519551867548166,0.0,-0.5288370513428348,-2.5430567349733058
DS order-1.5 block Gaussian,20,38,global-box,100,5000,90,time-budget,802.9592398059322,93,802.9592398059322,-7624.075669702405,-4249.491835283652,1.0000000003240928,0.59,0,21,13.635106178160491,0.25003887281078585,30.000000000000004,-0.008982587876114626,3.107928674072149,0.5,-0.30614646913907917,4.703923696155455,-3.3740036758987477,4.77819847814118,0.27520466351603123,4.078943999110043,-3.8022047276283715,-2.476334623272233,-3.453476805759747,-6.148198840959114,-3.7013325160561434,0.0,0.24319975090296098,0.0779636256110272,0.24319975090296098,0.1924371216800898,0.24319975090296098,2.6126478034443856,-1.3861388819642575,3.4011973816621555,-0.8982587876114625,1.1339564831018303,-0.6931471805599453,-0.30614646913907917,4.703923696155455,-3.3740036758987477,4.77819847814118,0.27520466351603123,4.078943999110043,-3.8022047276283715,-2.476334623272233,-3.453476805759747,-6.148198840959114,-3.7013325160561434,0.0,0.0,-1.1376407462438978,0.0,-0.23411366609753315,0.0
DS order-1.5 block Gaussian,20,39,global-box,100,5000,96,time-budget,801.3697511729551,96,801.3697511729551,-34482.74861012399,-4116.5459896328875,1.0,0.6599999999999999,0,0,12.637510340867149,0.3414913028005966,26.11120022912752,-0.0055119686317050675,2.2818559931281244,0.4742217425587837,2.4682419008351606,3.929910387038195,0.6636404278341552,0.637162668805419,4.893539482184088,1.5900170451570297,-6.135856927396121,-5.323323193481927,-9.976219019349747,-4.576714133080733,-5.855275101907523,-0.4382104331719116,0.00043677150942561543,0.14904154292513636,0.2723202661579876,0.39352432507268437,0.184677094334766,2.5366694026146743,-1.0744330679366039,3.2623643498325308,-0.5511968631705068,0.8249891438956756,-0.746080255371204,2.4682419008351606,3.929910387038195,0.6636404278341552,0.637162668805419,4.893539482184088,1.5900170451570297,-6.135856927396121,-5.323323193481927,-9.976219019349747,-4.576714133080733,-5.855275101907523,-0.4382104331719116,-6.803487965510935,-0.9709178044954183,-0.3681640604015535,0.0,-0.7565340191565216
DS order-1.5 block Gaussian,20,40,global-box,100,5000,94,time-budget,804.6811685360735,95,804.6811685360735,-339661.9556204481,-3962.781070385746,1.0,0.79,0,10,19.99334360122342,0.4334404466318495,14.159322401523486,-0.0015525380491401217,3.3747247653089976,0.1524975832554786,0.4117964268096728,5.839584373034524,-3.053096126485437,4.078863277597941,3.1187423988705594,4.31747916154851,-2.361178449913243,-3.0721887493875797,-8.600394305066787,-5.246240291778258,-8.793449108606449,-7.957004681775579,0.3670416805246189,0.033021471335694275,0.044330355446192356,0.07354224805313174,0.48206424464036285,2.9953993982183142,-0.8360008702106451,2.6503732341208286,-0.15525380491401217,1.2163137699794717,-1.8806065305653021,0.4117964268096728,5.839584373034524,-3.053096126485437,4.078863277597941,3.1187423988705594,4.31747916154851,-2.361178449913243,-3.0721887493875797,-8.600394305066787,-5.246240291778258,-8.793449108606449,-7.957004681775579,-0.2726019802865496,-2.680919396380217,-2.386407725893226,-1.8802173482776618,0.0
DS order-1.5 block Gaussian,20,41,global-box,100,5000,92,time-budget,802.3550698269391,94,802.3550698269391,-470795.1307322835,-4122.005646230628,1.0,0.83,0,14,18.90394524470376,0.37910652810529055,13.75854002064022,-0.0067216003658401,4.476785838008442,0.30407501958268107,2.2519615161033126,3.869333607250945,-1.7096973394122006,1.4207201532316025,4.783321420774027,1.7413408923134834,-4.052512167711171,-3.5200684415067185,-6.210747850005891,-7.169651241443961,-5.003707351291295,-8.378819915905215,0.18434542500988998,0.2554786422615577,0.09883729808292784,0.2048776007244767,0.2564610339211477,2.939370643387805,-0.9699380365994306,2.6216597237247132,-0.67216003658401,1.4989053420656069,-1.1904808330768133,2.2519615161033126,3.869333607250945,-1.7096973394122006,1.4207201532316025,4.783321420774027,1.7413408923134834,-4.052512167711171,-3.5200684415067185,-6.210747850005891,-7.169651241443961,-5.003707351291295,-8.378819915905215,-0.33016543103167745,-0.003837924314728307,-0.9535016940579104,-0.22456400734855472,0.0
DS order-1.5 block Gaussian,20,42,global-box,100,5000,88,time-budget,803.378848399967,92,803.378848399967,-9183.529190275185,-4250.986137201957,1.0,0.53,0,28,12.383927552115106,0.17374349317302648,1.516951899538343,-0.00527681978374489,4.902491499825677,0.4935148515759895,-2.482654831521167,7.071703492444478,-2.1862326372588647,0.36406471198659507,1.9680522254224009,4.215072697764064,-4.659951716988352,-4.744219855271436,-8.92806533462325,-2.600475729654741,-2.5375992279154653,-1.7154381987618914,0.17898502300979657,0.25322551823001155,0.17737596466077346,0.18791008036016416,0.20250341373925432,2.516399466710355,-1.7501752446023568,0.41670299224230245,-0.5276819783744889,1.5897435452420223,-0.7062023261825228,-2.482654831521167,7.071703492444478,-2.1862326372588647,0.36406471198659507,1.9680522254224009,4.215072697764064,-4.659951716988352,-4.744219855271436,-8.92806533462325,-2.600475729654741,-2.5375992279154653,-1.7154381987618914,-0.3469783360868405,0.0,-0.3560088940867481,-0.298316915637327,-0.22352372371457951
DS order-1.5 block Gaussian,20,43,global-box,100,5000,96,time-budget,802.6220755040413,96,802.6220755040413,-7483.684964607733,-4091.8756504228877,1.0,0.77,0,1,12.287971786096106,0.4003335762246905,0.35347964097186213,-0.01,4.288620016067901,0.3561490849925527,-1.075912363701534,5.530463543825036,-1.153822489887757,1.1495785714558344,4.019808601166913,4.0056530163793544,-5.546897003796751,-0.7673197841690121,-6.832007498898434,-2.847924743502863,-9.866297098175131,-3.1989791181293166,0.23799451156360713,0.31318880081383654,0.014355099702079835,0.1753003875549022,0.25916120036557433,2.5086208803493038,-0.9154571388476567,-1.039929388028611,-1.0,1.4559650066153145,-1.0324058577242003,-1.075912363701534,5.530463543825036,-1.153822489887757,1.1495785714558344,4.019808601166913,4.0056530163793544,-5.546897003796751,-0.7673197841690121,-6.832007498898434,-2.847924743502863,-9.866297098175131,-3.1989791181293166,-0.27455859342950734,0.0,-3.0827009471689535,-0.580305203443741,-0.1893559428521368
DS order-1.5 block Gaussian,20,44,global-box,100,5000,90,time-budget,802.7704616669798,93,802.7704616669798,-5954.4415364637025,-4219.611178835591,1.00000000745203,0.52,0,21,18.35221828168465,0.07186826213263768,1.4168853999115605,-0.01,4.999999999999999,0.5,2.219058101164424,7.646482406043406,-2.665093882557019,5.223174323869339,2.252922052032195,5.095705859607399,-4.0956655467509755,-7.958227564014463,-4.4599121508384085,-2.540857119563676,-0.6175535122717728,0.0,0.18554173365759166,0.19733739972106276,0.3177093416390541,0.04000750608175476,0.2594040189005366,2.909750454479567,-2.6329205285004513,0.34846108228734435,-1.0,1.6094379124341003,-0.6931471805599453,2.219058101164424,7.646482406043406,-2.665093882557019,5.223174323869339,2.252922052032195,5.095705859607399,-4.0956655467509755,-7.958227564014463,-4.4599121508384085,-2.540857119563676,-0.6175535122717728,0.0,-0.537857108776557,-0.47622199210805505,0.0,-2.072069856252848,-0.2027501799809053
DS order-1.5 block Gaussian,20,45,global-box,100,5000,96,time-budget,801.4779356200015,96,801.4779356200015,-6447.0554174664885,-4167.3028710877525,1.0,0.6799999999999999,0,0,27.947814898375263,0.12530551955909167,20.918343830270082,-0.0030091510726636132,3.531749712943662,0.35929660501012883,1.1106971512131902,4.907889333195082,1.0768996053172852,2.8204490858353832,3.930972638695519,4.2590821875664115,-1.8450686297647823,-0.0622308575717209,-8.846752073008851,-2.593913946988176,-6.007176877788871,-4.932410546093878,0.28611565135728284,0.19731765315400918,0.1382753296781273,0.09217571445329775,0.28611565135728284,3.330339017595968,-2.077000367299389,3.040626469249771,-0.30091510726636134,1.2617934175308514,-1.0236070338075867,1.1106971512131902,4.907889333195082,1.0768996053172852,2.8204490858353832,3.930972638695519,4.2590821875664115,-1.8450686297647823,-0.0622308575717209,-8.846752073008851,-2.593913946988176,-6.007176877788871,-4.932410546093878,0.0,-0.3715812217667229,-0.727149264358608,-1.1326994093142468,0.0
DS order-1.5 block Gaussian,20,46,global-box,100,5000,90,time-budget,802.6218148439657,93,802.6218148439657,-6060.073287562648,-3972.4664518339578,1.0000000173734238,0.89,0,21,16.34461774173024,0.21558639631384607,12.518065105635143,-0.007025716951404004,2.670712905106157,0.40734341622640274,1.1229644396776517,5.600509529921761,-3.193550700025271,0.4254011701231504,5.092431232605782,2.0176126456231445,-3.818076842072926,-4.37518099808249,-7.418226004703644,-3.7157133887096925,-6.975167052710583,-0.37934623351138025,0.1710628463280489,0.09764842615991257,0.32440198677758986,0.2447217341390987,0.16216500659535005,2.7938986530400625,-1.534393538812541,2.527172809450412,-0.7025716951404004,0.982345442430228,-0.898098674805093,1.1229644396776517,5.600509529921761,-3.193550700025271,0.4254011701231504,5.092431232605782,2.0176126456231445,-3.818076842072926,-4.37518099808249,-7.418226004703644,-3.7157133887096925,-6.975167052710583,-0.37934623351138025,-0.6399524353219279,-1.2006099066522173,0.0,-0.28186166065618423,-0.6933690706075722
DS order-1.5 block Gaussian,20,47,global-box,100,5000,90,time-budget,802.7181813300122,93,802.7181813300122,-7501.256455248187,-4005.9430475498334,1.0,0.69,0,21,19.517233505267125,0.46044395338531935,9.491646212756988,-0.006145630487065017,2.7590990070101733,0.279766195858831,0.6202752103342319,4.812715909418603,-0.4132077813013935,1.6803017393452269,4.152373196141202,3.400718661560502,-2.07393056011135,-3.0125002744940517,-8.503233366911633,-4.241744117345284,-6.447365813043021,-4.99923524060416,0.2500843070295183,0.2532281030744683,0.09759318259034028,0.1304509817342396,0.26864342557143345,2.9712978447762506,-0.7755641388690188,2.250412065729398,-0.6145630487065017,1.0149041796982796,-1.2738010394218193,0.6202752103342319,4.812715909418603,-0.4132077813013935,1.6803017393452269,4.152373196141202,3.400718661560502,-2.07393056011135,-3.0125002744940517,-8.503233366911633,-4.241744117345284,-6.447365813043021,-4.99923524060416,-0.07158685564777459,-0.05909426906323891,-1.0125773043088948,-0.7223874074738876,0.0
DS order-1.5 block Gaussian,20,48,global-box,100,5000,96,time-budget,801.3362377560697,96,801.3362377560697,-128939.24364089774,-4643.29002808258,1.0,0.61,0,0,10.000000000000002,0.5786274011706815,20.783602236904336,-0.0012363820010625613,4.999999999999999,0.5,-0.567722987252261,0.6084691031162334,-0.7106043768091724,2.467909540491578,3.239105631050172,6.3636627536531405,-2.9047215649217204,-1.229611370866004,-5.925483108263405,-4.953722715006046,-7.232970857206271,-2.454976560998909,0.20291204942807345,0.17484805905596967,0.23192311115350833,0.26534334930543646,0.12497343105701207,2.302585092994046,-0.5470965298520041,3.03416432179786,-0.12363820010625613,1.6094379124341003,-0.6931471805599453,-0.567722987252261,0.6084691031162334,-0.7106043768091724,2.467909540491578,3.239105631050172,6.3636627536531405,-2.9047215649217204,-1.229611370866004,-5.925483108263405,-4.953722715006046,-7.232970857206271,-2.454976560998909,-0.26825201399115584,-0.41710728227818356,-0.13461874580875294,0.0,-0.7529234819362742
DS order-1.5 block Gaussian,20,49,global-box,100,5000,94,time-budget,802.1715297690826,95,802.1715297690826,-5497.523386600871,-4037.4337206418095,1.00000000018375,0.63,0,8,19.21217653342387,0.3771075771407526,15.214759484763624,-0.003911236732660029,2.6385383221155667,0.37706211604334083,0.06107802766886894,5.4214946238969866,-2.149087542541082,2.525278040748194,3.9367670002832127,3.58778591319348,-3.858631269798486,-1.1021202230882954,-8.239377916171792,-7.263906559333363,-3.810509076381931,-8.601938239220079,0.20504203971823232,0.18896985047687442,0.18342938066109837,0.19413029711862,0.22842843202517493,2.9555442724665806,-0.9752247817328636,2.72226597545295,-0.39112367326600295,0.9702250979633658,-0.9753453410655382,0.06107802766886894,5.4214946238969866,-2.149087542541082,2.525278040748194,3.9367670002832127,3.58778591319348,-3.858631269798486,-1.1021202230882954,-8.239377916171792,-7.263906559333363,-3.810509076381931,-8.601938239220079,-0.10800792359685865,-0.1896354724587855,-0.21939320661850653,-0.16269338525738583,0.0
