method,inference_nstep,start,start_type,particles,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,selected_pseudo_loglik,terminal_pseudo_loglik,minimum_ess,maximum_invalid_fraction,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,global-box,100,178,non-finite-objective-or-gradient,206.79730098799337,178,206.79730098799337,-6231.270667517555,-24639.51319240222,-24639.51319240222,1.0000000001285017,1.0,10.000000000000002,0.6,30.000000000000004,-0.007887728868463912,2.615160782554729,0.5,2.887520160221282,5.426839924794155,-1.5081236328521344,6.763441321958921,7.006693353299271,5.068193504716646,-4.17075366993905,-3.784110556030362,-2.269934443849999,-7.4149162609425865,-6.0149036781842025,-9.448317028872776,0.12164762082020814,0.6722754625267853,0.056512887927982224,0.04622600857499585,0.10333802015002853,2.302585092994046,-0.5108256237659907,3.4011973816621555,-0.7887728868463912,0.9613255803513396,-0.6931471805599453,2.887520160221282,5.426839924794155,-1.5081236328521344,6.763441321958921,7.006693353299271,5.068193504716646,-4.17075366993905,-3.784110556030362,-2.269934443849999,-7.4149162609425865,-6.0149036781842025,-9.448317028872776,-1.7095396595487864,0.0,-2.4761994539450836,-2.6771255751494905,-1.872662806932431
