method,inference_nstep,start,iteration,elapsed_seconds,pseudo_loglik,gradient_norm,minimum_ess,median_ess,resampling_count,maximum_invalid_fraction,learning_rate,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,10,14.987704041064717,-6106.543915067251,1459.7257333056473,34.93652141466375,77.06929192249544,50,0.0,0.0196078431372549,10.132723501306234,0.4936731724404733,19.176481430271455,-0.0099820304499029,1.1555118714958463,0.4928005374142654,2.2180882382183706,5.2817805827004545,-2.045358163746819,5.059464610039996,5.198113359077022,3.0550153346877007,-3.867369385637702,-2.5210537475328034,-0.6893268795743679,-6.299172830924536,-6.417856721594835,-9.375515161235754,0.3026767518622718,0.1652407348110728,0.14631263032567174,0.11992588476284435,0.2658439982381393,2.315770137140982,-0.7058815749943205,2.9536846026925856,-0.99820304499029,0.14454342458332695,-0.7076507762312273,2.2180882382183706,5.2817805827004545,-2.045358163746819,5.059464610039996,5.198113359077022,3.0550153346877007,-3.867369385637702,-2.5210537475328034,-0.6893268795743679,-6.299172830924536,-6.417856721594835,-9.375515161235754,0.0,-0.6052620010580485,-0.72691977452312,-0.9257914855132633,-0.12975574655858665
Corenflos DPF,20,0,11,16.113960743066855,-6099.555638133053,1646.7754460597127,38.0901094337323,78.66431896450675,50,0.0,0.019569471624266144,10.000000000000002,0.5036598540199375,19.559551618865317,-0.009953996759432048,1.141108782846373,0.5,2.2344665197910265,5.295045587298325,-2.026673460130933,5.079203121060175,5.218053127665864,3.0746705914107517,-3.8672247735350505,-2.532551491052606,-0.7011193850389495,-6.29078189908712,-6.39892733712562,-9.367102439212445,0.301237287965991,0.17051578909612172,0.14516017095514322,0.11902203230417219,0.26406471967857176,2.302585092994046,-0.6858541315710291,2.973463740973033,-0.9953996759432049,0.1320004062533205,-0.6931471805599453,2.2344665197910265,5.295045587298325,-2.026673460130933,5.079203121060175,5.218053127665864,3.0746705914107517,-3.8672247735350505,-2.532551491052606,-0.7011193850389495,-6.29078189908712,-6.39892733712562,-9.367102439212445,0.0,-0.5690703891858941,-0.7300605262456223,-0.9285896649038093,-0.1317040628917412
Corenflos DPF,20,0,12,17.2176161960233,-6103.124829095601,1577.935572442631,27.058931699622153,77.86899882273411,47,0.0,0.01953125,10.000000000000002,0.5138856531001009,19.9490238320828,-0.009875152631900926,1.1251128391369618,0.5,2.2509854980143276,5.308857463043204,-2.007565663069692,5.099089719374773,5.238115971556225,3.0944896864219067,-3.8648693720179605,-2.541439619268013,-0.7101429986869597,-6.279850573775582,-6.379787374440463,-9.357742757535364,0.29971016639270015,0.17591198972337746,0.14401632442565446,0.11811524926557765,0.26224627019269026,2.302585092994046,-0.6657545030617288,2.993180211416059,-0.9875152631900925,0.11788333208160595,-0.6931471805599453,2.2509854980143276,5.308857463043204,-2.007565663069692,5.099089719374773,5.238115971556225,3.0944896864219067,-3.8648693720179605,-2.541439619268013,-0.7101429986869597,-6.279850573775582,-6.379787374440463,-9.357742757535364,0.0,-0.5328320840674903,-0.7328892384270225,-0.931155059137913,-0.13353187080441178
Corenflos DPF,20,0,13,18.313282801071182,-6106.729210794625,1627.8919429768482,39.57056933522305,77.53798218266766,46,0.0,0.01949317738791423,10.000000000000002,0.5243792728943715,20.34914602226116,-0.009781667920041918,1.1083541609507719,0.5,2.2675327033893753,5.323003711249073,-1.9883810582324049,5.118966419016491,5.258191553660971,3.1143087169396395,-3.8612967231825586,-2.549227668765058,-0.7182111370311474,-6.2680472502286575,-6.36069388298596,-9.347885397742035,0.29799086948305686,0.18156955467028754,0.14287650439173985,0.1172002979873844,0.26036277346753134,2.302585092994046,-0.6455400532467925,3.0130389465000182,-0.9781667920041918,0.10287617709842627,-0.6931471805599453,2.2675327033893753,5.323003711249073,-1.9883810582324049,5.118966419016491,5.258191553660971,3.1143087169396395,-3.8612967231825586,-2.549227668765058,-0.7182111370311474,-6.2680472502286575,-6.36069388298596,-9.347885397742035,0.0,-0.4954240450991432,-0.7350821952318684,-0.9331784270232554,-0.13498690563667018
Corenflos DPF,20,0,14,19.401597775053233,-6109.963219102472,1488.2549102930382,35.89476600376658,79.2736206226634,45,0.0,0.019455252918287938,10.000000000000002,0.5351741815609345,20.76144538898174,-0.009692222004551587,1.0916766352526308,0.5,2.2842131609221794,5.337434923882634,-1.96885745119131,5.138914293923064,5.278245996926308,3.134101266011721,-3.8573377563596214,-2.555675007326345,-0.7244245799999328,-6.254542423645747,-6.341436840589402,-9.338099152730644,0.296090913562738,0.18751682843603273,0.14171864248554494,0.11626612937624611,0.2584074861394383,2.302585092994046,-0.6251630120624302,3.0330976796207794,-0.9692222004551587,0.08771471190654076,-0.6931471805599453,2.2842131609221794,5.337434923882634,-1.96885745119131,5.138914293923064,5.278245996926308,3.134101266011721,-3.8573377563596214,-2.555675007326345,-0.7244245799999328,-6.254542423645747,-6.341436840589402,-9.338099152730644,0.0,-0.45679795453888694,-0.7368228464781827,-0.9347847654152611,-0.13612880496410534
Corenflos DPF,20,0,15,20.4666512850672,-6111.668994103411,1535.9499623468657,27.375884799737797,77.81841928009622,42,0.0,0.019417475728155338,10.000000000000002,0.5461508475798037,21.180430444840987,-0.009580942811752398,1.0750658530914778,0.5,2.29943974624323,5.350125196687724,-1.9494614340329308,5.158828629243386,5.298245522180264,3.1537138456930642,-3.854930639895294,-2.562030790671435,-0.7305008597241647,-6.240872494742365,-6.322165503695449,-9.330671752919544,0.2940274989916678,0.1937482081568299,0.14054003888066147,0.11530947848767809,0.25637477548316273,2.302585092994046,-0.6048600637761774,3.053077663141487,-0.9580942811752398,0.07238191839313601,-0.6931471805599453,2.29943974624323,5.350125196687724,-1.9494614340329308,5.158828629243386,5.298245522180264,3.1537138456930642,-3.854930639895294,-2.562030790671435,-0.7305008597241647,-6.240872494742365,-6.322165503695449,-9.330671752919544,0.0,-0.4171138769820379,-0.7381808745339778,-0.9360536658752531,-0.13703295629383347
Corenflos DPF,20,0,16,21.523916402016766,-6115.807093439693,1526.6366078198187,39.53163534301234,79.24268389290826,41,0.0,0.01937984496124031,10.000000000000002,0.5573587898103173,21.60866016455561,-0.00944593357250823,1.0586667971788852,0.5,2.3136521782295594,5.360313355088361,-1.9299676568465862,5.178865638831282,5.318269106006094,3.173248237958851,-3.8556534314573305,-2.568832117757252,-0.7353211827852875,-6.225571065850882,-6.302589036431813,-9.32541498092862,0.29183176667188643,0.20024890838486156,0.13932775906397982,0.11432475893149144,0.2542668069477806,2.302585092994046,-0.5845460995517128,3.0730941678819836,-0.9445933572508229,0.05701037799657552,-0.6931471805599453,2.3136521782295594,5.360313355088361,-1.9299676568465862,5.178865638831282,5.318269106006094,3.173248237958851,-3.8556534314573305,-2.568832117757252,-0.7353211827852875,-6.225571065850882,-6.302589036431813,-9.32541498092862,0.0,-0.3766163600283415,-0.7393483583618286,-0.9371343337830513,-0.13779335793370628
Corenflos DPF,20,0,17,22.558294118964113,-6116.968793738081,1463.2521743229447,41.33475938178171,76.03378808832278,38,0.0,0.019342359767891684,10.000000000000002,0.5687905291409425,22.044762938506825,-0.009330695581148468,1.0432334170047626,0.5,2.3273171699860717,5.370313949573347,-1.9104313294620237,5.198891462167028,5.338274457023822,3.1926675405660085,-3.857095460003774,-2.575024692090226,-0.7393667463444304,-6.210002300976145,-6.2831848314974295,-9.321683252960865,0.28949562760675324,0.20702144433060407,0.138090052179365,0.11331375048166623,0.25207912540161154,2.302585092994046,-0.5642430512278213,3.093075065225514,-0.9330695581148468,0.04232494484894358,-0.6931471805599453,2.3273171699860717,5.370313949573347,-1.9104313294620237,5.198891462167028,5.338274457023822,3.1926675405660085,-3.857095460003774,-2.575024692090226,-0.7393667463444304,-6.210002300976145,-6.2831848314974295,-9.321683252960865,0.0,-0.33531780994108745,-0.7402341692787064,-0.9379796694962445,-0.13839716572488994
Corenflos DPF,20,0,18,23.584934771992266,-6114.6509845474575,1378.543243448245,39.89398888105028,76.45578408732882,37,0.0,0.019305019305019305,10.000000000000002,0.5797978702206664,22.471866240277098,-0.009393588834378332,1.0380403413172223,0.5,2.333061471058209,5.371323086131812,-1.8974904837178719,5.2166250995081365,5.3563522407595485,3.2093601764075688,-3.8657255352549127,-2.5858132257410182,-0.7491035787972578,-6.209684510256634,-6.269183065269868,-9.32742122757481,0.2870276250354402,0.2140779518666552,0.13681538209841834,0.11227072288813489,0.24980831811135146,2.302585092994046,-0.5450757358013174,3.1122641375003677,-0.9393588834378332,0.037334648455952024,-0.6931471805599453,2.333061471058209,5.371323086131812,-1.8974904837178719,5.2166250995081365,5.3563522407595485,3.2093601764075688,-3.8657255352549127,-2.5858132257410182,-0.7491035787972578,-6.209684510256634,-6.269183065269868,-9.32742122757481,0.0,-0.2932382558523072,-0.7409460244991465,-0.93866534232023,-0.13888456938459326
Corenflos DPF,20,0,19,24.634989122045226,-6112.239323652006,1552.0605700505462,41.38806369780396,79.29271779280435,40,0.0,0.019267822736030827,10.000000000000002,0.5911269800274026,22.910255383486888,-0.009467384054642125,1.0341523564362065,0.5,2.335195331492741,5.36820213531877,-1.8857385899268293,5.234106616931465,5.3742280990055065,3.2256116217257413,-3.877155155532142,-2.5984609035704365,-0.7604204833034992,-6.211002233968047,-6.255679905954475,-9.33628165250416,0.28443295453823886,0.22141999245399205,0.13550099359830553,0.11119384491840803,0.24745221449105567,2.302585092994046,-0.5257244284319919,3.1315846436528108,-0.9467384054642124,0.03358211188188898,-0.6931471805599453,2.335195331492741,5.36820213531877,-1.8857385899268293,5.234106616931465,5.3742280990055065,3.2256116217257413,-3.877155155532142,-2.5984609035704365,-0.7604204833034992,-6.211002233968047,-6.255679905954475,-9.33628165250416,0.0,-0.2504362487687617,-0.7415185919983234,-0.9392225362886484,-0.1392800745156289
Corenflos DPF,20,0,20,25.646871221018955,-6107.914655479741,1398.3020759079263,40.96688502936453,75.0576519163457,35,0.0,0.019230769230769232,10.000000000000002,0.6,23.361213810888383,-0.009523194615086206,1.0300692953639283,0.5,2.3358493745780136,5.362968901700232,-1.8733116070764895,5.252144784865721,5.392550179801108,3.2422292556159302,-3.8890061896492014,-2.610609558058194,-0.7701795855894717,-6.209420626214998,-6.240878694277327,-9.345672315049184,0.2817312044020777,0.2289663199274297,0.13416846196514437,0.11009779123438679,0.2450362224709614,2.302585092994046,-0.5108256237659907,3.1510771176926466,-0.9523194615086206,0.02962607703090262,-0.6931471805599453,2.3358493745780136,5.362968901700232,-1.8733116070764895,5.252144784865721,5.392550179801108,3.2422292556159302,-3.8890061896492014,-2.610609558058194,-0.7701795855894717,-6.209420626214998,-6.240878694277327,-9.345672315049184,0.0,-0.20737852231294604,-0.7418572512903061,-0.939584458420265,-0.13954739406124067
Corenflos DPF,20,0,21,26.658806980005465,-6105.174466600161,1663.131013325361,43.994473472198514,75.95090843858182,35,0.0,0.019193857965451054,10.000000000000002,0.6,23.811335676948694,-0.009554210340294826,1.0272441218161277,0.5,2.3342725573466234,5.35542586842424,-1.861825438793502,5.270250603043184,5.411064132233849,3.2588016176410446,-3.9016454048009335,-2.623218387324184,-0.7803284228779421,-6.207905166347827,-6.225740669726128,-9.356034359351483,0.27891158578688896,0.23677657260510787,0.1328035086455276,0.10897099345666932,0.24253733950580633,2.302585092994046,-0.5108256237659907,3.170161756235275,-0.9554210340294826,0.02687960651251812,-0.6931471805599453,2.3342725573466234,5.35542586842424,-1.861825438793502,5.270250603043184,5.411064132233849,3.2588016176410446,-3.9016454048009335,-2.623218387324184,-0.7803284228779421,-6.207905166347827,-6.225740669726128,-9.356034359351483,0.0,-0.1637778699175942,-0.7420241775609022,-0.9398131030399556,-0.13973915890999622
Corenflos DPF,20,0,22,27.632112154038623,-6102.064898829507,1383.5578990894546,40.78917677533991,72.9527016947051,30,0.0,0.019157088122605363,10.000000000000002,0.6,24.277680118036685,-0.009571216747232957,1.024347003109057,0.5,2.3335024841640744,5.348156103999428,-1.849799591024836,5.2885791123719414,5.429880795219281,3.2759933432705175,-3.913151744454925,-2.6342910476698806,-0.7888125298028396,-6.204984703517843,-6.21018249362717,-9.365205730908025,0.27604110790450775,0.24466962776269102,0.13143661771957432,0.10783881617543979,0.240013830437787,2.302585092994046,-0.5108256237659907,3.1895574145933034,-0.9571216747232956,0.02405533943745802,-0.6931471805599453,2.3335024841640744,5.348156103999428,-1.849799591024836,5.2885791123719414,5.429880795219281,3.2759933432705175,-3.913151744454925,-2.6342910476698806,-0.7888125298028396,-6.204984703517843,-6.21018249362717,-9.365205730908025,0.0,-0.12064095386396088,-0.742025055416272,-0.9399121268073293,-0.13985324780369568
Corenflos DPF,20,0,23,28.643819823046215,-6097.602796957683,1401.6397619328784,38.257975433567516,75.77923230139636,35,0.0,0.019120458891013385,10.000000000000002,0.6,24.740280426447008,-0.009611206414804379,1.0257940488723445,0.5,2.327699849418027,5.336852331084173,-1.8415140429260959,5.306075174318935,5.447940860360128,3.291539622986591,-3.927301595360647,-2.647993912227536,-0.8003083403616169,-6.205784506493291,-6.196091369581911,-9.377408919573947,0.27308024319746504,0.2527532682037659,0.13004894994598235,0.10668526337442999,0.23743227527835664,2.302585092994046,-0.5108256237659907,3.2084327018413714,-0.961120641480438,0.025466994505963177,-0.6931471805599453,2.327699849418027,5.336852331084173,-1.8415140429260959,5.306075174318935,5.447940860360128,3.291539622986591,-3.927301595360647,-2.647993912227536,-0.8003083403616169,-6.205784506493291,-6.196091369581911,-9.377408919573947,0.0,-0.07735189472623517,-0.741854765492974,-0.9398826470571435,-0.13988325703483667
Corenflos DPF,20,0,24,29.6247589570703,-6092.228227109154,1431.6512858462856,41.423414959325314,72.2873334272293,31,0.0,0.019083969465648856,10.000000000000002,0.6,25.157161002547507,-0.00963242925220032,1.0307927880732286,0.5,2.3176726599428905,5.32248189870051,-1.8369728429272734,5.323411712645626,5.46571670659785,3.305652306733736,-3.9432350234091063,-2.6633730300143283,-0.8134818618625159,-6.207900612057439,-6.181893211331033,-9.391599406263047,0.27073935459985515,0.25941196863047117,0.1288411832078762,0.1057064143291407,0.23530107923265672,2.302585092994046,-0.5108256237659907,3.225142587728998,-0.963242925220032,0.030328203335071302,-0.6931471805599453,2.3176726599428905,5.32248189870051,-1.8369728429272734,5.323411712645626,5.46571670659785,3.305652306733736,-3.9432350234091063,-2.6633730300143283,-0.8134818618625159,-6.207900612057439,-6.181893211331033,-9.391599406263047,0.0,-0.042739156429148564,-0.742576058952021,-0.9404909915953518,-0.14029068457044852
Corenflos DPF,20,0,25,30.60586335300468,-6086.2223630165645,1360.7728160045365,40.28945677607032,75.31577387775258,31,0.0,0.019047619047619046,10.000000000000002,0.6,25.527521625281512,-0.009619870899866063,1.0365027576686214,0.5,2.3053131055863476,5.306478283404081,-1.8343710915086473,5.340431010220676,5.4829427625319545,3.3176974355898774,-3.9606322883154186,-2.680137654860018,-0.8283123321391566,-6.212782291698564,-6.168394173564364,-9.407402714577819,0.2681794154370264,0.2665855779550703,0.12756468521427827,0.1046632478784366,0.23300707351518837,2.302585092994046,-0.5108256237659907,3.2397571495838737,-0.9619870899866063,0.03585231344840349,-0.6931471805599453,2.3053131055863476,5.306478283404081,-1.8343710915086473,5.340431010220676,5.4829427625319545,3.3176974355898774,-3.9606322883154186,-2.680137654860018,-0.8283123321391566,-6.212782291698564,-6.168394173564364,-9.407402714577819,0.0,-0.005960907019178074,-0.7430326461464694,-0.9409081839831388,-0.14058740556882282
Corenflos DPF,20,0,26,31.60187976504676,-6079.033544106135,1329.4954686860387,42.39812712448998,77.1922662573652,33,0.0,0.019011406844106463,10.000000000000002,0.6,25.92471878533361,-0.009648061277286648,1.0437796794217424,0.5,2.292263998828483,5.289804043744847,-1.832533061386682,5.3571525535212565,5.499878679033537,3.329520503109657,-3.9789457432718534,-2.697890051378981,-0.8443795599019167,-6.219779346686023,-6.155960358442891,-9.42413131692452,0.2663794169375466,0.27161009707747075,0.12667842080903124,0.1039346280984484,0.23139743707750304,2.302585092994046,-0.5108256237659907,3.25519690681794,-0.9648061277286648,0.042848432152775014,-0.6931471805599453,2.292263998828483,5.289804043744847,-1.832533061386682,5.3571525535212565,5.499878679033537,3.329520503109657,-3.9789457432718534,-2.697890051378981,-0.8443795599019167,-6.219779346686023,-6.155960358442891,-9.42413131692452,-0.0194458993395792,0.0,-0.7627158156650427,-0.960605445744656,-0.1602308322984695
Corenflos DPF,20,0,27,32.60622548102401,-6072.873634742928,1673.7317175009498,32.59261668549471,76.98443196508124,34,0.0,0.018975332068311195,10.000000000000002,0.6,26.326286862557534,-0.009674476039790006,1.052351339177964,0.5,2.278269641262001,5.272392876291743,-1.832730398138656,5.3733655289435145,5.516552301054761,3.3410361088318212,-3.9976890908567024,-2.7163431786741006,-0.8615579542990728,-6.229120678124149,-6.144694714700883,-9.44131290378324,0.2649608938291882,0.27552155761986025,0.12599847502961084,0.10337212584447152,0.23014694767686916,2.302585092994046,-0.5108256237659907,3.2705679404931742,-0.9674476039790006,0.05102703116170966,-0.6931471805599453,2.278269641262001,5.272392876291743,-1.832730398138656,5.3733655289435145,5.516552301054761,3.3410361088318212,-3.9976890908567024,-2.7163431786741006,-0.8615579542990728,-6.229120678124149,-6.144694714700883,-9.44131290378324,-0.0390836299648355,0.0,-0.7823960706669325,-0.980330524845607,-0.1799478667510622
