method,inference_nstep,start,start_type,particles,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,selected_pseudo_loglik,terminal_pseudo_loglik,minimum_ess,maximum_invalid_fraction,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,global-box,100,8,maximum-updates,14.537710541975684,8,14.537710541975684,-6231.270667517554,-6119.352834356299,-6119.352834356299,15.853736296752425,0.0,10.527899959396796,0.47483539092329485,18.44239970214183,-0.01,1.1899113395136567,0.4747169350932359,2.18141128623405,5.246295461564789,-2.08364081437769,5.020813629216424,5.159205302576572,3.016328472663127,-3.8753248401151774,-2.4983042985505146,-0.6664552545635617,-6.3213434054894915,-6.455709556936135,-9.401520585196012,0.304979802903564,0.1556902108365438,0.14856059874957586,0.1216550096293242,0.269114377880992,2.3540288722008835,-0.7447870804328802,2.914652345352522,-1.0,0.17387879973745918,-0.7450365787015439,2.18141128623405,5.246295461564789,-2.08364081437769,5.020813629216424,5.159205302576572,3.016328472663127,-3.8753248401151774,-2.4983042985505146,-0.6664552545635617,-6.3213434054894915,-6.455709556936135,-9.401520585196012,0.0,-0.6723773495184311,-0.7192526070348788,-0.919056305368096,-0.12510906861145574
