method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,global-box,5000,5000,26,time-budget,406.9724376529921,-6213.326621917971,-3933.180640692396,1.0090656299756418,0.5534,0,0,29.797045754595533,0.10539851328075558,15.346141665420328,-0.0015885295506761776,4.232030888633612,0.41624650061082086,2.5105545481286535,5.50190939235337,-2.3977442126285684,3.56899042540339,4.3273121056210755,3.811047089304274,-3.0390350633123453,-2.086790391358352,-2.0947131719167627,-7.587789771200277,-7.670008145670269,-8.45774045825523,0.30704378625580697,0.24437029999511797,0.08009160506907499,0.06145052242419312,0.30704378625580697,3.3944092528452576,-2.250006748470036,2.7308640851360577,-0.15885295506761776,1.44268199335583,-0.876477644663793,2.5105545481286535,5.50190939235337,-2.3977442126285684,3.56899042540339,4.3273121056210755,3.811047089304274,-3.0390350633123453,-2.086790391358352,-2.0947131719167627,-7.587789771200277,-7.670008145670269,-8.45774045825523,0.0,-0.22830566585932754,-1.3438193207051614,-1.6087580260673415,0.0
