model,rep,logLik,MCSE,mpif_logLik,gain_from_mpif,ri,rn,f_Si,f_Sn,probi,probn,xi,theta_Sn,theta_Si,theta_P,theta_Ji,theta_Jn,sigSn,sigSi,sigIn,sigIi,sigJi,sigJn,sigF,sigP,k_Ii,k_In,k_Si,k_Sn,theta_In_K,theta_In_L,theta_In_M,theta_In_N,theta_In_O,theta_In_P,theta_In_Q,theta_In_S,theta_Ii_K,theta_Ii_L,theta_Ii_M,theta_Ii_N,theta_Ii_O,theta_Ii_P,theta_Ii_Q,theta_Ii_S,reevaluated_logLik,reevaluated_MCSE,reevaluation_seed,reevaluation_seconds,reevaluation_difference
IFAD-0.97,20,-860.0570580253095,0.16752601218929689,-867.6679456334796,7.61088760817006,999.253268995461,53.29107380404254,5.43883675053177e-05,0.001023113898150177,6.980788195830324,0.33825796199725616,28.516889284841337,0.026412089005547076,0.001248426903842793,0.0221541880831472,0.00024134583147414357,0.033899191609475125,0.0,0.0,0.007959318989912425,0.00045593441344406736,0.4072668175095403,0.00016891171943109155,0.1463321900355699,0.3292235469522091,2.4843365064327583,1.2558476947386301,5.331163651839834,4.26161422049612,0.7158076885759413,0.611621817207266,0.5107521801787972,0.3821209071617924,1.178151379464424,0.49599311278354774,0.2132166171492012,0.2177081319203925,0.3328760762088576,0.21966211456200502,0.7906445696091751,0.10670637691477679,0.8967552714801472,1.0631250536415722,0.1781004432741632,0.052683159363730074,,,,,
IFAD-0.97,21,-860.8349697608628,0.18297526386780538,-867.0497203186032,6.2147505577404445,306.49793485586196,47.09583370907514,0.0001773090571794899,0.0011522141589760543,1.9025452361749033,0.2783223228550015,21.371377060892353,0.03994748460267927,0.0032627986393516184,3.2898257647603565e-05,1.2665990173029942e-08,0.0005032781180105855,0.0,0.0,8.754664180254998e-05,0.08435063429445425,0.3415590446554833,0.19884471546445529,0.12533452856387142,0.33422356495344807,2.444261318547184,1.3455073091221126,5.150723304085874,4.631233371944415,0.8567036401355459,0.8961993558731252,0.3840520160464455,0.32410534693569526,1.16882450039437,0.4664961654048149,0.21548710493445772,0.24121272125865703,0.3450483855780941,0.24353026006013193,0.6426151840665681,0.09426487698441124,0.7878630727031558,1.092010954164718,0.1712054051132436,0.06529200985672894,,,,,
IFAD-0.97,22,-858.4997364572973,0.18809163809642165,-864.4196533282013,5.9199168709039895,8420.94417994117,52.13110899683118,6.158858593107335e-06,0.0011416559001569521,98.13761244311951,0.3419357896354285,33.173836686530386,3.2596189735423126e-06,0.0007466621706713626,0.040388434968635124,3.741719430879884e-05,0.15354151279917647,0.0,0.0,0.0002935562355731405,0.018906503450582843,0.3741188433925124,0.012202700741074624,0.14730780009331276,0.3999186588641281,2.3081589866345182,1.3182916467441446,5.2919258820787505,4.390437182491416,0.5123216247919148,0.4138239635225149,0.30223662899865406,0.27613794966593125,0.673491348590901,0.3780769974618357,0.16466027144405398,0.18290541410570132,0.3339737222046762,0.2150769258759225,0.7176029673285742,0.11533508503607127,0.836446557248068,1.0585122878743387,0.22261022042045348,0.07798142226239309,,,,,
IFAD-0.97,23,-859.6292226344494,0.23886906567818825,-869.7259890251198,10.096766390670382,78.05422078337585,79.98098270748184,0.0007799884056619421,0.0007947998801882467,0.6537159946198418,0.5213611696867682,29.00009263492304,0.07331665228866231,0.022549982838131068,0.00015652328784133477,4.706834829218335e-05,0.0033990425318485657,0.0,0.0,0.07866344805011162,0.0004479602607785114,0.38606368658971696,0.23388288364823293,0.10996085359669536,0.4803119132596924,2.720876742889721,1.5001468408630663,5.835054829855913,4.801747322999664,0.6919364628799575,0.7710069340740363,0.25504110771549043,0.18285321050699263,1.347820011568088,0.29681394741448913,0.1824512089303537,0.17184927073274447,0.322197546448693,0.21885911045076215,0.5509596370958365,0.06369960424909589,0.8227867660312784,1.0067600680835815,0.15708807794443158,0.05254484247691492,,,,,
IFAD-0.97,24,-861.0681747199051,0.16842064732061834,-863.9834868410613,2.915312121156262,2400.48736093285,30.343229017586022,2.2151355084630524e-05,0.0014509157826567874,19.92814933232341,0.28209065853431564,23.82457504245724,0.0002024894749980935,0.001324958859854858,0.006261495617607009,0.0035333999818747,8.243760733284962e-07,0.0,0.0,0.00028502145919124183,0.00021983644162349347,0.3147491845434004,0.29494871735541217,0.12504228574403875,0.4321394426579404,2.3928334751483553,1.3331945966157117,5.112232369314446,4.73334013442061,0.7682752245857348,0.711259924175355,0.3213512367143191,0.31105575937327634,0.825450505505314,0.4374087891440059,0.20159044302355583,0.23813604032721886,0.3288324691090185,0.2291935821582381,0.5117576457620046,0.0910425043673152,0.7183400361156551,0.9902948787458637,0.17394951076851164,0.06031722424982442,,,,,
IFAD-0.97,25,-860.4825998763191,0.19342185682599447,-867.0476184704258,6.565018594106732,2917.12154789389,30.860755736378028,1.8631369051300135e-05,0.0016018746861323962,21.419314004582098,0.20028290017251676,17.24055637070763,0.00041427664105981796,5.629079924192589e-05,0.0024558751278464463,9.558871419247928e-05,0.02567829474480576,0.0,0.0,3.731833931166823e-06,0.021758623152961887,0.32077521876676646,0.3222150394258456,0.13303431886491032,0.3179748672511401,2.3005541111314214,1.2961242637822699,5.059372880614529,4.682029683589886,0.6837911700173657,0.6581662317766934,0.2999358411083057,0.3195427771934885,0.7568714312885145,0.4325797560449871,0.1928315842289481,0.23782704982644598,0.34007153846527416,0.23846334272108735,0.6469609196428292,0.10924071689855344,0.7520911286006348,1.0961445875719589,0.20305770063438397,0.07634566741962309,,,,,
IFAD-0.97,26,-862.7629109344698,0.1507818244059772,-867.4123667453657,4.649455810895915,1891.0429067248228,314.993597594499,2.7530080052420417e-05,0.0003696023918575073,8.293656165394381,0.7937736402031645,61.25065336451561,0.2857405203983745,0.005520141160038009,1.9028942095705763e-05,6.831137387658157e-07,8.21825115220934e-07,0.0,0.0,0.0005709558932841993,0.005818200213253104,0.4231217394246435,0.17315669352992463,0.11324760721743354,0.3190664816288098,2.917080640747035,1.3740219181073836,5.244468170742242,5.238513169155153,1.2589331522679348,1.4428234499973687,0.4181657213771177,0.30604645676584713,3.147014434789485,0.6390942853360154,0.2883327703925971,0.30617593601718107,0.36279357981851124,0.26435106849192025,0.5325248885872721,0.06695620035827377,1.304630151856186,1.1683730654757407,0.1577259170433786,0.06583151861405455,,,,,
IFAD-0.97,27,-860.957114437246,0.14358991940765262,-865.408981723531,4.451867286285051,9909.838946772721,44.15060240250638,5.960413869228227e-06,0.0012282187875439904,56.00644522888085,0.2707476262533497,22.3887267567362,0.030362495937721803,0.022487726422298158,0.0005105225003791667,0.00026775448548321747,0.011060653896860614,0.0,0.0,0.0009750773414440724,0.0791735548331331,0.31683980417622987,0.1571027672772247,0.1328402492131857,0.3341166517301217,2.3687948812334203,1.2991007963498387,5.258655349404666,4.5597088942515045,0.8160850759338767,0.7668789350516592,0.44548857747258513,0.3553853706078511,1.0644069521813326,0.4893548317927541,0.2247780220119976,0.22414647539311613,0.3382463889188255,0.22987893757454492,0.6241272087221593,0.09667062490390281,0.8173058173548844,1.0257334837322882,0.17224763247180078,0.04572502835639966,,,,,
IFAD-0.97,28,-863.0066647055471,0.1682712889566926,-868.4542212856707,5.447556580123546,30585.733762782984,47.59769470568104,1.6519954789673035e-06,0.0012952385638267362,194.37749298160563,0.21745499580845823,17.19668549582925,0.05071810246803335,6.701932048403015e-05,0.00048642506865032264,2.1552778693802493e-05,0.001027709545745986,0.0,0.0,0.0004454732534232574,0.015299640764130219,0.041848947596954116,0.25112785802000714,0.13358434344046105,0.2974232642140438,1.9231114476231959,1.3606446393206588,4.44468519298424,5.027483706045118,1.208816615322491,1.544702504822093,0.3184013408296738,0.3420985295397956,0.9584354427405231,0.5523357727342315,0.21634780569256157,0.2760483519093937,0.3971614452077596,0.3888009064526198,0.49339918089034307,0.11813843499259981,0.6566422071503412,1.444886054925615,0.21369623010140784,0.1101095329747614,,,,,
IFAD-0.97,29,-862.5602827524234,0.17097687018373087,-870.054165657403,7.493882904979614,23593.079272339244,28.11295151123123,2.473837372754392e-06,0.0015882869260368283,201.51157190771383,0.33177379304660354,24.079996560716737,0.00606548865360087,0.010001559163452313,0.06684537306746378,0.006017171875747721,0.00010025569302616831,0.0,0.0,4.027746291782791e-05,0.000969626366132213,0.35330857979236646,0.020888426128424384,0.15298510886990063,0.4722289206046693,2.3078910797619296,1.325496221964855,5.440982088954659,4.1892467153780135,0.6742376100253729,0.6110466318029739,0.4917545064024382,0.39583828620809997,1.0416258776511815,0.4626570657183705,0.23178481934581005,0.21003924983859945,0.3110136058948362,0.20451127154646118,0.5678077861177596,0.10221853989141681,0.7210327763468417,0.8815452808597328,0.1862433759864826,0.039838188226248974,,,,,
