method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,global-box,1000,5000,67,time-budget,413.7109634469962,-6216.69016100862,-3983.7398113687036,1.02953189196419,0.477,0,21,16.086614747961182,0.6,28.15039967360156,-0.003472957895563381,2.028949764288649,0.4244046522443483,0.8772186746151855,5.216147946205214,-3.4417098688605856,3.3173781263214543,3.572244073448578,3.130803023784082,-3.2355394137008626,-5.352023104031619,-4.7532438288375545,-9.787267245718315,-7.699693023305867,-7.987509982580643,0.24970734455162372,0.04035881166403083,0.25089351687623224,0.2070567260642366,0.25198360084387655,2.777987544086426,-0.5108256237659907,3.3375615524814117,-0.3472957895563381,0.7075183016848554,-0.8570679103694303,0.8772186746151855,5.216147946205214,-3.4417098688605856,3.3173781263214543,3.572244073448578,3.130803023784082,-3.2355394137008626,-5.352023104031619,-4.7532438288375545,-9.787267245718315,-7.699693023305867,-7.987509982580643,-0.009074399021667477,-1.8315542577341342,-0.004335395811961247,-0.19637121469630742,0.0
