method,inference_nstep,start,start_type,starts_file,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,optimizer_elapsed_seconds,elapsed_time_offset_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,if2-warm-start,ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,5,5,completed,266.363222646527,21.920789050869644,244.44243359565735,5,266.36318060569465,-14138.785570830038,-5150.027934151993,1.0,0.62,0,0,22.041798775568648,0.3555542066885649,23.655797669943855,-0.008343294353378071,4.937039081479872,0.5,-1.390251742699416,3.0664002368001255,2.4251684636347615,0.39686144632843157,1.9933960735690532,6.18662222286301,-7.377730111401338,-0.9196284511261178,-3.0433708886129645,-0.7586451734879165,-3.202071872270066,-6.185132182591501,0.03262236022947447,0.22303391870300798,0.22390602938132045,0.2602188458430985,0.2602188458430985,3.09294059509097,-1.0340775612261457,3.1636082295014183,-0.8343294353378071,1.596765775283448,-0.6931471805599453,-1.390251742699416,3.0664002368001255,2.4251684636347615,0.39686144632843157,1.9933960735690532,6.18662222286301,-7.377730111401338,-0.9196284511261178,-3.0433708886129645,-0.7586451734879165,-3.202071872270066,-6.185132182591501,-2.07652504189071,-0.15419913005242222,-0.15029653960858536,0.0,0.0
