method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,global-box,100,5000,53,time-budget,807.1507854389492,48,712.241051162011,-6230.911766319752,-4093.871181356928,1.0,0.52,0,14,11.89655738234707,0.4676319078873458,18.933360434827303,-0.002736118459888454,1.9615450412306008,0.3263623633336216,0.8072011629229814,4.997014955254466,-4.0,2.7437716692093166,3.6347638223582415,3.3604887868571387,-3.482336892501721,-4.6944563316598105,-3.4017830711777273,-9.105673200724025,-8.091342884688244,-8.782814048886738,0.2628248834255276,0.1758260675482954,0.15895868717237388,0.1439941681357892,0.25839619371801387,2.4762490626623523,-0.7600738141431266,2.9409254684749064,-0.2736118459888454,0.6737324490500732,-1.1197469709548609,0.8072011629229814,4.997014955254466,-4.0,2.7437716692093166,3.6347638223582415,3.3604887868571387,-3.482336892501721,-4.6944563316598105,-3.4017830711777273,-9.105673200724025,-8.091342884688244,-8.782814048886738,0.0,-0.401992714089599,-0.5028436285634833,-0.6017151682188457,-0.016993926311206213
DS order-1.5 block Gaussian,20,1,global-box,100,5000,52,time-budget,800.515427432023,48,701.5911823990755,-6519.166538189317,-4213.583452802079,1.000000000001961,0.8200000000000001,0,14,35.811098763580375,0.10937946763107759,4.9932932045426135,-0.01,4.988984851127345,0.37774627807892924,0.3581030301302425,2.9750553101858275,0.7310601727996943,4.075743521405335,2.962061060746554,4.798041088705422,-2.082964630501754,0.0,-3.27712698024819,-7.5461666294573915,-3.0408253163292143,-2.9745714035310438,0.0647589054413583,0.04095713763562851,0.4332539106381532,0.4332539106381532,0.02777613564670659,3.5782578666890332,-2.2129320882258616,1.6080956529152293,-1.0,1.607232452419559,-0.9735325307463143,0.3581030301302425,2.9750553101858275,0.7310601727996943,4.075743521405335,2.962061060746554,4.798041088705422,-2.082964630501754,0.0,-3.27712698024819,-7.5461666294573915,-3.0408253163292143,-2.9745714035310438,-1.9006527279440442,-2.358797858493655,0.0,0.0,-2.747146732780385
DS order-1.5 block Gaussian,20,2,global-box,100,5000,54,time-budget,802.283507023938,48,701.948094050982,-31773.453514254434,-4154.089581373883,1.0,0.75,0,7,16.559188336016025,0.4413167449293204,6.302215856750595,-0.008629748575153275,3.185519626975533,0.5,-3.628797358011027,5.371528210166002,-1.834833012000806,0.0,1.517388924737682,5.712259649680813,-2.792694196034834,-2.293400882050601,-5.543128292800319,-3.139017973634206,-3.3413983971763597,-8.064494040832821,0.03129342346331176,0.20069244254963678,0.2878712261586181,0.3289224053723388,0.15122050245609447,2.806941134230309,-0.8179924188778591,1.8409012948510945,-0.8629748575153275,1.158615423903889,-0.6931471805599453,-3.628797358011027,5.371528210166002,-1.834833012000806,0.0,1.517388924737682,5.712259649680813,-2.792694196034834,-2.293400882050601,-5.543128292800319,-3.139017973634206,-3.3413983971763597,-8.064494040832821,-2.3524139105402564,-0.494048273380708,-0.13330862426709245,0.0,-0.7770828202088886
DS order-1.5 block Gaussian,20,3,global-box,100,5000,56,time-budget,802.2605015370063,49,702.0593345559901,-7210.996276373793,-4217.559915649904,1.0000624989569626,0.6499999999999999,0,0,11.563089354560905,0.5189396300315587,0.4133440534048182,-0.01,3.218953563280407,0.5,0.7153197980322032,2.926581001595075,1.1244209087313355,2.24138706416235,2.1251089349478187,3.778542744615692,-5.9433769441932025,-2.611450762772203,-5.720816744225588,-9.011555001364492,-1.2713097110940454,-6.852782201755962,0.43129839804161146,0.43129839804161146,0.09814738536905658,0.003916771140336145,0.035339047407384326,2.4478180727448233,-0.6559677223669699,-0.8834749737306693,-1.0,1.1690563263910607,-0.6931471805599453,0.7153197980322032,2.926581001595075,1.1244209087313355,2.24138706416235,2.1251089349478187,3.778542744615692,-5.9433769441932025,-2.611450762772203,-5.720816744225588,-9.011555001364492,-1.2713097110940454,-6.852782201755962,0.0,0.0,-1.4803299081571797,-4.701532563696732,-2.5018116779456676
DS order-1.5 block Gaussian,20,4,global-box,100,5000,51,time-budget,802.8759863360319,48,710.9283739209641,-14335.311655866702,-4713.426882370594,1.0,0.55,0,21,27.305062935053247,0.3170101682083861,1.63312693157909,0.0,4.999999999999999,0.5,3.2959146493595397,5.22851569226489,3.328845584957856,0.10921787683228251,6.910814605200825,5.34726237679588,0.0,-5.653381044036965,-4.118830509245905,-6.019845372781511,-8.230792112003002,-1.7933843230493502,0.05765529629385332,0.3609447504928011,0.12963132867757796,0.2239309132343947,0.22783771130137287,3.3070721404926253,-1.1488214292521435,0.4904965400423443,0.0,1.6094379124341003,-0.6931471805599453,3.2959146493595397,5.22851569226489,3.328845584957856,0.10921787683228251,6.910814605200825,5.34726237679588,0.0,-5.653381044036965,-4.118830509245905,-6.019845372781511,-8.230792112003002,-1.7933843230493502,-1.8342427886006034,0.0,-1.0240304125652795,-0.4773873196717479,-0.4600913179218558
DS order-1.5 block Gaussian,20,5,global-box,100,5000,56,time-budget,801.6558722570771,49,701.0518902140902,-1513532.308863867,-6190.3230149296105,1.0,0.35,0,0,20.50408921937428,0.6,2.459203806159841,-0.009077498300106573,4.999999999999999,0.5,0.9693332270896301,5.260573855283295,4.0,5.723691701984486,5.6362612634919165,7.989475862218534,-4.660977204245852,-6.430722254124901,0.0,-1.230603234867094,-5.242144272495473,0.0,0.35119627773580664,0.11496162802254263,0.047057627728220294,0.24923504300534094,0.23754942350808933,3.0206243403678648,-0.5108256237659907,0.8998376415237687,-0.9077498300106573,1.6094379124341003,-0.6931471805599453,0.9693332270896301,5.260573855283295,4.0,5.723691701984486,5.6362612634919165,7.989475862218534,-4.660977204245852,-6.430722254124901,0.0,-1.230603234867094,-5.242144272495473,0.0,0.0,-1.1167468596886043,-2.0099722904891166,-0.34294886396389856,-0.39096956219611473
DS order-1.5 block Gaussian,20,6,global-box,100,5000,56,time-budget,801.5098692500032,49,701.4805961329257,-29249.903859134796,-4073.6502736527846,1.0,0.79,0,0,14.703668116928368,0.6,21.284464946336453,-0.01,3.717607949060867,0.4573280880648528,-0.9697141537523708,2.4205379348457208,1.006293020760025,0.35603709466865596,3.0519028930306322,3.974034866707706,-5.943092943061989,0.0,-8.249083765793381,-6.083047946373072,-4.068301942978553,-2.0675005318678217,0.3838886626346399,0.08156458218110055,0.04420588381065804,0.1064522087389616,0.3838886626346399,2.6880969944206528,-0.5108256237659907,3.0579774613713235,-1.0,1.3130804370101639,-0.7823542286761371,-0.9697141537523708,2.4205379348457208,1.006293020760025,0.35603709466865596,3.0519028930306322,3.974034866707706,-5.943092943061989,0.0,-8.249083765793381,-6.083047946373072,-4.068301942978553,-2.0675005318678217,0.0,-1.5489574436427338,-2.1614946713786236,-1.2826564292925156,0.0
DS order-1.5 block Gaussian,20,7,global-box,100,5000,56,time-budget,801.3227489509154,49,701.1614359709201,-6578.97222353018,-4018.691613596042,1.0047993176781103,0.63,0,0,10.000000000000002,0.5021236652668114,30.000000000000004,-0.00850661282338446,1.5328146502264388,0.412622846485779,1.952299968144184,3.8049109188336683,-2.663755886984302,1.6053788297032163,4.515287135517178,1.6278582987801513,-6.006419445511019,-2.9655382140383697,-7.109727931261295,-10.0,-4.253085088960686,-3.183648593150835,0.19284584476520664,0.06845668133576198,0.27396167477506506,0.27396167477506506,0.1907741243489013,2.302585092994046,-0.688908844475382,3.4011973816621555,-0.850661282338446,0.42710568600874604,-0.885221307881402,1.952299968144184,3.8049109188336683,-2.663755886984302,1.6053788297032163,4.515287135517178,1.6278582987801513,-6.006419445511019,-2.9655382140383697,-7.109727931261295,-10.0,-4.253085088960686,-3.183648593150835,-0.35109708555901403,-1.3867870675544118,0.0,0.0,-0.3618980903238071
DS order-1.5 block Gaussian,20,8,global-box,100,5000,54,time-budget,802.3129286760231,49,703.406611658982,-9100.801082141035,-4125.278208925114,1.0000014062030618,0.6,0,7,40.0,0.06552269405199329,14.097696670456337,-0.0037341321018355155,3.583420010832037,0.34501402959087907,2.593729730074541,5.5747424973029105,1.0803773862532735,4.217181926025577,3.736030608372636,4.772201122302574,-3.8315215661144766,0.0,-4.5469799837798375,-4.684210004717629,-5.087278189851849,-7.666373793372704,0.0848921515685324,0.36142679708940456,0.15312381992937157,0.03913043432328698,0.36142679708940456,3.6888794541139363,-2.7253587222729796,2.6460114273347384,-0.37341321018355156,1.2763176546824169,-1.0641701972967867,2.593729730074541,5.5747424973029105,1.0803773862532735,4.217181926025577,3.736030608372636,4.772201122302574,-3.8315215661144766,0.0,-4.5469799837798375,-4.684210004717629,-5.087278189851849,-7.666373793372704,-1.4486778776158515,0.0,-0.8588126487298009,-2.2231589877584614,0.0
DS order-1.5 block Gaussian,20,9,global-box,100,5000,49,time-budget,810.4211709710071,47,711.4157658399781,-14855.872205560492,-4277.314778248719,1.0,0.51,0,28,40.0,0.17593968527437387,1.3207018199819769,-0.01,4.999999999999999,0.5,3.137844841979106,5.916127374009699,-1.7335161518858284,5.226766528408213,3.949006415356122,3.903917010012094,-3.7563067528706062,-7.809341100375748,-1.2193786843283436,-7.446853970760326,-2.974561436416507,0.0,0.34848347044932015,0.03304733574574725,0.2206820117893104,0.21658255031129214,0.18120463170433004,3.6888794541139363,-1.7376140399828195,0.2781632771101165,-1.0,1.6094379124341003,-0.6931471805599453,3.137844841979106,5.916127374009699,-1.7335161518858284,5.226766528408213,3.949006415356122,3.903917010012094,-3.7563067528706062,-7.809341100375748,-1.2193786843283436,-7.446853970760326,-2.974561436416507,0.0,0.0,-2.3556498483026105,-0.4568679938323938,-0.47561902900566483,-0.6539638439498527
