method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,10,global-box,100,5000,56,time-budget,804.7514106889721,49,703.270447100047,-58388.54092286938,-4076.646684471477,1.0,0.6599999999999999,0,1,10.609599751259221,0.33706362995054245,23.100411209040352,-0.0015785787480801952,2.1257472298358047,0.34625412775700976,1.2824281354297251,4.3368269614612185,-3.950581717886268,3.191081983197515,3.705055245073471,2.508563985763938,-4.876095203140294,-5.542775973119871,-9.939130986371106,-5.5115525663911065,-8.01705075607383,-0.639716518028597,0.29080491043054846,0.07871051521327353,0.24333666481790517,0.15573661973282804,0.2314112898054448,2.3617592281875877,-1.0874835535430678,3.1398504186264655,-0.15785787480801952,0.7541233781361697,-1.0605823002317634,1.2824281354297251,4.3368269614612185,-3.950581717886268,3.191081983197515,3.705055245073471,2.508563985763938,-4.876095203140294,-5.542775973119871,-9.939130986371106,-5.5115525663911065,-8.01705075607383,-0.639716518028597,0.0,-1.3068758736055166,-0.1782066950409425,-0.6244863860943058,-0.22845602875131366
DS order-1.5 block Gaussian,20,11,global-box,100,5000,55,time-budget,811.7738219900057,50,730.5937092410168,-5969.277323976012,-4112.441608905743,1.0000000000001847,0.71,0,7,17.848474174380765,0.26895605490842983,12.576138953808194,-0.005598176698440636,2.9081543405178327,0.40346225412603615,1.79346670878128,5.381496345088182,-3.6691007989449953,0.6066253002581287,5.1619890768356855,2.394207481796937,-5.225534927454648,-2.7055332006852444,-7.588201547032757,-3.232160124286568,-9.868887675212417,0.0,0.18251790574712912,0.08861753438694153,0.20047282474147698,0.2597851406136717,0.2686065945107807,2.8819180241451403,-1.3132072773784336,2.5318012847517792,-0.5598176698440636,1.0675186327187998,-0.9076723418038923,1.79346670878128,5.381496345088182,-3.6691007989449953,0.6066253002581287,5.1619890768356855,2.394207481796937,-5.225534927454648,-2.7055332006852444,-7.588201547032757,-3.232160124286568,-9.868887675212417,0.0,-0.38639955331279296,-1.1089180921305037,-0.2925691350938046,-0.03339292808703378,0.0
DS order-1.5 block Gaussian,20,12,global-box,100,5000,57,time-budget,812.675424881978,50,717.7003870219924,-7152.006010931751,-4200.113760583354,1.0000000000143956,0.55,0,0,27.784929395260612,0.09331517981682066,28.562707852192002,-0.000921844456733879,3.674183766257731,0.5,2.929919482052521,4.8512987686459565,0.8131784628278873,4.111785896475071,3.476124575749432,4.067148184944785,-5.378486242331342,-0.1661902348217648,-6.958415858258597,-9.350469595726336,-5.962866302412784,0.0,0.2275272730954049,0.12196023407011662,0.1569371442804484,0.2645641738232192,0.22901117473081087,3.3244937656187266,-2.3717724853615927,3.3521019457287595,-0.0921844456733879,1.3013310035762955,-0.6931471805599453,2.929919482052521,4.8512987686459565,0.8131784628278873,4.111785896475071,3.476124575749432,4.067148184944785,-5.378486242331342,-0.1661902348217648,-6.958415858258597,-9.350469595726336,-5.962866302412784,0.0,-0.1508137320764772,-0.7743888036653009,-0.5222384747369992,0.0,-0.14431304470548698
DS order-1.5 block Gaussian,20,13,global-box,100,5000,55,time-budget,812.3103541610762,49,700.3824277800741,-6004.617588030706,-4949.424586460073,1.0,0.63,0,7,18.170614201039434,0.3973764085424427,17.01781264180602,-0.004754907011867895,3.5035872039603366,0.5,1.0803513889909138,4.444919580194361,0.4964257051457769,0.0,0.9040131874460678,3.677485965182753,-1.680312037480325,-6.589765826176992,-10.0,-4.2981818892538435,-2.111751726550832,-1.558453535783306,0.18374203716410822,0.0526841489389757,0.2999556397311278,0.25816620755863257,0.2054519666071557,2.899805684865908,-0.9228713151397923,2.8342605979535533,-0.4754907011867895,1.2537873590453998,-0.6931471805599453,1.0803513889909138,4.444919580194361,0.4964257051457769,0.0,0.9040131874460678,3.677485965182753,-1.680312037480325,-6.589765826176992,-10.0,-4.2981818892538435,-2.111751726550832,-1.558453535783306,-0.49010179416717276,-1.7393199650021822,0.0,-0.15003100331228167,-0.3784223286826969
DS order-1.5 block Gaussian,20,14,global-box,100,5000,57,time-budget,812.2858377019875,50,716.9072267169831,-35993.314168421115,-4086.182536527646,1.0,0.64,0,0,10.641908905948618,0.591584855109913,25.70309544161486,-0.005102171535232584,3.8479962697200936,0.5,0.08156877536290219,3.919309963363377,-1.0065823114877408,3.731152695218492,2.553563457877555,3.595213099773584,-4.632085414712713,-0.18097259581669073,-10.0,-5.243271228210232,-9.61202533714161,-5.596632490286213,0.06978097196322429,0.15595226362039746,0.15062403565680946,0.3117105245522384,0.31193220420733037,2.3647998762755438,-0.5249501483549988,3.2466114298472553,-0.5102171535232584,1.34755256339553,-0.6931471805599453,0.08156877536290219,3.919309963363377,-1.0065823114877408,3.731152695218492,2.553563457877555,3.595213099773584,-4.632085414712713,-0.18097259581669073,-10.0,-5.243271228210232,-9.61202533714161,-5.596632490286213,-1.4974245053631126,-0.6932359120025114,-0.7279989680444198,-0.000710918781557412,0.0
DS order-1.5 block Gaussian,20,15,global-box,100,5000,57,time-budget,810.7037609099643,50,715.9272733930266,-18601.39196528178,-4240.4611915361575,1.0,0.7,0,0,10.672861649487134,0.6,11.968859028649126,-0.004775372460998584,4.333159247069928,0.47237581747036317,-0.5804511774206167,3.6257947591632256,0.36947497209385927,2.542538879171994,2.5860196832215094,3.600576328826869,-6.304369126479888,-1.1727274457673988,-2.675739809464972,-8.998754596122263,-6.872789982815833,-3.1709380158893103,0.07613715672194662,0.01787759024142821,0.41982670023370794,0.43521959354571055,0.050938959257206505,2.3677042251838123,-0.5108256237659907,2.482308195782698,-0.47753724609985837,1.4662968942333467,-0.7499803867601562,-0.5804511774206167,3.6257947591632256,0.36947497209385927,2.542538879171994,2.5860196832215094,3.600576328826869,-6.304369126479888,-1.1727274457673988,-2.675739809464972,-8.998754596122263,-6.872789982815833,-3.1709380158893103,-1.7433143089692924,-3.1923027297691524,-0.0360087088265448,0.0,-2.14522267787738
DS order-1.5 block Gaussian,20,16,global-box,100,5000,55,time-budget,811.5045210750541,50,730.0859223890584,-647751.4964694772,-4289.325384667353,1.0,0.96,0,7,10.000000000000002,0.6,23.13467860349677,-0.009683188323105538,4.433457036288194,0.2753792781698398,0.7858905890888939,2.06192499001253,-0.39685171946397424,1.5865484116600546,2.311002983016017,4.032449162348794,-4.416626294098519,-7.261634901055746,-6.31670544552375,-5.5326833518647325,-8.240539441076498,-4.384877748733364,0.25075219373103774,0.25075219373103774,0.16070997051830488,0.087033448288582,0.25075219373103774,2.302585092994046,-0.5108256237659907,3.1413327300427447,-0.9683188323105537,1.4891796490924682,-1.2896059381842497,0.7858905890888939,2.06192499001253,-0.39685171946397424,1.5865484116600546,2.311002983016017,4.032449162348794,-4.416626294098519,-7.261634901055746,-6.31670544552375,-5.5326833518647325,-8.240539441076498,-4.384877748733364,0.0,0.0,-0.4448638603674807,-1.0581726676271543,0.0
DS order-1.5 block Gaussian,20,17,global-box,100,5000,55,time-budget,812.6454588950146,49,700.2396507359808,-159789.87516348218,-4933.631165243953,1.0,0.6799999999999999,0,7,15.572886877837401,0.5891846639982001,30.000000000000004,-0.007274281459648219,3.3423777931869547,0.5,-3.3366874978861785,2.908795082766249,0.27869698857593583,2.495507398937761,1.8575305826199215,5.140171826435102,-0.932678923785453,-5.950349616235651,-3.2548054969900555,-10.0,-8.943135284313467,-8.085970814153526,0.37727875296965185,0.02703970494830433,0.15870095354553693,0.05970183556685507,0.37727875296965185,2.745531381493844,-0.5290156232487027,3.4011973816621555,-0.727428145964822,1.2066824678257841,-0.6931471805599453,-3.3366874978861785,2.908795082766249,0.27869698857593583,2.495507398937761,1.8575305826199215,5.140171826435102,-0.932678923785453,-5.950349616235651,-3.2548054969900555,-10.0,-8.943135284313467,-8.085970814153526,0.0,-2.63567797258552,-0.8659626760328086,-1.8436215455862375,0.0
DS order-1.5 block Gaussian,20,18,global-box,100,5000,57,time-budget,813.5873592910357,50,718.1632554860553,-64350.46629500245,-4094.4849149959546,1.0,0.62,0,0,13.038519821151024,0.5766582852690229,19.80850185563441,-0.007380675256211523,3.3758027719038477,0.3208480108710427,-4.0,2.616078642690568,0.5397563735548306,1.1191777045399451,3.39263422933284,4.287574220792779,-2.511254256863144,-2.7187080171108855,-6.913230768611347,-5.366279173494742,-8.187309808690204,-4.417584917903783,0.29860757646119096,0.10985474700831328,0.15825682997438278,0.13467327009492205,0.29860757646119096,2.567908039407758,-0.5505054144796121,2.986111232188626,-0.7380675256211523,1.2166331543825635,-1.1367877543652394,-4.0,2.616078642690568,0.5397563735548306,1.1191777045399451,3.39263422933284,4.287574220792779,-2.511254256863144,-2.7187080171108855,-6.913230768611347,-5.366279173494742,-8.187309808690204,-4.417584917903783,0.0,-0.9999712466169302,-0.6349110385737375,-0.7962786346132885,0.0
DS order-1.5 block Gaussian,20,19,global-box,100,5000,57,time-budget,812.464720278047,50,717.4810699340887,-10111.180154120622,-4072.2247978857677,1.0,0.87,0,0,19.230316772221904,0.6,30.000000000000004,-0.0030318754231473855,1.9823977032367999,0.38814416905522153,-0.4688124216944195,5.728314144776501,-1.905865526917105,3.902222640198696,3.0801245229163645,4.4833624581539,-1.4311598253840625,-5.49009982122626,-6.591601216670123,-7.010862839416217,-7.328067205625611,-6.84247439928688,0.08899939711564903,0.36035621448244104,0.010840432130147683,0.21611121435047304,0.32369274192128905,2.9564880322794647,-0.5108256237659907,3.4011973816621555,-0.30318754231473855,0.6843070733149914,-0.946378438643848,-0.4688124216944195,5.728314144776501,-1.905865526917105,3.902222640198696,3.0801245229163645,4.4833624581539,-1.4311598253840625,-5.49009982122626,-6.591601216670123,-7.010862839416217,-7.328067205625611,-6.84247439928688,-1.3984634311786075,0.0,-3.5038101672846285,-0.5112998704758478,-0.10729828846435083
DS order-1.5 block Gaussian,20,20,global-box,100,5000,55,time-budget,811.4331294409931,50,730.6710902560735,-5772.668122985184,-4000.860052690071,1.000108952105397,0.63,0,7,23.077595007086874,0.4462230829186785,29.025958753781175,-0.0007749534142978522,2.3688439303344717,0.32130817801689343,1.414194619920092,5.1292474014644,-3.1444621061744322,4.000798926717699,3.667330095498192,4.252294584910994,-3.039973378712042,-2.138250942934874,-4.167067523591892,-6.984205516698786,-9.2583761868342,-8.915774530325528,0.004517936215834316,0.1737354223179115,0.3161473431353622,0.31636620784135855,0.18923309048953343,3.138862233744538,-0.8069362660970314,3.368190559037762,-0.07749534142978522,0.8624020430294609,-1.1353545602838597,1.414194619920092,5.1292474014644,-3.1444621061744322,4.000798926717699,3.667330095498192,4.252294584910994,-3.039973378712042,-2.138250942934874,-4.167067523591892,-6.984205516698786,-9.2583761868342,-8.915774530325528,-4.24884512801303,-0.5993668475747898,-0.0006920475123213233,0.0,-0.5139208899670524
DS order-1.5 block Gaussian,20,21,global-box,100,5000,56,time-budget,801.5767439050833,49,700.7483694930561,-314524.8543884131,-4318.337150342525,1.0,0.6799999999999999,0,0,17.296547706090827,0.5282879144669563,5.68675222713735,-0.0009921322535000256,4.999999999999999,0.49496728801260925,2.4920846740532183,1.7050611248808218,-3.154224659565761,5.026782338641198,2.3562515342266157,4.01899737204,-0.44693474901462993,-3.2052939256442454,-3.5133572929955914,-10.0,-4.662240047594861,-6.4269376985729645,0.2024974553520688,0.20190456849016614,0.2906653447835245,0.2906653447835245,0.014267286590715944,2.8505069270288486,-0.6381138513427806,1.7381392990859907,-0.09921322535000256,1.6094379124341003,-0.7032636034201565,2.4920846740532183,1.7050611248808218,-3.154224659565761,5.026782338641198,2.3562515342266157,4.01899737204,-0.44693474901462993,-3.2052939256442454,-3.5133572929955914,-10.0,-4.662240047594861,-6.4269376985729645,-0.3614452671624092,-0.36437743491495245,0.0,0.0,-3.014203321871545
DS order-1.5 block Gaussian,20,22,global-box,100,5000,49,time-budget,809.2420202170033,47,710.7460852060467,-20916.470550557664,-4765.425837919494,1.0,0.36,0,28,40.0,0.09310373978483434,1.6208059251733127,-6.376297438541845e-05,4.999999999999999,0.5,2.5296773057903037,7.776586885482154,0.8848537312008811,3.189309366298142,5.329048794653679,8.0,-4.100104619236218,-8.202255459007429,-7.934346007170136,-5.455097774349699,-7.302727221646421,-1.54250078867493,0.2730762864341738,0.2595510589336331,0.03454346683357625,0.24362562475687696,0.18920356304173974,3.6888794541139363,-2.3740409259587976,0.48292351021470187,-0.006376297438541845,1.6094379124341003,-0.6931471805599453,2.5296773057903037,7.776586885482154,0.8848537312008811,3.189309366298142,5.329048794653679,8.0,-4.100104619236218,-8.202255459007429,-7.934346007170136,-5.455097774349699,-7.302727221646421,-1.54250078867493,0.0,-0.050797751489475844,-2.067532754398821,-0.11411847139273265,-0.36692770505243566
DS order-1.5 block Gaussian,20,23,global-box,100,5000,1,non-finite-path-or-score,27.855893034953624,1,27.85586818191223,-8903.809057241753,-8737.005396502358,1.0000000178905566,0.09999999999999998,0,0,13.61635237010192,0.29893310852725746,20.354229700055026,-0.0042173209248093976,1.9064417480815898,0.2815783047488039,2.621925118683002,1.5864302465646738,-2.3544665414008796,6.761447890582939,8.0,2.754730210573645,-7.410369599062591,-6.131369181915934,-1.9421037187444679,-3.765508117042401,-4.299022917025912,-2.864670895066845,0.3021287596467078,0.3021287596467078,0.00207507684026706,0.259216443552838,0.13445096031347928,2.6112714506164534,-1.207535447920041,3.0132887379598214,-0.4217320924809398,0.6452385454723899,-1.267344700461639,2.621925118683002,1.5864302465646738,-2.3544665414008796,6.761447890582939,8.0,2.754730210573645,-7.410369599062591,-6.131369181915934,-1.9421037187444679,-3.765508117042401,-4.299022917025912,-2.864670895066845,0.0,0.0,-4.9808550985058195,-0.15318988085806462,-0.8096537577350869
DS order-1.5 block Gaussian,20,24,global-box,100,5000,55,time-budget,809.938085531001,49,711.8394701600773,-14504.869951720702,-4466.597401175248,1.0,0.51,0,7,21.93484351693355,0.44970849307423394,0.2615476648107793,-0.01,4.999999999999999,0.5,4.0,5.444695242020738,2.460245853069095,3.487517396437539,5.078171463085271,4.518428467359244,-6.827615837516714,-3.7802067301859466,-8.246496866180193,-0.44942193586665785,-6.917640886431407,-1.139517774413376,0.10163685172550276,0.04865176306341371,0.3400612146468993,0.3411495106638267,0.16850065990035767,3.0880764006485113,-0.7991556992947916,-1.3411387374761474,-1.0,1.6094379124341003,-0.6931471805599453,4.0,5.444695242020738,2.460245853069095,3.487517396437539,5.078171463085271,4.518428467359244,-6.827615837516714,-3.7802067301859466,-8.246496866180193,-0.44942193586665785,-6.917640886431407,-1.139517774413376,-1.2109146456746092,-1.9476327811712593,-0.003195184404406149,0.0,-0.7053811627805736
DS order-1.5 block Gaussian,20,25,global-box,100,5000,56,time-budget,800.5183599540032,49,700.4295882090228,-35218.15194405696,-4194.166335365126,1.0,0.6499999999999999,0,0,15.568222430096238,0.5908132079973105,8.76509299065585,-0.006304274801059171,4.533346242184662,0.4355967791431274,-2.1038105754516834,6.058632844501333,-3.639809629195508,5.220052504000069,0.023612902813460082,3.6358418805391826,-6.075784906619559,-0.7067004352805805,-7.734026938708357,-9.198726507143114,-1.5394432567373872,-2.192692283742751,0.3890177758971202,0.3890177758971202,0.08724418132331956,0.023953871196432937,0.1107663956860071,2.745231812989079,-0.526255372452074,2.170777127633046,-0.6304274801059171,1.5114603516105767,-0.8310382820206234,-2.1038105754516834,6.058632844501333,-3.639809629195508,5.220052504000069,0.023612902813460082,3.6358418805391826,-6.075784906619559,-0.7067004352805805,-7.734026938708357,-9.198726507143114,-1.5394432567373872,-2.192692283742751,0.0,0.0,-1.4949141698134176,-2.7874950915786085,-1.2562015986883832
DS order-1.5 block Gaussian,20,26,global-box,100,5000,57,time-budget,812.4076620839769,50,717.4669807319297,-135671.518137005,-4151.0233324973415,1.0,0.7,0,0,11.116066179479526,0.5459357584473628,26.910625321380763,-0.0039744661944940115,3.2292480723519112,0.5,1.7556748395335917,3.9527711194864703,-0.9057283839125831,2.3564205581830473,2.5663433466703354,3.509866862315175,-5.068138403735073,-10.0,-5.372998913733474,-5.624577299977151,-5.731597047307967,-7.501591807412186,0.18914366264632854,0.045845989964854714,0.25564159086842586,0.3751071215785356,0.13426163494185522,2.4083914653961376,-0.6052539686808525,3.292521201978332,-0.39744661944940113,1.1722493151961288,-0.6931471805599453,1.7556748395335917,3.9527711194864703,-0.9057283839125831,2.3564205581830473,2.5663433466703354,3.509866862315175,-5.068138403735073,-10.0,-5.372998913733474,-5.624577299977151,-5.731597047307967,-7.501591807412186,-0.6847047965840989,-2.101923907715496,-0.38343521487711085,0.0,-1.0274212468535935
