method,inference_nstep,evaluation_nstep,start,iteration,elapsed_seconds,pseudo_loglik,euler20_loglik,euler20_se,eval_particles,eval_replicates,evaluation_seed,evaluation_status
DS order-1.5 block Gaussian,20,20,0,0,16.02166245901026,-6230.911766319752,-6207.352591399128,,5000,1,32631470,ok
DS order-1.5 block Gaussian,20,20,0,1,29.564313736977056,-5817.3971112947675,-5813.2527819282195,,5000,1,32631471,ok
DS order-1.5 block Gaussian,20,20,0,2,43.10651049297303,-5629.74724175681,-5643.450413333798,,5000,1,32631472,ok
DS order-1.5 block Gaussian,20,20,0,3,56.64639000792522,-5405.6230905837865,-5482.693433550211,,5000,1,32631473,ok
DS order-1.5 block Gaussian,20,20,0,4,70.1900431929389,-5217.693616883095,-5364.756697456469,,5000,1,32631474,ok
DS order-1.5 block Gaussian,20,20,0,5,83.73225780297071,-4994.220460232547,-5193.811101227088,,5000,1,32631475,ok
DS order-1.5 block Gaussian,20,20,0,6,97.27631557395216,-4770.223596674759,-5017.184979949935,,5000,1,32631476,ok
DS order-1.5 block Gaussian,20,20,0,7,110.82001709891483,-4612.817335057167,-4804.682049518154,,5000,1,32631477,ok
DS order-1.5 block Gaussian,20,20,0,8,124.36469613900408,-4489.467755293705,-4601.761361684097,,5000,1,32631478,ok
DS order-1.5 block Gaussian,20,20,0,9,137.99533315992448,-4411.052205403539,-4403.82290277429,,5000,1,32631479,ok
DS order-1.5 block Gaussian,20,20,0,10,156.24989585299045,-4339.156660487972,-4273.529017198259,,5000,1,32631480,ok
DS order-1.5 block Gaussian,20,20,0,11,169.79165678692516,-4356.917413950725,-4203.659418839017,,5000,1,32631481,ok
DS order-1.5 block Gaussian,20,20,0,12,183.34278436098248,-4308.522441905394,-4182.686956262455,,5000,1,32631482,ok
DS order-1.5 block Gaussian,20,20,0,13,196.88529190793633,-4329.448185534527,-4189.997944578995,,5000,1,32631483,ok
DS order-1.5 block Gaussian,20,20,0,14,210.43773657700513,-4367.799336064052,-4200.432417074295,,5000,1,32631484,ok
DS order-1.5 block Gaussian,20,20,0,15,223.98735740897246,-4459.936836751911,-4231.333571453891,,5000,1,32631485,ok
DS order-1.5 block Gaussian,20,20,0,16,237.53909715800546,-4564.879416683523,-4279.296431488856,,5000,1,32631486,ok
DS order-1.5 block Gaussian,20,20,0,17,251.0871836669976,-4752.130466782122,-4315.002928995792,,5000,1,32631487,ok
DS order-1.5 block Gaussian,20,20,0,18,264.63995020801667,-4801.053197691013,-4356.015487497358,,5000,1,32631488,ok
DS order-1.5 block Gaussian,20,20,0,19,278.233759758994,-5014.699040221701,-4389.798167987271,,5000,1,32631489,ok
DS order-1.5 block Gaussian,20,20,0,20,308.93536390096415,-4335.632298368304,-4272.394802335583,,5000,1,32631490,ok
DS order-1.5 block Gaussian,20,20,0,21,322.5009303219849,-4302.811089217892,-4204.140269105561,,5000,1,32631491,ok
DS order-1.5 block Gaussian,20,20,0,22,336.06668768497184,-4261.017202264801,-4146.823194595606,,5000,1,32631492,ok
DS order-1.5 block Gaussian,20,20,0,23,349.6352985819103,-4254.928052426523,-4126.373878659317,,5000,1,32631493,ok
DS order-1.5 block Gaussian,20,20,0,24,363.2006903429283,-4263.035019030598,-4124.257727856068,,5000,1,32631494,ok
DS order-1.5 block Gaussian,20,20,0,25,376.76806732302066,-4359.313077559766,-4152.628070567492,,5000,1,32631495,ok
DS order-1.5 block Gaussian,20,20,0,26,390.33620927191805,-4488.478135022804,-4195.025921118087,,5000,1,32631496,ok
DS order-1.5 block Gaussian,20,20,0,27,403.9017565390095,-4501.58442433421,-4280.035210750928,,5000,1,32631497,ok
DS order-1.5 block Gaussian,20,20,0,28,417.468143985956,-4730.607086870376,-4363.445645792842,,5000,1,32631498,ok
DS order-1.5 block Gaussian,20,20,0,29,431.03492989600636,-5069.9269872093355,-4469.80506767842,,5000,1,32631499,ok
DS order-1.5 block Gaussian,20,20,0,30,461.7472795100184,-4326.9280905787,-4274.543945108301,,5000,1,32631500,ok
DS order-1.5 block Gaussian,20,20,0,31,475.32849790598266,-4318.265309523852,-4225.148654813622,,5000,1,32631501,ok
DS order-1.5 block Gaussian,20,20,0,32,488.91351979994215,-4278.52630130654,-4182.778881812271,,5000,1,32631502,ok
DS order-1.5 block Gaussian,20,20,0,33,502.4953858120134,-4274.6622845860875,-4181.622802967655,,5000,1,32631503,ok
DS order-1.5 block Gaussian,20,20,0,34,516.0783123709261,-4242.601519116286,-4177.39424690813,,5000,1,32631504,ok
DS order-1.5 block Gaussian,20,20,0,35,529.662024457939,-4218.107008254234,-4156.25279130442,,5000,1,32631505,ok
DS order-1.5 block Gaussian,20,20,0,36,543.2434924119152,-4158.320131705191,-4118.815391376761,,5000,1,32631506,ok
DS order-1.5 block Gaussian,20,20,0,37,556.8256173449336,-4125.0825695072435,-4098.914602948385,,5000,1,32631507,ok
DS order-1.5 block Gaussian,20,20,0,38,571.7701009389712,-4116.282798935032,-4087.6342636041195,,5000,1,32631508,ok
DS order-1.5 block Gaussian,20,20,0,39,585.3321922299219,-4082.1066662340572,-4058.5575319795744,,5000,1,32631509,ok
DS order-1.5 block Gaussian,20,20,0,40,603.692378470907,-4031.378773481124,-4016.1646673341475,,5000,1,32631510,ok
DS order-1.5 block Gaussian,20,20,0,41,617.2664189420175,-4012.6359572057563,-3984.127683024439,,5000,1,32631511,ok
DS order-1.5 block Gaussian,20,20,0,42,630.830790078966,-4006.9251872752566,-3964.175209457221,,5000,1,32631512,ok
DS order-1.5 block Gaussian,20,20,0,43,644.3959484489169,-4013.630195339366,-3959.493235624098,,5000,1,32631513,ok
DS order-1.5 block Gaussian,20,20,0,44,657.9603213709779,-4028.5690365545124,-3977.7223207708385,,5000,1,32631514,ok
DS order-1.5 block Gaussian,20,20,0,45,671.5328489199746,-4019.51239202766,-3993.5837267945058,,5000,1,32631515,ok
DS order-1.5 block Gaussian,20,20,0,46,685.0944381889421,-4012.798442153838,-4011.7707409311106,,5000,1,32631516,ok
DS order-1.5 block Gaussian,20,20,0,47,698.6649448809912,-4014.2147106090297,-4003.537309083189,,5000,1,32631517,ok
DS order-1.5 block Gaussian,20,20,0,48,712.241051162011,-4017.873858801489,-3975.6953915986523,,5000,1,32631518,ok
DS order-1.5 block Gaussian,20,20,0,49,726.489023756003,-4027.177008638111,-3951.02816418835,,5000,1,32631519,ok
DS order-1.5 block Gaussian,20,20,0,50,744.8652898959117,-4006.677936059969,-3935.277954981001,,5000,1,32631520,ok
DS order-1.5 block Gaussian,20,20,0,51,758.4397930069827,-4000.654530811921,-3917.266571959395,,5000,1,32631521,ok
DS order-1.5 block Gaussian,20,20,0,52,772.0139738479629,-3984.885071283731,-3897.475585997418,,5000,1,32631522,ok
DS order-1.5 block Gaussian,20,20,0,53,785.5877455539303,-4012.626088948251,-3882.448493003745,,5000,1,32631523,ok
DS order-1.5 block Gaussian,20,20,0,54,799.1599844539305,-4057.927808591161,-3871.621461234862,,5000,1,32631524,ok
DS order-1.5 block Gaussian,20,20,0,55,807.1507195529994,-4093.871181356928,-3882.781011517706,,5000,1,32631525,ok
DS order-1.5 block Gaussian,20,20,1,0,15.949495751061477,-6519.166538189317,-5726.021184491852,,5000,1,32632467,ok
DS order-1.5 block Gaussian,20,20,1,1,29.53000988205895,-6101.1616895561065,-5263.771188285308,,5000,1,32632468,ok
DS order-1.5 block Gaussian,20,20,1,2,43.10473400808405,-5602.8052839829725,-4965.0970738505775,,5000,1,32632469,ok
DS order-1.5 block Gaussian,20,20,1,3,56.678081915015355,-5290.312096285166,-4770.899615766503,,5000,1,32632470,ok
DS order-1.5 block Gaussian,20,20,1,4,70.26528868102469,-4944.0572802166735,-4645.648577819492,,5000,1,32632471,ok
DS order-1.5 block Gaussian,20,20,1,5,83.84591704106424,-4735.531154061873,-4552.173207212108,,5000,1,32632472,ok
