method,inference_nstep,evaluation_nstep,start,iteration,elapsed_seconds,pseudo_loglik,euler20_loglik,euler20_se,eval_particles,eval_replicates,evaluation_seed,evaluation_status
DS order-1.5 block Gaussian,20,20,0,40,231.55312026920728,-3850.6328707822877,-3770.792314268458,,5000,1,32631510,ok
DS order-1.5 block Gaussian,20,20,0,41,234.78213567030616,-3855.760096830367,-3770.5860010638125,,5000,1,32631511,ok
DS order-1.5 block Gaussian,20,20,0,42,238.0119627302047,-3856.729642435791,-3771.355829118197,,5000,1,32631512,ok
DS order-1.5 block Gaussian,20,20,0,43,241.24274652823806,-3845.4190409172616,-3770.386183857873,,5000,1,32631513,ok
DS order-1.5 block Gaussian,20,20,0,44,244.47359504317865,-3849.218139192554,-3771.4057902137574,,5000,1,32631514,ok
DS order-1.5 block Gaussian,20,20,0,45,247.7046275793109,-3842.2821594529823,-3772.9277199907156,,5000,1,32631515,ok
DS order-1.5 block Gaussian,20,20,0,46,250.93504542624578,-3850.227308431269,-3770.6306516969253,,5000,1,32631516,ok
DS order-1.5 block Gaussian,20,20,0,47,254.16477893129922,-3853.6137837717215,-3771.971715957435,,5000,1,32631517,ok
DS order-1.5 block Gaussian,20,20,0,48,257.3947448292747,-3852.9487114408716,-3771.711662888617,,5000,1,32631518,ok
DS order-1.5 block Gaussian,20,20,0,49,260.6247352482751,-3842.642449472034,-3772.180821425611,,5000,1,32631519,ok
DS order-1.5 block Gaussian,20,20,0,50,264.9980489243753,-3842.3709376736674,-3769.650673805268,,5000,1,32631520,ok
DS order-1.5 block Gaussian,20,20,0,51,268.2294675821904,-3845.218282475016,-3770.7466502634,,5000,1,32631521,ok
DS order-1.5 block Gaussian,20,20,0,52,271.460536261322,-3833.76620836191,-3771.5275128755807,,5000,1,32631522,ok
DS order-1.5 block Gaussian,20,20,0,53,274.69218731834553,-3848.079813532825,-3771.1382437495395,,5000,1,32631523,ok
DS order-1.5 block Gaussian,20,20,0,54,277.9243723722175,-3842.8314086079154,-3771.192782366589,,5000,1,32631524,ok
DS order-1.5 block Gaussian,20,20,0,55,281.15641474421136,-3849.335717657502,-3770.15147043349,,5000,1,32631525,ok
DS order-1.5 block Gaussian,20,20,0,56,284.3877001402434,-3845.753779003594,-3771.051593187474,,5000,1,32631526,ok
DS order-1.5 block Gaussian,20,20,0,57,287.61875830125064,-3832.37766372595,-3771.683670643795,,5000,1,32631527,ok
DS order-1.5 block Gaussian,20,20,0,58,290.85120816132985,-3839.614751006959,-3773.747619614707,,5000,1,32631528,ok
DS order-1.5 block Gaussian,20,20,0,59,294.0821833673399,-3844.876754293622,-3771.98750455472,,5000,1,32631529,ok
DS order-1.5 block Gaussian,20,20,0,60,298.4562717003282,-3837.8865133764093,-3770.5143855611973,,5000,1,32631530,ok
DS order-1.5 block Gaussian,20,20,0,61,301.6868479773402,-3847.1871644873772,-3771.7164825018417,,5000,1,32631531,ok
DS order-1.5 block Gaussian,20,20,0,62,304.91670216131024,-3840.3900450594488,-3770.5358333882536,,5000,1,32631532,ok
DS order-1.5 block Gaussian,20,20,0,63,308.14871969330125,-3831.6723053838145,-3771.867348838641,,5000,1,32631533,ok
DS order-1.5 block Gaussian,20,20,0,64,311.38187873223796,-3844.1580960821098,-3772.442572867858,,5000,1,32631534,ok
DS order-1.5 block Gaussian,20,20,0,65,314.6142163341865,-3839.4541658674243,-3770.376828937991,,5000,1,32631535,ok
DS order-1.5 block Gaussian,20,20,0,66,317.84783942927606,-3853.282858618949,-3771.127280422466,,5000,1,32631536,ok
DS order-1.5 block Gaussian,20,20,0,67,321.0791112931911,-3846.5222658566017,-3770.49664547384,,5000,1,32631537,ok
DS order-1.5 block Gaussian,20,20,0,68,324.3102456983179,-3841.718235326864,-3771.6479088871456,,5000,1,32631538,ok
DS order-1.5 block Gaussian,20,20,0,69,327.54148238524795,-3852.9112965651284,-3772.2467514779596,,5000,1,32631539,ok
DS order-1.5 block Gaussian,20,20,0,70,331.9160185062792,-3851.8503715960455,-3771.4054749273078,,5000,1,32631540,ok
DS order-1.5 block Gaussian,20,20,0,71,335.14759079832584,-3840.6939806085265,-3771.6266005870834,,5000,1,32631541,ok
DS order-1.5 block Gaussian,20,20,0,72,338.38068085024133,-3842.35561021265,-3771.9179703785862,,5000,1,32631542,ok
DS order-1.5 block Gaussian,20,20,0,73,341.6118509853259,-3841.8676560060603,-3772.301068605242,,5000,1,32631543,ok
DS order-1.5 block Gaussian,20,20,0,74,344.8437268221751,-3844.7817649504905,-3772.3941894727886,,5000,1,32631544,ok
DS order-1.5 block Gaussian,20,20,0,75,348.075220258208,-3840.7877185869406,-3772.962363262501,,5000,1,32631545,ok
DS order-1.5 block Gaussian,20,20,0,76,351.307794877328,-3843.148688232045,-3771.6253021580183,,5000,1,32631546,ok
DS order-1.5 block Gaussian,20,20,0,77,354.5404701773077,-3841.0964488495706,-3771.60788589072,,5000,1,32631547,ok
DS order-1.5 block Gaussian,20,20,0,78,357.7734773813281,-3844.893223875806,-3772.318176808195,,5000,1,32631548,ok
DS order-1.5 block Gaussian,20,20,0,79,361.00572970928624,-3844.4440486014305,-3771.125658921953,,5000,1,32631549,ok
DS order-1.5 block Gaussian,20,20,0,80,365.38059418136254,-3841.520634995594,-3771.675981595554,,5000,1,32631550,ok
DS order-1.5 block Gaussian,20,20,0,81,368.611935678171,-3847.460973458818,-3770.862793008872,,5000,1,32631551,ok
DS order-1.5 block Gaussian,20,20,0,82,371.8438213611953,-3846.8169393944922,-3772.7997104509936,,5000,1,32631552,ok
DS order-1.5 block Gaussian,20,20,0,83,375.07369855232537,-3844.568256045989,-3771.0355773977662,,5000,1,32631553,ok
DS order-1.5 block Gaussian,20,20,0,84,378.3038582892623,-3846.04925474811,-3771.3106537366016,,5000,1,32631554,ok
DS order-1.5 block Gaussian,20,20,0,85,381.53452893719077,-3838.3808972082306,-3771.9230274491815,,5000,1,32631555,ok
DS order-1.5 block Gaussian,20,20,0,86,384.7646640033927,-3834.9531838016883,-3773.2023743349687,,5000,1,32631556,ok
DS order-1.5 block Gaussian,20,20,0,87,387.99625812028535,-3846.075890335788,-3770.3973949636043,,5000,1,32631557,ok
DS order-1.5 block Gaussian,20,20,0,88,391.227004079381,-3844.2471189900225,-3772.8851678087067,,5000,1,32631558,ok
DS order-1.5 block Gaussian,20,20,0,89,394.45820271223783,-3838.9277413984078,-3771.2418013523284,,5000,1,32631559,ok
DS order-1.5 block Gaussian,20,20,0,90,398.83345292834565,-3844.4247858271083,-3771.8162781665233,,5000,1,32631560,ok
DS order-1.5 block Gaussian,20,20,0,91,402.06486611720175,-3842.484060456039,-3772.58700733671,,5000,1,32631561,ok
DS order-1.5 block Gaussian,20,20,0,92,405.2951369811781,-3846.5164104692685,-3772.867692745422,,5000,1,32631562,ok
DS order-1.5 block Gaussian,20,20,0,93,408.5269795572385,-3844.3246973486976,-3771.7954583688847,,5000,1,32631563,ok
DS order-1.5 block Gaussian,20,20,0,94,411.7581194532104,-3841.9793302585454,-3772.0783561467474,,5000,1,32631564,ok
DS order-1.5 block Gaussian,20,20,0,95,414.9887787583284,-3841.516137743422,-3772.6037289270153,,5000,1,32631565,ok
DS order-1.5 block Gaussian,20,20,0,96,418.21905250521377,-3841.6306974246695,-3772.5763430966435,,5000,1,32631566,ok
DS order-1.5 block Gaussian,20,20,0,97,421.44909872324206,-3841.8467147946844,-3772.321109703133,,5000,1,32631567,ok
DS order-1.5 block Gaussian,20,20,0,98,424.67973641632125,-3838.1950433502907,-3772.375350545241,,5000,1,32631568,ok
DS order-1.5 block Gaussian,20,20,0,99,427.91059429524466,-3852.9630712558846,-3772.387135462869,,5000,1,32631569,ok
DS order-1.5 block Gaussian,20,20,0,100,432.28359660925344,-3841.611042745002,-3772.308932402901,,5000,1,32631570,ok
DS order-1.5 block Gaussian,20,20,0,101,435.5128628173843,-3847.8891078402903,-3771.611689243027,,5000,1,32631571,ok
DS order-1.5 block Gaussian,20,20,0,102,438.7422969741747,-3838.6955339594524,-3773.616429320824,,5000,1,32631572,ok
DS order-1.5 block Gaussian,20,20,0,103,441.9722593242768,-3838.060483775729,-3771.3017597643884,,5000,1,32631573,ok
DS order-1.5 block Gaussian,20,20,0,104,445.2030735742301,-3837.192834470205,-3771.2698648688133,,5000,1,32631574,ok
DS order-1.5 block Gaussian,20,20,0,105,448.43405109038576,-3836.337510498476,-3773.1467530462587,,5000,1,32631575,ok
DS order-1.5 block Gaussian,20,20,0,106,451.6660031522624,-3831.4700281802725,-3771.3323069006874,,5000,1,32631576,ok
DS order-1.5 block Gaussian,20,20,0,107,454.89653682522476,-3838.7046256551025,-3773.020214524599,,5000,1,32631577,ok
DS order-1.5 block Gaussian,20,20,0,108,458.12791799521074,-3848.893620392095,-3771.4707875298927,,5000,1,32631578,ok
DS order-1.5 block Gaussian,20,20,0,109,461.3595560833346,-3846.9329398051623,-3773.517897976891,,5000,1,32631579,ok
DS order-1.5 block Gaussian,20,20,0,110,465.73290295526385,-3837.35752721963,-3771.497265843188,,5000,1,32631580,ok
DS order-1.5 block Gaussian,20,20,0,111,468.9633165851701,-3852.791484323866,-3773.3694355884263,,5000,1,32631581,ok
DS order-1.5 block Gaussian,20,20,0,112,472.19500039634295,-3852.011684083281,-3772.3912461370555,,5000,1,32631582,ok
DS order-1.5 block Gaussian,20,20,0,113,475.42597452318296,-3841.697147564756,-3772.43635689106,,5000,1,32631583,ok
DS order-1.5 block Gaussian,20,20,0,114,478.65781744825654,-3840.704080403742,-3772.1776283230392,,5000,1,32631584,ok
DS order-1.5 block Gaussian,20,20,0,115,481.8898803922348,-3849.7673507485647,-3771.254247487678,,5000,1,32631585,ok
DS order-1.5 block Gaussian,20,20,0,116,485.1217487032991,-3846.1064305707214,-3773.259617585648,,5000,1,32631586,ok
DS order-1.5 block Gaussian,20,20,0,117,488.35332373320125,-3845.517224952623,-3770.9056281335806,,5000,1,32631587,ok
DS order-1.5 block Gaussian,20,20,0,118,491.5846649452578,-3841.1629079130353,-3772.4219109016312,,5000,1,32631588,ok
DS order-1.5 block Gaussian,20,20,0,119,494.8166388012469,-3840.3920525033727,-3771.4412633846755,,5000,1,32631589,ok
DS order-1.5 block Gaussian,20,20,0,120,499.19265436334535,-3845.444094704928,-3771.1724856440906,,5000,1,32631590,ok
DS order-1.5 block Gaussian,20,20,0,121,502.4238986093551,-3846.6448591643557,-3772.3563117654708,,5000,1,32631591,ok
DS order-1.5 block Gaussian,20,20,0,122,505.65490323724225,-3841.4091314290126,-3772.914775207624,,5000,1,32631592,ok
DS order-1.5 block Gaussian,20,20,0,123,508.8865820753854,-3837.696731700579,-3773.275984345649,,5000,1,32631593,ok
DS order-1.5 block Gaussian,20,20,0,124,512.1181289632805,-3849.7172021380848,-3772.857508109198,,5000,1,32631594,ok
DS order-1.5 block Gaussian,20,20,0,125,515.3494181651622,-3855.6633012180473,-3772.276040759179,,5000,1,32631595,ok
DS order-1.5 block Gaussian,20,20,0,126,518.5806090943515,-3845.68759481743,-3772.89843242197,,5000,1,32631596,ok
DS order-1.5 block Gaussian,20,20,0,127,521.8110614572652,-3844.0293167555847,-3772.362940437048,,5000,1,32631597,ok
DS order-1.5 block Gaussian,20,20,0,128,525.0417748542968,-3855.01767261997,-3772.5506672916454,,5000,1,32631598,ok
DS order-1.5 block Gaussian,20,20,0,129,528.2725329091772,-3826.2595502614504,-3773.1696746026514,,5000,1,32631599,ok
DS order-1.5 block Gaussian,20,20,0,130,532.6457447733264,-3841.3474833891705,-3771.0410025911383,,5000,1,32631600,ok
DS order-1.5 block Gaussian,20,20,0,131,535.8758197103161,-3837.5724801725287,-3773.5873998695893,,5000,1,32631601,ok
DS order-1.5 block Gaussian,20,20,0,132,539.1061323212925,-3834.26314324112,-3771.9022428808184,,5000,1,32631602,ok
DS order-1.5 block Gaussian,20,20,0,133,542.3367488281801,-3837.9357839726626,-3771.717040370202,,5000,1,32631603,ok
DS order-1.5 block Gaussian,20,20,0,134,545.5677012011874,-3839.4928023710086,-3770.3030713517724,,5000,1,32631604,ok
DS order-1.5 block Gaussian,20,20,0,135,548.7999078512657,-3839.1515283984363,-3773.3313293589126,,5000,1,32631605,ok
DS order-1.5 block Gaussian,20,20,0,136,552.0310317603871,-3836.2090299064466,-3772.4326206728942,,5000,1,32631606,ok
DS order-1.5 block Gaussian,20,20,0,137,555.2621165881865,-3837.7542904070638,-3772.1478669876283,,5000,1,32631607,ok
DS order-1.5 block Gaussian,20,20,0,138,558.4919104923028,-3838.131141990144,-3772.481969970683,,5000,1,32631608,ok
DS order-1.5 block Gaussian,20,20,0,139,561.7238554193173,-3849.2011798991525,-3773.247498885139,,5000,1,32631609,ok
DS order-1.5 block Gaussian,20,20,0,140,566.0994820073247,-3855.2908430223656,-3772.8817347874,,5000,1,32631610,ok
DS order-1.5 block Gaussian,20,20,0,141,569.331606091233,-3837.929952187972,-3772.5875141992833,,5000,1,32631611,ok
DS order-1.5 block Gaussian,20,20,0,142,572.5622514693532,-3844.654574914138,-3771.2508912536764,,5000,1,32631612,ok
DS order-1.5 block Gaussian,20,20,0,143,575.7930580442771,-3845.5267078947304,-3771.0519829828686,,5000,1,32631613,ok
DS order-1.5 block Gaussian,20,20,0,144,579.024218669394,-3840.0034005968087,-3771.1482954155113,,5000,1,32631614,ok
DS order-1.5 block Gaussian,20,20,0,145,582.2567229773849,-3827.4599698949933,-3771.758600176752,,5000,1,32631615,ok
DS order-1.5 block Gaussian,20,20,0,146,585.4891280161683,-3835.6612673523578,-3772.206549889353,,5000,1,32631616,ok
DS order-1.5 block Gaussian,20,20,0,147,588.7201280442532,-3835.782717171556,-3771.154325574109,,5000,1,32631617,ok
DS order-1.5 block Gaussian,20,20,0,148,591.951263168361,-3834.688478342514,-3772.0606552667596,,5000,1,32631618,ok
DS order-1.5 block Gaussian,20,20,0,149,595.1822993843816,-3841.2210937413993,-3772.3359912423766,,5000,1,32631619,ok
DS order-1.5 block Gaussian,20,20,0,150,599.5554576253053,-3834.091125199068,-3773.4654318079106,,5000,1,32631620,ok
DS order-1.5 block Gaussian,20,20,0,151,602.786227155244,-3838.070981839799,-3772.038016362496,,5000,1,32631621,ok
DS order-1.5 block Gaussian,20,20,0,152,606.0167705132626,-3842.800956467933,-3772.1534947854584,,5000,1,32631622,ok
DS order-1.5 block Gaussian,20,20,0,153,609.2490380343515,-3835.542853713101,-3771.207766457891,,5000,1,32631623,ok
DS order-1.5 block Gaussian,20,20,0,154,612.4801271872129,-3838.950856770988,-3773.3324632663553,,5000,1,32631624,ok
DS order-1.5 block Gaussian,20,20,0,155,615.7103850662243,-3846.9740010437754,-3772.0503573305687,,5000,1,32631625,ok
DS order-1.5 block Gaussian,20,20,0,156,618.9404386212118,-3843.041507689173,-3772.721335986242,,5000,1,32631626,ok
DS order-1.5 block Gaussian,20,20,0,157,622.1728863501921,-3834.5468737002466,-3772.507108145477,,5000,1,32631627,ok
DS order-1.5 block Gaussian,20,20,0,158,625.4039829683024,-3839.4880196363465,-3771.06535766135,,5000,1,32631628,ok
DS order-1.5 block Gaussian,20,20,0,159,628.634464514209,-3847.6897818170582,-3771.984841791958,,5000,1,32631629,ok
DS order-1.5 block Gaussian,20,20,0,160,633.0111439982429,-3842.7667746998745,-3772.1387680098137,,5000,1,32631630,ok
DS order-1.5 block Gaussian,20,20,0,161,636.2418110733852,-3839.521589847106,-3773.636921859115,,5000,1,32631631,ok
DS order-1.5 block Gaussian,20,20,0,162,639.4748966651969,-3847.998062981257,-3772.28549588866,,5000,1,32631632,ok
DS order-1.5 block Gaussian,20,20,0,163,642.7054362972267,-3838.090920861646,-3772.1814057008,,5000,1,32631633,ok
DS order-1.5 block Gaussian,20,20,0,164,645.9367940493394,-3837.733384753643,-3771.8064938786056,,5000,1,32631634,ok
DS order-1.5 block Gaussian,20,20,0,165,649.1677845292725,-3843.163148959453,-3772.3650531602816,,5000,1,32631635,ok
DS order-1.5 block Gaussian,20,20,0,166,652.3989405443426,-3841.79295619946,-3772.5240342811153,,5000,1,32631636,ok
DS order-1.5 block Gaussian,20,20,0,167,655.631015146384,-3843.197349661899,-3772.4322834054365,,5000,1,32631637,ok
DS order-1.5 block Gaussian,20,20,0,168,658.8628436601721,-3842.6650402697887,-3774.303335451598,,5000,1,32631638,ok
DS order-1.5 block Gaussian,20,20,0,169,662.0947356813122,-3845.055123072434,-3773.3815583288547,,5000,1,32631639,ok
DS order-1.5 block Gaussian,20,20,0,170,666.4706426193006,-3838.5227442891683,-3772.3104452414136,,5000,1,32631640,ok
DS order-1.5 block Gaussian,20,20,0,171,669.7020514982287,-3837.8031501144105,-3771.3283810456064,,5000,1,32631641,ok
DS order-1.5 block Gaussian,20,20,0,172,672.934014252387,-3833.9865096980875,-3772.0980664238396,,5000,1,32631642,ok
DS order-1.5 block Gaussian,20,20,0,173,676.164925343357,-3841.904636109348,-3772.3904748411487,,5000,1,32631643,ok
DS order-1.5 block Gaussian,20,20,0,174,679.3958232763689,-3844.7352548454824,-3771.6008196817993,,5000,1,32631644,ok
DS order-1.5 block Gaussian,20,20,0,175,682.6281514721923,-3841.1592132166875,-3772.011449772192,,5000,1,32631645,ok
DS order-1.5 block Gaussian,20,20,0,176,685.8591379232239,-3846.6120096188934,-3771.4174033204117,,5000,1,32631646,ok
DS order-1.5 block Gaussian,20,20,0,177,689.0898847153876,-3839.379867080889,-3774.4936077883835,,5000,1,32631647,ok
DS order-1.5 block Gaussian,20,20,0,178,692.3208462803159,-3837.3711431055244,-3771.402162149894,,5000,1,32631648,ok
DS order-1.5 block Gaussian,20,20,0,179,695.5520303612575,-3848.211411483155,-3773.7539439116936,,5000,1,32631649,ok
DS order-1.5 block Gaussian,20,20,0,180,699.9261069991626,-3835.1753226360656,-3772.0984865916957,,5000,1,32631650,ok
DS order-1.5 block Gaussian,20,20,0,181,703.1584772213828,-3844.0390822447494,-3772.525017635099,,5000,1,32631651,ok
DS order-1.5 block Gaussian,20,20,0,182,706.3891135621816,-3838.8069567957436,-3772.998644099218,,5000,1,32631652,ok
DS order-1.5 block Gaussian,20,20,0,183,709.6211116623599,-3840.9608685903872,-3772.989677510859,,5000,1,32631653,ok
DS order-1.5 block Gaussian,20,20,0,184,712.8534448181745,-3837.7433180243725,-3771.757943053075,,5000,1,32631654,ok
DS order-1.5 block Gaussian,20,20,0,185,716.0833908822387,-3848.349408539852,-3772.2214820449967,,5000,1,32631655,ok
DS order-1.5 block Gaussian,20,20,0,186,719.3151234532706,-3839.1697705907104,-3773.31753537738,,5000,1,32631656,ok
DS order-1.5 block Gaussian,20,20,0,187,722.5457495162264,-3851.7323337684215,-3772.2286156144014,,5000,1,32631657,ok
DS order-1.5 block Gaussian,20,20,0,188,725.7776739113033,-3853.6319953238385,-3771.5150997215865,,5000,1,32631658,ok
DS order-1.5 block Gaussian,20,20,0,189,729.0088423762936,-3841.08692916001,-3774.387633033606,,5000,1,32631659,ok
DS order-1.5 block Gaussian,20,20,0,190,733.383161734324,-3845.4999378011416,-3772.412546067469,,5000,1,32631660,ok
DS order-1.5 block Gaussian,20,20,0,191,736.6159985333215,-3843.199975268659,-3772.0226444714503,,5000,1,32631661,ok
DS order-1.5 block Gaussian,20,20,0,192,739.8481991633307,-3840.398796905948,-3772.9421126951097,,5000,1,32631662,ok
DS order-1.5 block Gaussian,20,20,0,193,743.0799928333145,-3843.2329817188092,-3771.7876844945768,,5000,1,32631663,ok
DS order-1.5 block Gaussian,20,20,0,194,746.3119329242036,-3839.35039328219,-3772.3846382531865,,5000,1,32631664,ok
DS order-1.5 block Gaussian,20,20,0,195,749.5438993251882,-3836.135067796963,-3771.622009948358,,5000,1,32631665,ok
DS order-1.5 block Gaussian,20,20,0,196,752.7758390132803,-3841.795834511965,-3773.4821312942995,,5000,1,32631666,ok
DS order-1.5 block Gaussian,20,20,0,197,756.0084617831744,-3835.727252007151,-3771.8164378042097,,5000,1,32631667,ok
DS order-1.5 block Gaussian,20,20,0,198,759.2392801702954,-3844.255293519762,-3771.62348920897,,5000,1,32631668,ok
DS order-1.5 block Gaussian,20,20,0,199,762.4690380082466,-3847.03649002257,-3773.637702291867,,5000,1,32631669,ok
DS order-1.5 block Gaussian,20,20,0,200,766.8438536562026,-3843.9829305016283,-3770.114514658765,,5000,1,32631670,ok
DS order-1.5 block Gaussian,20,20,0,201,770.0746965801809,-3836.8636920562412,-3772.8178906566923,,5000,1,32631671,ok
DS order-1.5 block Gaussian,20,20,0,202,773.3076100593898,-3839.1417241349523,-3771.2628474622916,,5000,1,32631672,ok
DS order-1.5 block Gaussian,20,20,0,203,776.5388659862801,-3848.6073994243493,-3771.9473710952025,,5000,1,32631673,ok
DS order-1.5 block Gaussian,20,20,0,204,779.7693080143072,-3836.17487865446,-3772.657063395038,,5000,1,32631674,ok
DS order-1.5 block Gaussian,20,20,0,205,783.0008054692298,-3833.93333100835,-3774.2865564699023,,5000,1,32631675,ok
DS order-1.5 block Gaussian,20,20,0,206,786.2316853872035,-3853.8314575114346,-3773.3186443768795,,5000,1,32631676,ok
DS order-1.5 block Gaussian,20,20,0,207,789.462855742313,-3828.6538574709734,-3773.3734199293785,,5000,1,32631677,ok
DS order-1.5 block Gaussian,20,20,0,208,792.693607971305,-3859.6050345125414,-3772.991468786053,,5000,1,32631678,ok
DS order-1.5 block Gaussian,20,20,0,209,795.9253165042028,-3844.448034351978,-3772.1016279324626,,5000,1,32631679,ok
DS order-1.5 block Gaussian,20,20,0,210,800.2997189383022,-3842.8471135625823,-3771.2207630171847,,5000,1,32631680,ok
DS order-1.5 block Gaussian,20,20,0,211,803.5309209572151,-3841.3034037158677,-3772.3967914511754,,5000,1,32631681,ok
DS order-1.5 block Gaussian,20,20,0,212,806.7618173952214,-3836.6545237536775,-3773.5241826099127,,5000,1,32631682,ok
DS order-1.5 block Gaussian,20,20,0,213,809.991903494345,-3838.1181301636525,-3771.407118776656,,5000,1,32631683,ok
DS order-1.5 block Gaussian,20,20,0,214,813.2239792353939,-3827.319436252583,-3770.9378752900943,,5000,1,32631684,ok
DS order-1.5 block Gaussian,20,20,0,215,816.454742156202,-3848.635979008957,-3775.7406306304697,,5000,1,32631685,ok
DS order-1.5 block Gaussian,20,20,0,216,819.6854673393536,-3834.059681811162,-3771.401600455231,,5000,1,32631686,ok
DS order-1.5 block Gaussian,20,20,0,217,822.9178833311889,-3842.381576086131,-3772.2041318450147,,5000,1,32631687,ok
DS order-1.5 block Gaussian,20,20,0,218,826.1491841531824,-3843.7526143858336,-3772.5952232810578,,5000,1,32631688,ok
