model,effort,n_monitors,rep,logLik,se,gamma,epsilon,rho,m,c,beta_trend,bs1,bs2,bs3,bs4,bs5,bs6,sigma,tau,alpha,delta,S_0,I_0,Y_0,R1_0,R2_0,R3_0,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6
IFAD-0.97,comparable,1,62,-3744.1367621636837,0.10336970544460632,21.825876235961914,14.799511909484863,0.0,0.0718940943479538,1.0,-0.004382868763059378,1.3105430603027344,5.864288806915283,-2.225271224975586,3.9965264797210693,3.507730722427368,4.343819618225098,3.053142786026001,0.22634245455265045,1.0,0.019999993965029716,0.022316202521324158,0.35717087984085083,0.0,0.24973060190677643,0.3308009207248688,0.03998132422566414,-2.8125836849212646,-1.9145550727844238,-3.8810150623321533,-3.803492546081543,-11.424633979797363,-3.37623929977417
IFAD-0.97,comparable,1,63,-3747.6462479026836,0.14705300252801926,18.9450626373291,13.453048706054688,0.0,0.06708018481731415,1.0,-0.004806363023817539,0.9089579582214355,6.182247638702393,-3.8822200298309326,4.023017406463623,3.406890392303467,4.323041915893555,3.028252363204956,0.22798673808574677,1.0,0.019999993965029716,0.0055685690604150295,0.37047529220581055,0.0,0.5069798231124878,0.07193029671907425,0.04504607617855072,-4.158863544464111,-0.3192257583141327,-5.393467903137207,-2.3159265518188477,-14.336101531982422,-1.6317849159240723
IFAD-0.97,comparable,1,64,-3745.077835231126,0.1625283673852982,20.78207778930664,13.957754135131836,0.0,0.07090816646814346,1.0,-0.004314901307225227,1.153479814529419,5.981032371520996,-2.7050724029541016,4.062252521514893,3.4521737098693848,4.34122896194458,3.04323673248291,0.22838012874126434,1.0,0.019999993965029716,0.04570222645998001,0.3642549216747284,0.0,0.539404034614563,0.02697938308119774,0.023659417405724525,-3.1988887786865234,-1.5450127124786377,-4.470661163330078,-3.0456812381744385,-14.481660842895508,-2.559965133666992
IFAD-0.97,comparable,1,65,-3744.455660047329,0.17639525962004607,21.20553970336914,15.416242599487305,0.0,0.06979751586914062,1.0,-0.004143171012401581,1.2097903490066528,5.974956512451172,-2.518239974975586,4.029495716094971,3.485337257385254,4.37257719039917,3.0613725185394287,0.2257261872291565,1.0,0.019999993965029716,0.026685353368520737,0.375305712223053,0.0,0.5156174898147583,0.05947624891996384,0.02291526459157467,-2.6619884967803955,-1.986364722251892,-3.8026235103607178,-3.8254575729370117,-11.00537109375,-3.4529082775115967
IFAD-0.97,comparable,1,66,-3743.8604561292655,0.17291493120498214,22.638629913330078,15.67957592010498,0.0,0.0730103924870491,1.0,-0.0042295209132134914,1.4541678428649902,5.771766662597656,-1.843387246131897,3.983001708984375,3.5422842502593994,4.340257167816162,3.086371898651123,0.2204367220401764,1.0,0.019999993965029716,0.06354418396949768,0.3556182086467743,0.0,0.38342732191085815,0.15238156914710999,0.04502874240279198,-2.545725107192993,-2.2329769134521484,-3.5445523262023926,-4.199004173278809,-10.171469688415527,-3.9594528675079346
IFAD-0.97,comparable,1,67,-3744.059759951453,0.12395515383548011,23.464916229248047,15.883755683898926,0.0,0.07541264593601227,1.0,-0.004122324753552675,1.5844700336456299,5.687236309051514,-1.4423587322235107,3.9584507942199707,3.5903172492980957,4.345454216003418,3.0905845165252686,0.2191251814365387,1.0,0.019999993965029716,0.035736534744501114,0.35771381855010986,0.0,0.393737256526947,0.07000188529491425,0.14281050860881805,-2.441645622253418,-2.394472122192383,-3.4309141635894775,-4.35460090637207,-9.949848175048828,-4.225834846496582
IFAD-0.97,comparable,1,68,-3745.6948413597283,0.1386455568442754,19.457862854003906,14.577366828918457,0.0,0.06583219021558762,1.0,-0.004620094783604145,0.7351691126823425,6.355640888214111,-4.044759273529053,4.149772644042969,3.3229920864105225,4.4228997230529785,3.0394835472106934,0.22868245840072632,1.0,0.019999993965029716,0.03694036602973938,0.3822000324726105,0.0,0.5126262307167053,0.057380516082048416,0.010852870531380177,-3.043667793273926,-1.4503470659255981,-4.595210552215576,-2.933201551437378,-13.596172332763672,-2.537498712539673
IFAD-0.97,comparable,1,69,-3745.6279593390545,0.15567610313134653,26.641881942749023,16.642982482910156,0.0,0.08126897364854813,1.0,-0.003197583369910717,1.991889238357544,5.391657829284668,-0.2117818146944046,3.928820848464966,3.702871799468994,4.368097305297852,3.075718641281128,0.22596606612205505,1.0,0.019999993965029716,0.04491114988923073,0.33941131830215454,0.0,0.2732459306716919,0.15046945214271545,0.19196225702762604,-0.7342965006828308,-3.6696040630340576,-2.8249125480651855,-5.133822917938232,-8.391425132751465,-10.930933952331543
IFAD-0.97,comparable,1,70,-3744.387427873543,0.12305252037257425,20.396142959594727,14.650703430175781,0.0,0.06829779595136642,1.0,-0.004767837468534708,1.0249143838882446,6.107542037963867,-3.1110031604766846,4.083831787109375,3.4222187995910645,4.388000011444092,3.049058198928833,0.2270883023738861,1.0,0.019999993965029716,0.0006961911567486823,0.37186500430107117,0.0,0.30152374505996704,0.3190242052078247,0.006890839897096157,-2.849600076675415,-1.751558780670166,-4.129095554351807,-3.4874308109283447,-11.964600563049316,-3.085200071334839
IFAD-0.97,comparable,1,71,-3743.6825623858185,0.16989465236372453,22.66690444946289,15.631194114685059,0.0,0.07274745404720306,1.0,-0.0044111218303442,1.4704147577285767,5.770483493804932,-1.7368083000183105,3.9784648418426514,3.540564775466919,4.355802536010742,3.0966975688934326,0.2239917814731598,1.0,0.019999993965029716,0.0603954941034317,0.3596613109111786,0.0,0.4398271441459656,0.03148568794131279,0.10863032937049866,-2.3747241497039795,-2.370575428009033,-3.464463233947754,-4.298399448394775,-9.873872756958008,-4.2300567626953125
IFAD-0.97,comparable,1,72,-3744.3975204307644,0.1717776798048856,21.1792049407959,15.759719848632812,0.0,0.06870368123054504,1.0,-0.004150878172367811,1.1605631113052368,6.0017476081848145,-2.64976167678833,4.047427654266357,3.472486972808838,4.383822441101074,3.070668935775757,0.22596299648284912,1.0,0.019999993965029716,0.024107100442051888,0.3798927664756775,0.0,0.5748670101165771,0.006685292813926935,0.014447782188653946,-2.464573621749878,-2.196086883544922,-3.6648476123809814,-4.017210483551025,-10.122122764587402,-3.8305439949035645
IFAD-0.97,comparable,1,73,-3744.2397716365394,0.11358279927324179,21.12984848022461,15.529828071594238,0.0,0.06860736012458801,1.0,-0.004290144424885511,1.1563620567321777,6.018055438995361,-2.6852641105651855,4.0367326736450195,3.456561326980591,4.381958961486816,3.0805277824401855,0.22494833171367645,1.0,0.019999993965029716,0.009915926493704319,0.3736613392829895,0.0,0.4022907018661499,0.14768068492412567,0.06645126640796661,-2.54880952835083,-2.061818838119507,-3.7729549407958984,-3.945361614227295,-10.511761665344238,-3.6451358795166016
IFAD-0.97,comparable,1,74,-3744.4229157602504,0.30067591333028304,21.194271087646484,15.9102144241333,0.0,0.0687088742852211,1.0,-0.004396931268274784,1.1705518960952759,5.990256309509277,-2.5965089797973633,4.0389018058776855,3.4603374004364014,4.38175106048584,3.077523946762085,0.22276374697685242,1.0,0.019999993965029716,0.04807359352707863,0.3780149221420288,0.0,0.5205655097961426,0.03951963037252426,0.01382629293948412,-2.4887828826904297,-2.1643412113189697,-3.6677424907684326,-3.9978206157684326,-10.322049140930176,-3.7950336933135986
IFAD-0.97,comparable,1,75,-3744.399527970589,0.12669845652491454,23.163372039794922,16.027650833129883,0.0,0.07381385564804077,1.0,-0.0041113649494946,1.5435211658477783,5.728005409240723,-1.5132051706314087,3.9807417392730713,3.5796148777008057,4.347099304199219,3.0819268226623535,0.22195519506931305,1.0,0.019999993965029716,0.0001563445111969486,0.3601607084274292,0.0,0.38971319794654846,0.0492202453315258,0.2007494866847992,-2.3447396755218506,-2.4389162063598633,-3.3733012676239014,-4.390353202819824,-9.74326229095459,-4.303747653961182
IFAD-0.97,comparable,1,76,-3744.7986933825796,0.14748472729624568,20.247501373291016,15.457633972167969,0.0,0.06576689332723618,1.0,-0.004526614677160978,0.9163501858711243,6.190223693847656,-3.294975757598877,4.0779194831848145,3.3849258422851562,4.422476768493652,3.101036787033081,0.22164374589920044,1.0,0.019999993965029716,0.07474244385957718,0.3749546706676483,0.0,0.39335402846336365,0.13524854183197021,0.02170027233660221,-2.3371777534484863,-2.1417505741119385,-3.747433662414551,-3.9450767040252686,-10.168286323547363,-3.733369827270508
IFAD-0.97,comparable,1,77,-3744.152915409884,0.150037282109056,21.294692993164062,15.231145858764648,0.0,0.07021656632423401,1.0,-0.004126907326281071,1.2197518348693848,5.958743095397949,-2.5132944583892822,4.021964073181152,3.4743118286132812,4.355751037597656,3.0771050453186035,0.2228483408689499,1.0,0.019999993965029716,0.03728567436337471,0.37048959732055664,0.0,0.4067177474498749,0.18135830760002136,0.004148691892623901,-2.6881470680236816,-1.9777318239212036,-3.863828420639038,-3.826366662979126,-11.037989616394043,-3.4899845123291016
IFAD-0.97,comparable,1,78,-3756.143681176916,0.16230963195035797,17.473403930664062,16.365520477294922,0.0,0.05634872242808342,1.0,-0.005135016981512308,0.8387147188186646,6.186188220977783,-4.516866207122803,3.8218398094177246,3.443537950515747,4.247944355010986,3.0719540119171143,0.23233799636363983,1.0,0.019999993965029716,0.02167320065200329,0.40988633036613464,0.0,0.54203861951828,0.009725025855004787,0.016676897183060646,-5.0740251541137695,1.1469601392745972,-6.292263507843018,-1.822480320930481,-12.234063148498535,-1.2430675029754639
IFAD-0.97,comparable,1,79,-3744.068899979113,0.13752061055611128,20.882396697998047,14.968305587768555,0.0,0.06897970288991928,1.0,-0.004257250111550093,1.1248623132705688,6.009730815887451,-2.7623090744018555,4.0350141525268555,3.4588801860809326,4.371321201324463,3.0641937255859375,0.22445277869701385,1.0,0.019999993965029716,0.02024047076702118,0.37987205386161804,0.0,0.5558605790138245,0.022907447069883347,0.021119486540555954,-2.6396281719207764,-1.9919580221176147,-3.8815624713897705,-3.8158986568450928,-10.897961616516113,-3.476329803466797
IFAD-0.97,comparable,1,80,-3744.035043205613,0.18262793381406828,22.037311553955078,14.98449420928955,0.0,0.07335994392633438,1.0,-0.004339316859841347,1.3767672777175903,5.831061840057373,-2.0620009899139404,4.01011848449707,3.525399684906006,4.337139129638672,3.0637869834899902,0.22349047660827637,1.0,0.019999993965029716,0.09225219488143921,0.36004525423049927,0.0,0.46985986828804016,0.05584576725959778,0.021996960043907166,-2.8182170391082764,-1.9669616222381592,-3.8983845710754395,-3.7925469875335693,-11.574275970458984,-3.4483160972595215
IFAD-0.97,comparable,1,81,-3743.9561570043775,0.13816689456779435,22.180267333984375,15.326415061950684,0.0,0.07193222641944885,1.0,-0.0041690063662827015,1.3589963912963867,5.85714054107666,-2.0440194606781006,3.992506742477417,3.518829822540283,4.361072063446045,3.0830612182617188,0.22291210293769836,1.0,0.019999993965029716,0.037612855434417725,0.3687300980091095,0.0,0.5078480243682861,0.015925288200378418,0.06988375633955002,-2.460693836212158,-2.291959762573242,-3.5665879249572754,-4.187652587890625,-10.06432056427002,-4.015066146850586
IFAD-0.97,comparable,1,82,-3745.983621000755,0.1768952266154717,23.850908279418945,16.154897689819336,0.0,0.07363228499889374,1.0,-0.003579410258680582,1.6191127300262451,5.618940353393555,-1.1531885862350464,3.936650276184082,3.5727829933166504,4.381530284881592,3.0890586376190186,0.223652184009552,1.0,0.019999993965029716,0.04375467076897621,0.36562129855155945,0.0,0.34839311242103577,0.15728862583637238,0.08494234830141068,-0.7236940264701843,-3.51137375831604,-2.9892327785491943,-4.877799034118652,-8.48037338256836,-10.331934928894043
IFAD-0.97,comparable,1,83,-3744.325431219802,0.10358748090422538,21.549524307250977,15.328198432922363,0.0,0.07132868468761444,1.0,-0.004371067974716425,1.2828552722930908,5.912698268890381,-2.329035997390747,4.035533905029297,3.4923126697540283,4.361800670623779,3.0551652908325195,0.22507838904857635,1.0,0.019999993965029716,0.027477756142616272,0.37044358253479004,0.0,0.47568005323410034,0.09832927584648132,0.028069358319044113,-2.7256510257720947,-1.9756169319152832,-3.8713667392730713,-3.7691898345947266,-11.498322486877441,-3.4440321922302246
IFAD-0.97,comparable,1,84,-3744.335984428573,0.1707686449418209,20.95523452758789,15.165748596191406,0.0,0.06813262403011322,1.0,-0.004389175213873386,1.0973955392837524,6.038541793823242,-2.75223708152771,4.04112434387207,3.434736967086792,4.38409948348999,3.0916571617126465,0.22452256083488464,1.0,0.019999993965029716,0.05485498160123825,0.37067681550979614,0.0,0.4018397033214569,0.15991511940956116,0.012713352218270302,-2.391935348510742,-2.258974552154541,-3.637471914291382,-4.067554950714111,-10.065225601196289,-3.9428255558013916
IFAD-0.97,comparable,1,85,-3744.11830166833,0.13822796998755166,22.73101234436035,16.250839233398438,0.0,0.07107808440923691,1.0,-0.004032042343169451,1.4223241806030273,5.793595790863037,-1.794721007347107,3.9899420738220215,3.5362038612365723,4.366865634918213,3.100048542022705,0.222659632563591,1.0,0.019999993965029716,0.032938625663518906,0.3573075234889984,0.0,0.22755639255046844,0.3040376305580139,0.07815983146429062,-2.229536771774292,-2.4917664527893066,-3.354112148284912,-4.382269382476807,-9.554722785949707,-4.420587539672852
IFAD-0.97,comparable,1,86,-3745.809239995154,0.11304012131254469,22.1401309967041,16.30526351928711,0.0,0.06791261583566666,1.0,-0.003933563828468323,1.3256186246871948,5.849697589874268,-1.9372285604476929,4.001112461090088,3.4864590167999268,4.416257381439209,3.0674965381622314,0.2300482988357544,1.0,0.019999993965029716,0.03879774734377861,0.3778097927570343,0.0,0.32776471972465515,0.2214488387107849,0.03417883813381195,-0.8797407746315002,-3.4099559783935547,-3.0535988807678223,-4.666223049163818,-8.612695693969727,-8.66330337524414
IFAD-0.97,comparable,1,87,-3744.661064464533,0.14463760132171086,20.50383186340332,15.06096363067627,0.0,0.06766956299543381,1.0,-0.004223895259201527,1.0124123096466064,6.115703582763672,-3.1283648014068604,4.062935829162598,3.431990146636963,4.40665864944458,3.05578351020813,0.22813929617404938,1.0,0.019999993965029716,0.032556354999542236,0.37651944160461426,0.0,0.5344251394271851,0.018521247431635857,0.03797776252031326,-2.589387893676758,-1.9630141258239746,-3.8863155841827393,-3.729318857192993,-10.78950309753418,-3.487001419067383
IFAD-0.97,comparable,1,88,-3744.0309324959676,0.14920040030162832,22.864015579223633,15.482259750366211,0.0,0.07346012443304062,1.0,-0.004271124955266714,1.5016740560531616,5.732992172241211,-1.6585628986358643,3.96579909324646,3.5599007606506348,4.342630863189697,3.0888924598693848,0.22273123264312744,1.0,0.019999993965029716,0.030858322978019714,0.356116384267807,0.0,0.390840083360672,0.12241026014089584,0.09977497160434723,-2.5093462467193604,-2.331012487411499,-3.537407636642456,-4.250723838806152,-10.240086555480957,-4.045357704162598
IFAD-0.97,comparable,1,89,-3744.449529126828,0.1396153060239024,20.481220245361328,14.731121063232422,0.0,0.067941814661026,1.0,-0.004747181199491024,1.0144935846328735,6.105853080749512,-3.1425893306732178,4.072990894317627,3.4104409217834473,4.378706455230713,3.0481770038604736,0.22681325674057007,1.0,0.019999993965029716,0.03274953365325928,0.3730461001396179,0.0,0.4975956082344055,0.05139912664890289,0.04520967975258827,-2.8321616649627686,-1.756252408027649,-4.104716777801514,-3.5037426948547363,-11.924832344055176,-3.0772416591644287
IFAD-0.97,comparable,1,90,-3744.3375539647514,0.15944832579457488,22.01194190979004,15.177579879760742,0.0,0.07219137996435165,1.0,-0.004201862029731274,1.3592264652252197,5.86456823348999,-2.111345052719116,3.9918930530548096,3.5084567070007324,4.355644226074219,3.0631914138793945,0.22462338209152222,1.0,0.019999993965029716,0.06071000173687935,0.3651864230632782,0.0,0.45654430985450745,0.0948430597782135,0.02271624095737934,-2.6138691902160645,-2.1153016090393066,-3.7323966026306152,-3.9481120109558105,-10.848249435424805,-3.6441092491149902
IFAD-0.97,comparable,1,91,-3744.17750789673,0.13975391819373528,21.29819107055664,15.233368873596191,0.0,0.0697685033082962,1.0,-0.004241886083036661,1.1872968673706055,5.965463638305664,-2.5566744804382324,4.0394697189331055,3.4791102409362793,4.365249156951904,3.0634310245513916,0.2246309369802475,1.0,0.019999993965029716,0.010739951394498348,0.3621698319911957,0.0,0.38951489329338074,0.10737326741218567,0.130202054977417,-2.6926040649414062,-1.973694920539856,-3.8541581630706787,-3.805680513381958,-11.020380020141602,-3.5137572288513184
IFAD-0.97,comparable,1,92,-3744.7543395503217,0.1447914428449637,20.326190948486328,15.119672775268555,0.0,0.06853369623422623,1.0,-0.004423037171363831,1.0522475242614746,6.107279300689697,-3.0797510147094727,4.060787677764893,3.4206924438476562,4.391164302825928,3.032827138900757,0.2251446396112442,1.0,0.019999993965029716,0.021035535261034966,0.3771909475326538,0.0,0.45456886291503906,0.1350206881761551,0.012183979153633118,-2.794027090072632,-1.8174396753311157,-4.0475921630859375,-3.5843586921691895,-11.553257942199707,-3.200654983520508
IFAD-0.97,comparable,1,93,-3743.9767941886453,0.21098712690256607,23.038761138916016,16.055715560913086,0.0,0.07461647689342499,1.0,-0.004096319433301687,1.5225976705551147,5.743101596832275,-1.6515884399414062,3.9696526527404785,3.562711477279663,4.349475860595703,3.082446813583374,0.22293543815612793,1.0,0.019999993965029716,0.0656895786523819,0.3559056520462036,0.0,0.40367600321769714,0.06525053828954697,0.1094781830906868,-2.4945805072784424,-2.2791152000427246,-3.536750555038452,-4.20652437210083,-10.181249618530273,-4.0173516273498535
IFAD-0.97,comparable,1,94,-3744.0784939244363,0.13321433469683938,21.553020477294922,15.061851501464844,0.0,0.07063028216362,1.0,-0.004253303166478872,1.2723307609558105,5.909440517425537,-2.3286378383636475,4.001516342163086,3.4919185638427734,4.35978364944458,3.08657169342041,0.22235144674777985,1.0,0.019999993965029716,0.011264124885201454,0.3662058413028717,0.0,0.46343985199928284,0.03831791132688522,0.12077230960130692,-2.5607731342315674,-2.17429256439209,-3.7066965103149414,-4.022125244140625,-10.529136657714844,-3.7510337829589844
IFAD-0.97,comparable,1,95,-3743.7900792509,0.16171447344705075,22.709529876708984,15.197328567504883,0.0,0.0726785734295845,1.0,-0.00443936325609684,1.469855546951294,5.772233486175537,-1.72982656955719,3.981239080429077,3.544011354446411,4.358353614807129,3.087878942489624,0.22520023584365845,1.0,0.019999993965029716,0.012935532256960869,0.3576309084892273,0.0,0.25982093811035156,0.2675056755542755,0.1021069660782814,-2.4859378337860107,-2.2619030475616455,-3.5496013164520264,-4.188584804534912,-10.358338356018066,-3.978325128555298
IFAD-0.97,comparable,1,96,-3744.2474807398553,0.13193511394538293,21.451635360717773,14.759474754333496,0.0,0.07156363874673843,1.0,-0.004292077850550413,1.2559305429458618,5.9046244621276855,-2.3885281085968018,4.019389629364014,3.4849746227264404,4.349796295166016,3.05900502204895,0.22397644817829132,1.0,0.019999993965029716,0.01686471700668335,0.36056235432624817,0.0,0.23063795268535614,0.37503138184547424,0.016903545707464218,-2.8205361366271973,-1.9096890687942505,-3.951030969619751,-3.7366108894348145,-11.491762161254883,-3.3534939289093018
IFAD-0.97,comparable,1,97,-3771.9379886949096,0.13968404334135745,18.297954559326172,0.5070107579231262,0.0,0.5602991580963135,1.0,-0.007391401566565037,0.8474705219268799,6.373637676239014,-4.089756011962891,4.224027156829834,3.5513741970062256,4.273819446563721,3.295459270477295,0.23868565261363983,1.0,0.019999993965029716,0.4073474705219269,0.03600351884961128,0.0,0.2031695395708084,0.007309138309210539,0.3461703360080719,-5.013155460357666,-3.2978999614715576,-6.554144382476807,-5.2704758644104,-13.790560722351074,-4.410274505615234
IFAD-0.97,comparable,1,98,-3743.9256862599086,0.19986680788842412,23.19561767578125,15.536778450012207,0.0,0.07393831014633179,1.0,-0.003915003035217524,1.5434467792510986,5.695080757141113,-1.5121195316314697,3.963928699493408,3.58089017868042,4.338972568511963,3.0959720611572266,0.22219978272914886,1.0,0.019999993965029716,0.0074663893319666386,0.3623810410499573,0.0,0.4357064664363861,0.01927562616765499,0.175170436501503,-2.506460189819336,-2.2660396099090576,-3.5278215408325195,-4.2345147132873535,-10.217752456665039,-4.0727434158325195
IFAD-0.97,comparable,1,99,-3744.3691225509606,0.16869303119849186,22.690759658813477,16.34372901916504,0.0,0.07082625478506088,1.0,-0.0038290296215564013,1.427878499031067,5.806596279144287,-1.799868106842041,3.9788177013397217,3.5265390872955322,4.380093097686768,3.1101417541503906,0.22180907428264618,1.0,0.019999993965029716,0.06111123785376549,0.37639403343200684,0.0,0.5320650339126587,0.027444396167993546,0.0029852355364710093,-1.9117677211761475,-2.7704222202301025,-3.2205448150634766,-4.554926872253418,-8.965899467468262,-5.0292487144470215
IFAD-1,comparable,0,0,-3745.7311972706484,0.2038203463632809,19.507076263427734,12.978429794311523,0.0,0.06899090111255646,1.0,-0.004662725608795881,0.8597716093063354,6.21757173538208,-3.7280237674713135,4.03652286529541,3.3853962421417236,4.359729766845703,3.0858678817749023,0.22274653613567352,1.0,0.019999993965029716,0.15693974494934082,0.32892897725105286,0.0,0.15592651069164276,0.2923940420150757,0.06581075489521027,-3.070587158203125,-1.5426180362701416,-4.447561264038086,-3.44327712059021,-11.081886291503906,-3.083728075027466
IFAD-1,comparable,0,1,-3746.876254932395,0.13173656242921505,27.423921585083008,19.84716033935547,0.0,0.07636037468910217,1.0,-0.003411368001252413,2.0190317630767822,5.406959056854248,-0.12684237957000732,3.9532999992370605,3.6997556686401367,4.370082855224609,3.2033140659332275,0.21541805565357208,1.0,0.019999993965029716,0.11438092589378357,0.3464567959308624,0.0,0.20580367743968964,0.20828860998153687,0.1250699907541275,-1.250030755996704,-3.3850066661834717,-2.735569953918457,-5.21859073638916,-7.868958473205566,-7.598358631134033
IFAD-1,comparable,0,2,-3744.9489690897435,0.1767273172461575,20.067983627319336,11.739483833312988,0.0,0.0733412355184555,1.0,-0.005080815404653549,1.0309392213821411,6.129307270050049,-3.2599902153015137,4.024421215057373,3.4264674186706543,4.343385219573975,3.0341246128082275,0.22815212607383728,1.0,0.019999993965029716,0.0854707732796669,0.33572590351104736,0.0,0.4318530857563019,0.04613569751381874,0.100814588367939,-2.8590633869171143,-1.9926106929779053,-4.1684184074401855,-3.7519724369049072,-10.970524787902832,-3.49819278717041
IFAD-1,comparable,0,3,-3749.2487505240792,0.110082579151345,17.61024284362793,8.6741943359375,0.0,0.07749119400978088,1.0,-0.00409740163013339,0.2566259503364563,6.810389518737793,-5.997575283050537,4.240177154541016,3.1958391666412354,4.449660778045654,3.0771610736846924,0.22412481904029846,1.0,0.019999993965029716,0.08184931427240372,0.3127802908420563,0.0,0.4934625029563904,0.07538320124149323,0.036524683237075806,-3.060368537902832,-1.6877635717391968,-5.035415172576904,-3.1670820713043213,-11.557416915893555,-3.0449647903442383
IFAD-1,comparable,0,4,-3746.9074536414514,0.20220663339980888,19.043405532836914,17.877538681030273,0.0,0.0591726079583168,1.0,-0.00552035216242075,0.7111555933952332,6.353760719299316,-3.887402296066284,4.117398738861084,3.367436408996582,4.445211410522461,3.0856876373291016,0.2240813970565796,1.0,0.019999993965029716,0.30036845803260803,0.36959075927734375,0.0,0.29808318614959717,0.018918413668870926,0.013039213605225086,-2.6600348949432373,-1.5429737567901611,-4.269509315490723,-3.121443033218384,-11.813600540161133,-2.8053133487701416
IFAD-1,comparable,0,5,-3749.4697580890042,0.1806657518262637,16.903974533081055,14.773778915405273,0.0,0.05989876016974449,1.0,-0.0050179362297058105,0.062105655670166016,7.0053629875183105,-6.484549045562744,4.247830867767334,3.164008855819702,4.508910655975342,3.0973381996154785,0.22301530838012695,1.0,0.019999993965029716,0.13356773555278778,0.38208645582199097,0.0,0.44653481245040894,0.013046360574662685,0.024764593690633774,-2.7926828861236572,-1.3168882131576538,-4.532358169555664,-3.279655694961548,-10.049871444702148,-2.989936351776123
IFAD-1,comparable,0,6,-3745.748834000211,0.13332039372808147,19.784456253051758,15.027412414550781,0.0,0.06693851947784424,1.0,-0.004730924032628536,0.8954295516014099,6.197831630706787,-3.3780109882354736,4.056054592132568,3.4253737926483154,4.4052228927612305,3.086848497390747,0.21741223335266113,1.0,0.019999993965029716,0.10645617544651031,0.37332865595817566,0.0,0.36074572801589966,0.13928669691085815,0.020182820037007332,-2.4345297813415527,-2.143221855163574,-3.84558367729187,-3.911461591720581,-9.90349006652832,-3.849642515182495
IFAD-1,comparable,0,7,-3746.733502264647,0.17525040509483458,20.920690536499023,16.95014762878418,0.0,0.06600363552570343,1.0,-0.004387121647596359,1.275524616241455,5.833685398101807,-2.0516459941864014,3.9389431476593018,3.5294270515441895,4.354846954345703,3.195570468902588,0.20941093564033508,1.0,0.019999993965029716,0.09134578704833984,0.36035409569740295,0.0,0.45944952964782715,0.01218373142182827,0.07666681706905365,-2.134007453918457,-2.2764618396759033,-3.341216802597046,-4.4283246994018555,-8.405396461486816,-4.6297607421875
IFAD-1,comparable,0,8,-3793.3485286598434,0.2887190707226975,11.120840072631836,0.15850791335105896,0.0,1.7148691415786743,1.0,-0.008398743346333504,0.22846227884292603,6.295222282409668,-5.257320404052734,3.368551254272461,3.6150643825531006,3.8878989219665527,3.5936176776885986,0.18752002716064453,1.0,0.019999993965029716,0.49168261885643005,0.012023393996059895,0.0,0.03878860920667648,0.054266661405563354,0.40323880314826965,-6.384995937347412,-3.9313018321990967,-8.912055969238281,-6.716618061065674,-11.176536560058594,-6.430131435394287
IFAD-1,comparable,0,9,-3747.1552213960254,0.13897380674448762,20.680206298828125,9.978322982788086,0.0,0.08120749890804291,1.0,-0.003379448549821973,1.2399077415466309,5.9956955909729,-2.831393003463745,3.9756922721862793,3.4429328441619873,4.284477710723877,3.074047088623047,0.22610197961330414,1.0,0.019999993965029716,0.10460541397333145,0.2934221923351288,0.0,0.3795476257801056,0.005657477304339409,0.21676743030548096,-2.7792372703552246,-2.4889376163482666,-3.8603901863098145,-4.346070289611816,-9.875649452209473,-4.1802659034729
IFAD-1,comparable,0,10,-3751.1764244949095,0.25464229401538396,17.93398666381836,15.509902954101562,0.0,0.060133401304483414,1.0,-0.00583141203969717,0.8879927396774292,6.05360746383667,-3.7294509410858154,3.745640754699707,3.4997005462646484,4.237497806549072,3.2291066646575928,0.21177269518375397,1.0,0.019999993965029716,0.24182124435901642,0.35212963819503784,0.0,0.07660189270973206,0.10893373191356659,0.22051353752613068,-3.7804858684539795,-0.08984767645597458,-5.261032581329346,-2.932914972305298,-9.923040390014648,-2.545567035675049
IFAD-1,comparable,0,11,-24867.998046875,0.0,0.23458325862884521,120.76847076416016,0.0,0.5456843376159668,1.0,-0.00946970097720623,0.1486775428056717,-1.6268130540847778,-2.274102210998535,-0.23900827765464783,3.5798728466033936,2.9632227420806885,4.127856254577637,0.1495407670736313,1.0,0.019999993965029716,0.5337983965873718,0.052943017333745956,0.0,0.31977203488349915,0.07296821475028992,0.020518343895673752,-2.9321041107177734,-2.4450674057006836,-5.700239658355713,-6.538507461547852,-6.270423412322998,-6.385708808898926
IFAD-1,comparable,0,12,-3753.113515061818,0.15433685351748766,15.686824798583984,13.448094367980957,0.0,0.05777912959456444,1.0,-0.00539235956966877,-0.4385543465614319,7.261828422546387,-7.685046195983887,4.214271545410156,3.0744831562042236,4.557825565338135,3.1508827209472656,0.2263641655445099,1.0,0.019999993965029716,0.05083523318171501,0.3898826241493225,0.0,0.2966984212398529,0.15465988218784332,0.10792385041713715,-3.1089165210723877,-0.5598435401916504,-5.357392311096191,-2.805577516555786,-9.842540740966797,-2.6970055103302
IFAD-1,comparable,0,13,-3748.501895814053,0.12837309900719363,20.663654327392578,7.82314920425415,0.0,0.09173164516687393,1.0,-0.003975114319473505,1.5295768976211548,5.665035724639893,-2.1527931690216064,3.738323211669922,3.616506814956665,4.161810398101807,3.152344226837158,0.22056637704372406,1.0,0.019999993965029716,0.2492944747209549,0.2478310465812683,0.0,0.3253372609615326,0.14028404653072357,0.03725329786539078,-4.159646511077881,-0.9368586540222168,-5.03090238571167,-3.5530507564544678,-11.144389152526855,-2.9704813957214355
