method,inference_nstep,start,start_type,particles,iterations_requested,updates_completed,termination_reason,elapsed_seconds,initial_pseudo_loglik,final_pseudo_loglik,minimum_ess,maximum_invalid_fraction,maximum_backward_fallbacks,total_backtracks,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,global-box,100,5000,97,time-budget,404.9051153679611,-6230.911766319752,-3941.703868298513,1.0000000079576825,0.45999999999999996,0,21,15.83211873719661,0.3736328929527531,29.544004314377112,-0.0014378530801508998,2.0005123142221857,0.4058450945558006,0.9748385565501092,5.438428954175651,-3.9767075391071995,2.9021235555970217,4.091313272719513,3.472308757681019,-3.270795425608782,-4.961000019192561,-4.021657679005399,-9.624171023809014,-8.427771254922577,-7.4612353242876255,0.3292859245587347,0.13853280552385586,0.10815394176124157,0.09474140359743322,0.3292859245587347,2.76204070809507,-0.9844815332676071,3.385880823582512,-0.14378530801508999,0.693403304868407,-0.9017837326884557,0.9748385565501092,5.438428954175651,-3.9767075391071995,2.9021235555970217,4.091313272719513,3.472308757681019,-3.270795425608782,-4.961000019192561,-4.021657679005399,-9.624171023809014,-8.427771254922577,-7.4612353242876255,0.0,-0.8658192843804823,-1.113370846045303,-1.2457753323056926,0.0
