method,inference_nstep,start,start_type,starts_file,particles,updates_completed,termination_reason,elapsed_seconds,optimizer_elapsed_seconds,elapsed_time_offset_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,selected_pseudo_loglik,terminal_pseudo_loglik,minimum_ess,maximum_invalid_fraction,restarts,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,10,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,819.1999670227524,574.757533427095,244.44243359565735,175,819.1999670227524,-10783.615400122797,-4635.607842383974,-4635.607842383974,1.000000000000007,0.01,2,18.450814679232874,0.25363958010508736,24.14287861881198,-0.009661592014468569,3.254761303402369,0.5,2.468256057821401,4.700935236578969,-2.893162549507683,4.4283377814613045,3.6084454503173276,5.1089317329682595,-9.027109232086714,-8.189509617097986,-4.723046692595941,-9.671156562434506,-5.683648569238517,-6.66955344143215,0.13258727076270088,0.35985377919757955,0.14937994907874977,0.22335876112965788,0.13482023983131203,2.9151085255676685,-1.3718409956275976,3.1839894554039554,-0.966159201446857,1.1801189406835302,-0.6931471805599453,2.468256057821401,4.700935236578969,-2.893162549507683,4.4283377814613045,3.6084454503173276,5.1089317329682595,-9.027109232086714,-8.189509617097986,-4.723046692595941,-9.671156562434506,-5.683648569238517,-6.66955344143215,-0.9984567041665845,0.0,-0.8792047260007413,-0.4769185070053548,-0.9817554457218005
Corenflos DPF,20,11,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,494.86996434861794,250.4275307529606,244.44243359565735,175,494.86996434861794,-7195.717461116268,-6128.884383174322,-6128.884383174322,1.0004130942149765,0.0,1,10.000000000000002,0.6,30.000000000000004,0.0,2.966983878750072,0.5,2.3641136503100757,7.7591714347482785,1.5240598473732834,6.921613135259616,1.3778235846131184,3.3978494936719437,-5.565882702541043,-8.069642898886677,-2.606592378931476,-4.7170407675257175,-5.254691431896413,-9.001784211187594,0.057608793579424784,0.433773869079793,0.22063744106049157,0.16878570578194896,0.11919419049834185,2.302585092994046,-0.5108256237659907,3.4011973816621555,0.0,1.0875459077752416,-0.6931471805599453,2.3641136503100757,7.7591714347482785,1.5240598473732834,6.921613135259616,1.3778235846131184,3.3978494936719437,-5.565882702541043,-8.069642898886677,-2.606592378931476,-4.7170407675257175,-5.254691431896413,-9.001784211187594,-2.018848136966782,0.0,-0.6760025431521876,-0.9438934621361432,-1.2917693433122464
Corenflos DPF,20,12,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,0,no-valid-filter-evaluation,245.46498085465282,1.0225472589954734,244.44243359565735,0,245.46498085465282,-23830.050334034775,-23830.050334034775,-23830.050334034775,1.0000000000000213,1.0,0,33.70158386230469,0.5167577862739563,3.4211933612823486,-0.003957937937229872,2.9463887214660645,0.1434588432312012,1.7582359313964844,1.0748920440673828,-3.4681739807128906,6.553754806518555,6.623551368713379,0.5567750930786133,-0.5491619110107422,-1.3068618774414062,-6.081993579864502,-6.992383003234863,-1.5922489166259766,-0.9465837478637695,0.15742866850050494,0.26634807515900755,0.31915907338944993,0.12692698304506334,0.1301371999059741,3.517544835135348,-0.6601810127564065,1.2299894262579596,-0.3957937937229872,1.08058025823821,-1.9417070916705945,1.7582359313964844,1.0748920440673828,-3.4681739807128906,6.553754806518555,6.623551368713379,0.5567750930786133,-0.5491619110107422,-1.3068618774414062,-6.081993579864502,-6.992383003234863,-1.5922489166259766,-0.9465837478637695,-0.7067171838900548,-0.180885634555364,0.0,-0.9220776566906963,-0.8971003633351469
Corenflos DPF,20,13,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,465.353248790605,220.91081519494765,244.44243359565735,175,465.353248790605,-6587.99509372265,-5267.144403614193,-5267.144403614193,1.000008552264455,0.4,0,14.027680536312031,0.5475804709755256,29.848913694619963,-0.0036760163436150876,4.545497716532814,0.5,1.721027402528591,2.7006037269873606,1.4492767848707493,0.5101875920086907,4.564298754878103,8.0,-7.618200254741925,-5.297410724147071,-2.903161698732756,-4.322995550086324,-3.4069586531815714,-3.654263894017489,0.34350657362823245,0.3501077799442763,0.1718738300770648,0.061010050429462476,0.07350176592096397,2.641032558730338,-0.6022458491410971,3.3961484470363663,-0.3676016343615088,1.5141372302218923,-0.6931471805599453,1.721027402528591,2.7006037269873606,1.4492767848707493,0.5101875920086907,4.564298754878103,8.0,-7.618200254741925,-5.297410724147071,-2.903161698732756,-4.322995550086324,-3.4069586531815714,-3.654263894017489,-0.0190348010973861,0.0,-0.7114803882034516,-1.747202438036356,-1.5609316177110384
Corenflos DPF,20,14,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,0,no-valid-filter-evaluation,245.9704418994952,1.5280083038378507,244.44243359565735,0,245.9704418994952,-19246.02704188028,-19246.02704188028,-19246.02704188028,1.0000000000001918,1.0,0,29.253503799438473,0.3300234079360962,14.10768985748291,-0.004087905865162611,3.35518741607666,0.3106198310852051,0.9691123962402344,3.262481689453125,2.119586944580078,7.585566520690918,7.19497013092041,0.8361053466796875,-0.43486499786376953,-6.298261642456055,-9.033135414123535,-9.773932456970215,-1.835087776184082,-3.6954727172851562,0.1427380694219105,0.13957522725406246,0.06125276131804516,0.4413050413899672,0.21512890061601472,3.3759993545188447,-1.108591693897562,2.6467200286818477,-0.4087905865162611,1.2105076305852436,-1.1691855226392576,0.9691123962402344,3.262481689453125,2.119586944580078,7.585566520690918,7.19497013092041,0.8361053466796875,-0.43486499786376953,-6.298261642456055,-9.033135414123535,-9.773932456970215,-1.835087776184082,-3.6954727172851562,-1.1287250718479176,-1.1511326207810249,-1.9747274090098998,0.0,-0.7184989539365206
Corenflos DPF,20,15,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,628.5982808705885,384.15584727493115,244.44243359565735,175,628.5982808705885,-7124.056381512351,-5779.019193885066,-5779.019193885066,1.0000000000091198,0.07,3,10.000000000000002,0.4504175715904374,16.66726794817899,0.0,4.669152304886486,0.5,2.198888957958283,1.9850215526326387,1.0577602603981693,5.635644400300101,4.789071517222801,2.6083119161580846,-4.655096561971198,-3.0748629939389804,-2.5430590360071132,-3.99808511716266,-4.048600031928481,-3.4814826353752952,0.27321149626970737,0.04108791303239071,0.18193045510720687,0.22994873027124935,0.2738214053194457,2.302585092994046,-0.7975801896173949,2.81344679300002,0.0,1.540977535907929,-0.6931471805599453,2.198888957958283,1.9850215526326387,1.0577602603981693,5.635644400300101,4.789071517222801,2.6083119161580846,-4.655096561971198,-3.0748629939389804,-2.5430590360071132,-3.99808511716266,-4.048600031928481,-3.4814826353752952,-0.00222988160562575,-1.8967620970200545,-0.4088515892103265,-0.174619716256574,0.0
Corenflos DPF,20,16,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,164,time-budget,860.3149368397426,615.8725032440852,244.44243359565735,163,856.7599222606514,-13135.821013075507,-4368.742909434145,-4363.96614232733,1.0000000000000018,0.54,2,26.98439486515742,0.5953939418822246,17.698796627904418,-0.003042254585190779,4.999999999999999,0.5,1.6970832529160063,6.103591168533089,0.6495106968290104,2.0320864309210074,3.4140022895822413,3.121570807026228,-2.731966180259342,-5.317562167234504,-7.7799367010741065,-8.09457246891836,-0.3265424776645762,-5.183088212774832,0.2660429774112571,0.21913103641279982,0.28575634998129973,0.15165494175095778,0.07741469444368558,3.2952587309593326,-0.5185320053225233,2.87349665014451,-0.3042254585190779,1.6094379124341003,-0.6931471805599453,1.6970832529160063,6.103591168533089,0.6495106968290104,2.0320864309210074,3.4140022895822413,3.121570807026228,-2.731966180259342,-5.317562167234504,-7.7799367010741065,-8.09457246891836,-0.3265424776645762,-5.183088212774832,-0.07148165963873958,-0.2654696339176929,0.0,-0.633531704426843,-1.3059629113148596
Corenflos DPF,20,17,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,782.1834468347952,537.7410132391378,244.44243359565735,175,782.1834468347952,-10797.078997054712,-4027.2679731720777,-4027.2679731720777,1.000000000000007,0.78,0,18.147052997883872,0.03086111663416672,6.494800238979702,-0.004368351104526455,4.981068311635871,0.5,1.9067096052131516,6.668082755898717,-2.707235640430351,5.291453871445977,2.426991899458401,4.610311812334519,-3.3333068963783834,-6.244547209657158,-2.7598877689582912,-8.333681108257196,-4.210517174797253,-6.94580433647464,0.006467565165209137,0.5997728871769265,0.1997868171550135,0.16177134727380774,0.03220138322904315,2.8985081782649473,-3.478258248833735,1.8710018935263661,-0.43683511045264545,1.6056443884391582,-0.6931471805599453,1.9067096052131516,6.668082755898717,-2.707235640430351,5.291453871445977,2.426991899458401,4.610311812334519,-3.3333068963783834,-6.244547209657158,-2.7598877689582912,-8.333681108257196,-4.210517174797253,-6.94580433647464,-4.529751351364004,0.0,-1.0993001783545335,-1.3103671605509801,-2.9245416531356403
Corenflos DPF,20,18,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,661.771799710812,417.3293661151547,244.44243359565735,175,661.771799710812,-7316.575151878835,-4122.79263808695,-4122.79263808695,1.0000000003459988,0.7000000000000001,0,23.735785147089913,0.0396216167943461,11.185621201399773,-0.007019794778408528,3.8079810103884717,0.5,1.2869387401872088,6.371084179734067,-1.4647415894977174,1.047088491109596,4.583985786812231,5.736322644805172,-6.356252121903633,-5.996486032083338,-1.9831466508927156,-2.792794036504383,-4.8781004539991235,-2.4295567821589032,0.5818151283618955,0.13319604894016973,0.10415418156187274,0.031615996892510746,0.14921864424355125,3.166983831173451,-3.2283804310141475,2.4146291321928772,-0.7019794778408528,1.3370991301489517,-0.6931471805599453,1.2869387401872088,6.371084179734067,-1.4647415894977174,1.047088491109596,4.583985786812231,5.736322644805172,-6.356252121903633,-5.996486032083338,-1.9831466508927156,-2.792794036504383,-4.8781004539991235,-2.4295567821589032,0.0,-1.4743306533526228,-1.7202804320887293,-2.912489525130678,-1.3607401070270926
Corenflos DPF,20,19,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,779.6669500116259,535.2245164159685,244.44243359565735,175,779.6669500116259,-7383.707598633042,-5451.029519766445,-5451.029519766445,1.0000000000004121,0.72,6,10.1625221641066,0.1409477664056262,6.803117426286957,-2.318249257117509e-06,4.95581911683424,0.5,0.006422842739879908,2.9185778093320662,1.3324093488716569,6.090229996321641,1.9473810272648133,5.407756160461059,-7.495248275970093,-6.3085903885465875,-4.99893399013506,-8.963423746807743,-9.065892144667547,-2.9257979565497414,0.27410656742725786,0.11711029313375836,0.17275441192352076,0.16192216013646385,0.27410656737899924,2.3187066558414497,-1.9593659082618278,1.9173809521704386,-0.00023182492571175087,1.6005624652869201,-0.6931471805599453,0.006422842739879908,2.9185778093320662,1.3324093488716569,6.090229996321641,1.9473810272648133,5.407756160461059,-7.495248275970093,-6.3085903885465875,-4.99893399013506,-8.963423746807743,-9.065892144667547,-2.9257979565497414,0.0,-0.8504007958754668,-0.4616459613134764,-0.5264012362159629,-1.7605800110430565e-10
Corenflos DPF,20,20,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,828.4779934105463,584.035559814889,244.44243359565735,175,828.4779934105463,-8317.63591737165,-4343.715402166279,-4343.715402166279,1.0000000000001243,0.6900000000000001,3,14.367629653576882,0.21893257236864083,30.000000000000004,-0.01,4.735767849530229,0.5,0.672829568127926,3.4893016623061266,-0.09083437107959517,0.45623961928735735,4.321977829845253,3.0473421846482354,-0.1951971347791206,-4.3615884652915735,-3.575795740480541,-3.363865424757894,-2.738319515332917,-2.3112032614828895,0.27140243096783384,0.1884691543592612,0.1631512406941316,0.18528559476454493,0.19169157921422833,2.6649777354465236,-1.518991485300769,3.4011973816621555,-1.0,1.5551438781222953,-0.6931471805599453,0.672829568127926,3.4893016623061266,-0.09083437107959517,0.45623961928735735,4.321977829845253,3.0473421846482354,-0.1951971347791206,-4.3615884652915735,-3.575795740480541,-3.363865424757894,-2.738319515332917,-2.3112032614828895,0.0,-0.36466834835417955,-0.5089250768680582,-0.38170431430400764,-0.34771498230900977
Corenflos DPF,20,21,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,849.9474226215389,605.5049890258815,244.44243359565735,175,849.9474226215389,-9493.51391796747,-4371.772957403619,-4371.772957403619,1.0000000000009237,0.11,2,17.01619379914641,0.2911680706377079,15.479817509096874,-0.008231198267371538,4.999999999999999,0.5,-0.4268011574635468,1.6338013873993138,-1.8015920008533668,2.546376875264204,1.4763177556908593,6.030091519725655,-3.157721027137502,-1.3477308216647697,-3.3663598703628113,-2.9672007165367695,-3.9256371478225884,-4.933307329070065,0.24171551255986579,0.28534512723796907,0.10589756953913237,0.24549914460967417,0.12154264605335856,2.8341654670635923,-1.2338546162066804,2.739537079274061,-0.8231198267371538,1.6094379124341003,-0.6931471805599453,-0.4268011574635468,1.6338013873993138,-1.8015920008533668,2.546376875264204,1.4763177556908593,6.030091519725655,-3.157721027137502,-1.3477308216647697,-3.3663598703628113,-2.9672007165367695,-3.9256371478225884,-4.933307329070065,-0.16593795369708828,0.0,-0.9912271185809017,-0.15040595744715216,-0.853434222877602
Corenflos DPF,20,22,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,572.4225791925564,327.9801455968991,244.44243359565735,175,572.4225791925564,-14063.01560216627,-4832.046582041779,-4832.046582041779,1.0000000000013145,0.18,1,19.82257592173881,0.12387751211206713,2.1289870010004357,-0.00564184574747219,4.999999999999999,0.5,2.8589216533317425,7.321180718877888,3.4223782374502822,4.804938713390355,2.700139043693216,4.684455026481677,-7.492847525133925,-7.728260193717493,-5.957850065393408,-1.4591976408669605,-6.480106599283321,-5.084478966260895,0.07116585445006722,0.12867451036922625,0.34711000001677755,0.3179766243027089,0.13507301086122,2.9868214862359728,-2.0884620071263713,0.7556462802094879,-0.5641845747472191,1.6094379124341003,-0.6931471805599453,2.8589216533317425,7.321180718877888,3.4223782374502822,4.804938713390355,2.700139043693216,4.684455026481677,-7.492847525133925,-7.728260193717493,-5.957850065393408,-1.4591976408669605,-6.480106599283321,-5.084478966260895,-1.5846286015864166,-0.9923556922847347,0.0,-0.08766386104599262,-0.943826279200665
Corenflos DPF,20,23,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,156,maximum-restarts,729.1695268887561,484.72709329309873,244.44243359565735,156,729.1695268887561,-12992.32869514597,-5320.126684652267,-5320.126684652267,1.000000000000064,0.09,6,16.173956122194788,0.15839355689786005,20.16570683908752,-0.0013167835388726975,4.999969384266112,0.5,1.0841654231977815,3.2690846235817697,2.622276521165476,4.227982513032303,4.640501210396986,4.362933864804179,-2.667375987532423,-7.608943555066722,-3.0653641809990977,-7.470720979441023,-2.837143087653047,-7.509245698362395,0.2912332382332723,0.15382741555945,0.16334392967159939,0.31916296664372107,0.07243244989195724,2.7834023018094824,-1.842672476578982,3.003983480480029,-0.13167835388726976,1.6094317892685763,-0.6931471805599453,1.0841654231977815,3.2690846235817697,2.622276521165476,4.227982513032303,4.640501210396986,4.362933864804179,-2.667375987532423,-7.608943555066722,-3.0653641809990977,-7.470720979441023,-2.837143087653047,-7.509245698362395,-0.09157738746492257,-0.7298705437594207,-0.6698438636856673,0.0,-1.4830474376519804
Corenflos DPF,20,24,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,677.4897280086298,433.0472944129724,244.44243359565735,175,677.4897280086298,-7504.017437716383,-4133.216556378077,-4133.216556378077,1.0000000000002274,0.46,1,24.093595511081052,0.04368317423261385,8.131821934539518,-0.005052697564185999,4.131361925063695,0.5,-0.6477939023403783,5.274180324253366,1.6494461245225835,4.266066608104632,2.3965988876048856,8.0,0.0,0.0,-4.239206842230331,-7.268027805715087,-7.045421256107089,-0.5230820028730092,0.20980046505791053,0.32207724625270656,0.04236926741524822,0.21215465902397193,0.21359836225016282,3.181946058751598,-3.130792280025262,2.0957849986423853,-0.5052697564186,1.418607116550705,-0.6931471805599453,-0.6477939023403783,5.274180324253366,1.6494461245225835,4.266066608104632,2.3965988876048856,8.0,0.0,0.0,-4.239206842230331,-7.268027805715087,-7.045421256107089,-0.5230820028730092,-0.4286344993365626,0.0,-2.028368137655781,-0.41747587957196985,-0.4106939722804042
Corenflos DPF,20,25,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,156,time-budget,859.9040842754766,615.4616506798193,244.44243359565735,155,856.5693773906678,-10000.600577770725,-4122.890535847946,-4118.333412086269,1.0000000000000107,0.22,0,18.311887983651406,0.6,15.229915409493636,-0.0038334003771930856,4.440797562894627,0.5,2.4562413085133503,4.013280934241844,1.7998343100496184,3.6733594719155507,3.1828081603076352,3.520050973889033,-5.49906858860506,-7.29393788207683,-5.885045391528684,-8.930614049609467,-1.5345604500808063,-5.421718720648226,0.30509465215332227,0.14066240060934734,0.30446476780156745,0.1171518440095877,0.13262633542617533,2.9075504655308246,-0.5108256237659907,2.7232616126889955,-0.3833400377193086,1.49083399159494,-0.6931471805599453,2.4562413085133503,4.013280934241844,1.7998343100496184,3.6733594719155507,3.1828081603076352,3.520050973889033,-5.49906858860506,-7.29393788207683,-5.885045391528684,-8.930614049609467,-1.5345604500808063,-5.421718720648226,0.0,-0.774259365906098,-0.0020666880219756736,-0.9571511579770212,-0.833086397320079
Corenflos DPF,20,26,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,175,maximum-updates,606.0792942997068,361.63686070404947,244.44243359565735,175,606.0792942997068,-5324.486604431766,-4821.817053378261,-4821.817053378261,1.0000000113567182,0.0,4,11.754818271285702,0.09974747738515764,4.483191398211665,-0.006821687161569167,2.1370419496114472,0.5,-2.9299790570834925,6.486671618386772,-2.3425735942106187,4.477688937272295,0.6383209299676401,7.503408201825982,-8.423975077191017,-1.1194512916865107,-1.3911759853474608,-8.018430932334391,-1.9456815724896774,-1.7897900351622544,0.11219223794646947,0.2079424101039229,0.2638513684439267,0.15559503163571853,0.26041895186996233,2.464263222177567,-2.305113512903799,1.5003351584871507,-0.6821687161569167,0.7594226062854028,-0.6931471805599453,-2.9299790570834925,6.486671618386772,-2.3425735942106187,4.477688937272295,0.6383209299676401,7.503408201825982,-8.423975077191017,-1.1194512916865107,-1.3911759853474608,-8.018430932334391,-1.9456815724896774,-1.7897900351622544,-0.8551721361020302,-0.23812477942066793,0.0,-0.528129265411994,-0.013094258760139013
Corenflos DPF,20,27,if2-warm-start,../ditlevsen/results/reference/ifad097_comparable_post_if2.npz,100,159,time-budget,861.9162446947303,617.4738110990729,244.44243359565735,158,858.4352335536387,-8492.725584700187,-4670.128253969875,-4678.215059984795,1.0000000000000142,0.72,3,21.771817810363498,0.5972922605180943,10.466313269459604,-0.00695045887517159,4.996497982219136,0.4869975207649025,-0.4519534724204951,1.2767041002765327,-0.7072930606867627,6.981084257715872,0.30420099582370713,5.851812930654464,-0.40177909754733826,-3.664277541635567,-3.2365243406348214,-8.525969258985922,-7.342511808513283,-3.401474935640301,0.1065538027755293,0.11723253896294024,0.34068553150470665,0.34310624918586347,0.09242187757096036,3.080616372466185,-0.5153487367728373,2.34816183961171,-0.695045887517159,1.6087372634807655,-0.719496246744328,-0.4519534724204951,1.2767041002765327,-0.7072930606867627,6.981084257715872,0.30420099582370713,5.851812930654464,-0.40177909754733826,-3.664277541635567,-3.2365243406348214,-8.525969258985922,-7.342511808513283,-3.401474935640301,-1.1693901156247912,-1.0738806887774535,-0.0070803067898881165,0.0,-1.3116764427186534
