method,inference_nstep,start,iteration,elapsed_seconds,pseudo_loglik,gradient_norm,minimum_ess,median_ess,resampling_count,maximum_invalid_fraction,learning_rate,incumbent_pseudo_loglik,restart_count,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,0,247.27398716355674,-8157.068390140042,13062.334528141197,1.0000000000001315,56.27985835683757,264,0.01,0.02,-8157.068390140042,0,34.64518737792969,0.2264406830072403,26.54044151306152,-0.0033870935440063477,2.9965577125549316,0.47027021646499634,-1.8913612365722656,2.567049980163574,1.9289112091064453,0.2448272705078125,1.8343191146850586,6.085728645324707,-7.877694129943848,-1.4203824996948242,-3.4576282501220703,-0.3177471160888672,-3.187976837158203,-6.3982954025268555,0.03541215521926259,0.2987414636636744,0.1920238909483009,0.24765354119500213,0.22616894897376005,3.5451588235776264,-1.4852722535347067,3.278669664525354,-0.33870935440063477,1.0974642007189286,-0.7544478208372611,-1.8913612365722656,2.567049980163574,1.9289112091064453,0.2448272705078125,1.8343191146850586,6.085728645324707,-7.877694129943848,-1.4203824996948242,-3.4576282501220703,-0.3177471160888672,-3.187976837158203,-6.3982954025268555,-2.132523400348492,0.0,-0.44195873301761646,-0.187547771202345,-0.2782962475088595
Corenflos DPF,20,0,1,250.58085737749934,-8192.985386079681,11556.159526793264,1.0000009951194524,56.52352651020885,253,0.01,0.01996007984031936,-8157.068390140042,0,33.95916670438568,0.23101508823771122,26.014905567335564,-0.0031870935466335,3.057092193780536,0.47977030500560647,-1.8713612365999581,2.587049979987551,1.9489112087212992,0.26482727027931385,1.8543191146712197,6.1057286453173285,-7.85769413006259,-1.4003824997408776,-3.43762825026853,-0.2977471163247934,-3.167976837206143,-6.378295402644432,0.035831854044827305,0.2904297320295098,0.19429987171528906,0.25058889250476357,0.22884964970561034,3.5251588235798366,-1.46527225354704,3.2586696648043145,-0.31870935466335,1.1174642007073112,-0.734447820851133,-1.8713612365999581,2.587049979987551,1.9489112087212992,0.26482727027931385,1.8543191146712197,6.1057286453173285,-7.85769413006259,-1.4003824997408776,-3.43762825026853,-0.2977471163247934,-3.167976837206143,-6.378295402644432,-2.0925243851540576,0.0,-0.40195896458881486,-0.14754794285623254,-0.23829642430555315
Corenflos DPF,20,0,2,253.2734953155741,-7982.671566491833,3578.901270131935,1.0000000000406004,57.50802045194958,255,0.01,0.0199203187250996,-7982.671566491833,0,33.2878972013536,0.2356701343269835,26.17879703596307,-0.0031002235023724093,3.1188095735742847,0.48945266296750034,-1.851467106102484,2.6068357207565342,1.9685640600363503,0.28463759844462155,1.8740717641095779,6.125498949062968,-7.837783163478593,-1.380546604412904,-3.417758882528827,-0.28357774422402016,-3.1485663626560236,-6.358610159325961,0.03591397985623387,0.29050542194915546,0.19413879534750686,0.25030856371341687,0.229133239133687,3.5051938835165832,-1.4453221876031574,3.2649498096920015,-0.31002235023724095,1.1374513820825214,-0.7144675265549999,-1.851467106102484,2.6068357207565342,1.9685640600363503,0.28463759844462155,1.8740717641095779,6.125498949062968,-7.837783163478593,-1.380546604412904,-3.417758882528827,-0.28357774422402016,-3.1485663626560236,-6.358610159325961,-2.0904956095839524,0.0,-0.4030488971207591,-0.14892782866497953,-0.23731857567980158
Corenflos DPF,20,0,3,255.98223963356577,-7518.795656517614,5459.7837415149415,1.0000000000001243,57.64930924970656,257,0.0,0.019880715705765408,-7518.795656517614,0,32.858895529607565,0.23605146715113431,25.872842663725258,-0.002970333077583867,3.181775102340119,0.49833772498683837,-1.8437943022674406,2.626078237094985,1.988225056410309,0.2790471776112019,1.869134344456935,6.122075290687425,-7.81901065430811,-1.361677800932138,-3.40837229675992,-0.2954239472438688,-3.15169192802649,-6.355252850256334,0.036178460550878304,0.2852885689031995,0.1955657552705409,0.25214770661320307,0.23081950866217837,3.492222500650685,-1.4437054165838898,3.2531938727946526,-0.2970333077583867,1.1574392493348524,-0.6964772691816726,-1.8437943022674406,2.626078237094985,1.988225056410309,0.2790471776112019,1.869134344456935,6.122075290687425,-7.81901065430811,-1.361677800932138,-3.40837229675992,-0.2954239472438688,-3.15169192802649,-6.355252850256334,-2.0650372611459784,0.0,-0.3776045235116305,-0.12348613732689513,-0.21186513315315594
Corenflos DPF,20,0,4,258.812423536554,-7381.2306271948255,12763.5847074748,1.0000000278733627,53.025656358797505,273,0.01,0.01984126984126984,-7381.2306271948255,0,32.360115463838575,0.23650130482764012,25.512296119969765,-0.002859569226872323,3.2457214517729867,0.5,-1.8328312633350705,2.645561936689812,2.007429196922499,0.2745484840794679,1.865417749917739,6.120295360610654,-7.799925730264229,-1.3425888025210007,-3.4001268122105937,-0.3080871405390173,-3.153851188890227,-6.349453783079511,0.03649305499348895,0.28270579498852516,0.19601009729264002,0.2528865067917314,0.23190454593361445,3.476926660287713,-1.441801553823762,3.2391605367260707,-0.28595692268723233,1.1773376526477928,-0.6931471805599453,-1.8328312633350705,2.645561936689812,2.007429196922499,0.2745484840794679,1.865417749917739,6.120295360610654,-7.799925730264229,-1.3425888025210007,-3.4001268122105937,-0.3080871405390173,-3.153851188890227,-6.349453783079511,-2.0472847948777617,0.0,-0.3662405885080407,-0.11146596488576399,-0.19808091615044032
Corenflos DPF,20,0,5,261.65055872453377,-7122.185973753538,9918.388705801633,1.0000000000008171,53.17699607398578,274,0.01,0.019801980198019802,-7122.185973753538,0,31.827895157793233,0.23792161893495994,25.211847499875105,-0.002773917625397173,3.3099715840363753,0.5,-1.819390563269298,2.6650430347558776,2.026827271613901,0.27337997418584464,1.8654000565129516,6.12242198482193,-7.781084728540369,-1.323701524823756,-3.388771865135278,-0.31863102924080483,-3.1523275060433087,-6.340429405902232,0.036732149056949305,0.2817262425312882,0.19604082262404637,0.25307127837398175,0.23242950741373422,3.4603431114855208,-1.4358139917584734,3.2273140229206514,-0.2773917625397173,1.196939604468851,-0.6931471805599453,-1.819390563269298,2.6650430347558776,2.026827271613901,0.27337997418584464,1.8654000565129516,6.12242198482193,-7.781084728540369,-1.323701524823756,-3.388771865135278,-0.31863102924080483,-3.1523275060433087,-6.340429405902232,-2.0372834605669445,0.0,-0.3626129120313327,-0.10726464651716854,-0.19234884313354889
Corenflos DPF,20,0,6,264.41160185448825,-7886.736035985676,16600.55914563086,1.0000000000264322,58.73894197317333,263,0.0,0.019762845849802372,-7122.185973753538,0,31.279815739135238,0.24011836956690852,25.030389798697186,-0.0027056724229240236,3.3729905896111156,0.5,-1.8042459268557018,2.6846622988138216,2.0463964473086707,0.2735708748814987,1.86842389155241,6.127891390607783,-7.7623787306589245,-1.3048581297847794,-3.3749856175903616,-0.3281511393355781,-3.148619106106963,-6.329048838929775,0.03686735574929512,0.28209720454791,0.1958940970356604,0.25280581429499,0.2323355283721445,3.4429730249671526,-1.4266232706977238,3.2200906785823964,-0.27056724229240237,1.2157997661589643,-0.6931471805599453,-1.8042459268557018,2.6846622988138216,2.0463964473086707,0.2735708748814987,1.86842389155241,6.127891390607783,-7.7623787306589245,-1.3048581297847794,-3.3749856175903616,-0.3281511393355781,-3.148619106106963,-6.329048838929775,-2.0349252170661796,0.0,-0.36467751656440384,-0.10963004692933422,-0.19406913867461748
Corenflos DPF,20,0,7,267.4524303046055,-6143.063086058871,6014.655562483803,1.0000000000606803,50.17441102600549,297,0.02,0.01972386587771203,-6143.063086058871,0,30.725397237361307,0.24300028095037499,24.953660167977446,-0.0026442372218679878,3.4370647740107945,0.5,-1.7883489677425413,2.703442178143786,2.065769644976533,0.277005885779901,1.8739839903255078,6.135580707935189,-7.744353295285692,-1.2866907042947018,-3.3596446864418255,-0.334381303325338,-3.1416613594547447,-6.315931763923436,0.036976568614717965,0.28246432508368285,0.19577016973024597,0.25256474693689407,0.23222418963445907,3.425089584167914,-1.4146926794678742,3.217020511557454,-0.26442372218679877,1.2346178437799558,-0.6931471805599453,-1.7883489677425413,2.703442178143786,2.065769644976533,0.277005885779901,1.8739839903255078,6.135580707935189,-7.744353295285692,-1.2866907042947018,-3.3596446864418255,-0.334381303325338,-3.1416613594547447,-6.315931763923436,-2.0332678283685057,0.0,-0.3666108919464199,-0.11188462036554535,-0.1958490200256619
Corenflos DPF,20,0,8,270.2753067056183,-7440.49181946773,12494.374105553601,1.0000000071981532,53.92199976038171,269,0.01,0.01968503937007874,-6143.063086058871,0,30.169797668017328,0.24592564876686415,24.87617276390171,-0.002580893062481289,3.503665843983152,0.5,-1.7716212329606948,2.722163280238114,2.0853418106947244,0.2790918370013902,1.879446529475878,6.143750975720685,-7.725768618156267,-1.2679648952526523,-3.3438067775650295,-0.3422474982578039,-3.136075245560078,-6.3030589948131075,0.03707150566434433,0.2812394805960618,0.19619901160202305,0.25300938677273327,0.2324806153648375,3.406841346751973,-1.4027260295188306,3.213910428220811,-0.2580893062481289,1.253809804366635,-0.6931471805599453,-1.7716212329606948,2.722163280238114,2.0853418106947244,0.2790918370013902,1.879446529475878,6.143750975720685,-7.725768618156267,-1.2679648952526523,-3.3438067775650295,-0.3422474982578039,-3.136075245560078,-6.3030589948131075,-2.026357917367875,0.0,-0.36007704108176286,-0.10577996058625785,-0.19039970371738302
Corenflos DPF,20,0,9,273.24523395160213,-6208.468849394448,5906.267204178563,1.0000000029666296,51.32389858920048,288,0.01,0.019646365422396856,-6143.063086058871,0,29.617216224790887,0.249227648180381,24.780252476366833,-0.0025283469033070814,3.5726919915172872,0.5,-1.7546538428038396,2.7411388778224435,2.1051547952337435,0.283019519107899,1.886356433908022,6.153051368525306,-7.707040035218778,-1.2488618049308227,-3.3267933903658067,-0.34900511535031664,-3.128722660021613,-6.2891361355073485,0.03714566277124606,0.2802611971668241,0.1965554151229736,0.25337041093248225,0.23266731400647406,3.388355821465209,-1.389388550468748,3.2100470648644603,-0.25283469033070816,1.2733193708802524,-0.6931471805599453,-1.7546538428038396,2.7411388778224435,2.1051547952337435,0.283019519107899,1.886356433908022,6.153051368525306,-7.707040035218778,-1.2488618049308227,-3.3267933903658067,-0.34900511535031664,-3.128722660021613,-6.2891361355073485,-2.0208750001058,0.0,-0.35477761300655514,-0.10086952251538513,-0.186112419009061
