method,order,inference_nstep,start,start_type,approx_start_loglik,approx_final_loglik,iterations_completed,elapsed_seconds,converged,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS-local+nugget QML,2,1,0,published-point,,,0,4.364454008988105,False,20.8,0.06,19.100000000000005,-0.00498,3.13,0.23,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.6204942252291081,0.3776921370959789,0.0008423134168569054,0.0009712083525325173,1.1590552355326328e-07,3.0349529867072724,-2.8134107167600364,2.9496883350525844,-0.498,1.1410330045520618,-1.4696759700589417,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.0,-0.496436886313891,-6.60211940291376,-6.459730556455177,-15.493251448791389
DS-local+nugget QML,2,2,0,published-point,,,0,4.358073786017485,False,20.8,0.06,19.100000000000005,-0.00498,3.13,0.23,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.6204942252291081,0.3776921370959789,0.0008423134168569054,0.0009712083525325173,1.1590552355326328e-07,3.0349529867072724,-2.8134107167600364,2.9496883350525844,-0.498,1.1410330045520618,-1.4696759700589417,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.0,-0.496436886313891,-6.60211940291376,-6.459730556455177,-15.493251448791389
DS-local+nugget QML,2,5,0,published-point,-3934.4452246337855,-3905.5588435122154,40,45.89720441598911,True,23.1304141944587,0.06511255891762598,20.565928115969818,-0.0037250091869116086,3.3394422185934616,0.20269730992770088,0.727167121219116,6.443555645963268,-3.3983880072508423,4.121616867667177,3.383415274273737,4.630138202993828,-1.7666090970733004,-2.673037843287656,-2.9014209561313464,-4.645132610792295,-8.386500780118011,-4.2586983783626176,0.6509666117283628,0.3468564270858243,0.00101120538513812,0.0011656209557464755,1.348449282277964e-07,3.141148383322907,-2.7316378310523235,3.0236357315159452,-0.37250091869116086,1.2058037926213667,-1.5960414968125376,0.727167121219116,6.443555645963268,-3.3983880072508423,4.121616867667177,3.383415274273737,4.630138202993828,-1.7666090970733004,-2.673037843287656,-2.9014209561313464,-4.645132610792295,-8.386500780118011,-4.2586983783626176,0.0,-0.629547413694836,-6.467315283336788,-6.325204398982521,-15.389843472783896
DS-local+nugget QML,2,10,0,published-point,-3924.039665924078,-3894.2899450211257,40,83.14926060300786,True,23.021567858480747,0.06445042400046064,20.149267436149973,-0.0037300820006045616,3.320909948918491,0.20155775845608964,0.7394105557225544,6.422999117647688,-3.4474345646510103,4.1407202971595956,3.37692051251158,4.597202747893205,-1.6644163364878783,-2.662593051126809,-2.8314975516615024,-4.606540319282706,-8.384945624069106,-4.261429546155131,0.6508377206411026,0.34698691417371935,0.0010102550194998868,0.0011649759450421543,1.3422063596427546e-07,3.136431509509675,-2.7418589708682215,3.003167932205758,-0.37300820006045615,1.200238826374607,-1.6016792962075177,0.7394105557225544,6.422999117647688,-3.4474345646510103,4.1407202971595956,3.37692051251158,4.597202747893205,-1.6644163364878783,-2.662593051126809,-2.8314975516615024,-4.606540319282706,-8.384945624069106,-4.261429546155131,0.0,-0.6289732661640441,-6.468057540548758,-6.325559895312879,-15.394285909107406
DS-local+nugget QML,2,20,0,published-point,-3921.183064862524,-3890.59587168114,40,157.35052769101458,True,22.981968704724043,0.06413511528732377,19.907461612227447,-0.0037336936371596204,3.310470187399404,0.201481177735731,0.7508296790512085,6.413963118115976,-3.4825233505575217,4.159699116286259,3.372936834176765,4.579795718144894,-1.6374128821902598,-2.632868329287066,-2.8003055355092767,-4.599421049335621,-8.384876127710834,-4.262746676543314,0.6506841635277119,0.347142112318688,0.0010094987213213086,0.0011640915553741526,1.3387690471395226e-07,3.134709939104641,-2.7467632446592596,2.991094616840556,-0.373369363715962,1.1970902298745822,-1.6020593126992435,0.7508296790512085,6.413963118115976,-3.4825233505575217,4.159699116286259,3.372936834176765,4.579795718144894,-1.6374128821902598,-2.632868329287066,-2.8003055355092767,-4.599421049335621,-8.384876127710834,-4.262746676543314,0.0,-0.6282901269180177,-6.468570476486576,-6.3260833665752125,-15.396614170353343
