method,inference_nstep,start,iteration,elapsed_seconds,pseudo_loglik,complete_pseudologlik,score_norm,minimum_ess,maximum_invalid_fraction,unique_initial_ancestors,backward_fallbacks,accepted_step_size,backtrack_count,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,0,6.064484481001273,-6230.911766319752,27986.36244155386,79495.77929180473,11.932585119953316,0.0,1,0,0.1,0,12.204439319925953,0.40694085741223185,15.776105071350697,-0.009654575819763804,1.285275956517952,0.4046354317852725,2.0519699908305746,5.157343476386535,-2.22942514844895,4.8620776876508796,5.000225608613919,2.862000628488265,-3.7594382581790438,-2.3527504780275645,-0.5265467864596349,-6.352280427453167,-6.610966241633912,-9.421106416727302,0.30016229191247606,0.12847598067816407,0.16178485054093505,0.1308026974351881,0.27877417943323657,2.501799764233874,-0.899087417582029,2.7584964580403506,-0.9654575819763804,0.25097344744528827,-0.904768785701927,2.0519699908305746,5.157343476386535,-2.22942514844895,4.8620776876508796,5.000225608613919,2.862000628488265,-3.7594382581790438,-2.3527504780275645,-0.5265467864596349,-6.352280427453167,-6.610966241633912,-9.421106416727302,0.0,-0.8485813353537146,-0.6180559319568264,-0.8306332400209862,-0.07392124005080869
DS order-1.5 block Gaussian,20,0,1,9.793690352002159,-5817.452210986984,28038.183131189326,16113.111943836597,4.105344627112319,0.030000000000000027,1,0,0.1,0,13.487991407524397,0.3682153147218663,14.274810179621134,-0.01,1.4204496045714103,0.447191311458944,1.9519699938225108,5.057343480116385,-2.3294251399534334,4.76207769005698,4.900225610912212,2.7620006323318576,-3.8594382135474485,-2.4527504666856585,-0.6265467796226742,-6.452280407019915,-6.710965810991939,-9.52110583991392,0.28190084175213825,0.12065969139017052,0.1855824814600764,0.150043026799512,0.2618139585981028,2.6017997642133595,-0.9990874175612725,2.6584964580540924,-1.0,0.350973444436318,-0.8047687860890582,1.9519699938225108,5.057343480116385,-2.3294251399534334,4.76207769005698,4.900225610912212,2.7620006323318576,-3.8594382135474485,-2.4527504666856585,-0.6265467796226742,-6.452280407019915,-6.710965810991939,-9.52110583991392,0.0,-0.8485812687831199,-0.4180559568988583,-0.6306332858170532,-0.07392121426407589
DS order-1.5 block Gaussian,20,0,2,13.524835872929543,-5629.769595481747,28281.67750446522,7264.097620703536,7.348871088998971,0.04999999999999993,1,0,0.1,0,13.151076963429517,0.3752956019788886,13.129028408053033,-0.00985244893636263,1.551729135138891,0.4896676956150853,1.8643785882760555,4.968757431365484,-2.41737771812604,4.669735789597003,4.812723284655554,2.6792906824252527,-3.945908774226475,-2.538147423545127,-0.7116315434689657,-6.536924514132861,-6.794745659095463,-9.605045065157233,0.26668157144153143,0.11443426069262677,0.2054496311841135,0.16600136720142117,0.24743316948030708,2.576503653629945,-0.980041291591178,2.574825687713288,-0.985244893636263,0.43936988020150103,-0.7140282901543731,1.8643785882760555,4.968757431365484,-2.41737771812604,4.669735789597003,4.812723284655554,2.6792906824252527,-3.945908774226475,-2.538147423545127,-0.7116315434689657,-6.536924514132861,-6.794745659095463,-9.605045065157233,0.0,-0.8460548146546638,-0.2608544301770902,-0.4740593058678443,-0.07491480709924042
DS order-1.5 block Gaussian,20,0,3,17.257326793973334,-5405.816766331337,28779.796121724063,19151.779549635674,4.330644652176471,0.040000000000000036,1,0,0.1,0,13.484269562737037,0.3702312154405896,12.95354659877839,-0.01,1.679021971935551,0.5,1.7749708188588558,4.8813393653099135,-2.504010698693165,4.587051267898374,4.731555518437394,2.5932805339966234,-4.037171746072079,-2.6244843455728537,-0.7969911006463313,-6.621204569534371,-6.875080942134488,-9.69588684292372,0.2487186501606501,0.10726747488600871,0.2282285697946524,0.18459913925817642,0.2311861659005123,2.6015237884755384,-0.9936275619205001,2.5613696192819146,-1.0,0.5182114643323223,-0.6931471805599453,1.7749708188588558,4.8813393653099135,-2.504010698693165,4.587051267898374,4.731555518437394,2.5932805339966234,-4.037171746072079,-2.6244843455728537,-0.7969911006463313,-6.621204569534371,-6.875080942134488,-9.69588684292372,0.0,-0.8409968580558131,-0.08597471270423493,-0.2981356792736172,-0.07309903965386766
DS order-1.5 block Gaussian,20,0,4,20.987533291918226,-5220.367234041594,29529.91514318856,58945.920784676055,2.7065649526368687,0.09999999999999998,1,0,0.1,0,13.371189405046257,0.379575184605812,12.482876592324798,-0.01,1.8283670795985605,0.5,1.6907096340449301,4.802570119949807,-2.5843088876766607,4.503774308403708,4.649262774013709,2.509570490878619,-4.124299108521578,-2.7053270885004217,-0.8802474943324139,-6.70594572906215,-6.960506067935922,-9.789150689456163,0.23852088860123677,0.10259320661497699,0.238001289831776,0.1953934656789469,0.2254911492730633,2.5931023478935242,-0.9687025868652928,2.52435783256099,-1.0,0.6034232622808506,-0.6931471805599453,1.6907096340449301,4.802570119949807,-2.5843088876766607,4.503774308403708,4.649262774013709,2.509570490878619,-4.124299108521578,-2.7053270885004217,-0.8802474943324139,-6.70594572906215,-6.960506067935922,-9.789150689456163,0.0,-0.8436851715120284,-0.002180796608872382,-0.19944159141971657,-0.05617598089784828
DS order-1.5 block Gaussian,20,0,5,24.72039946098812,-4976.579134256318,30163.621823019108,23704.80768063578,2.3011531146271427,0.10999999999999999,1,0,0.1,0,13.583629855029958,0.3773249847052927,11.824331815335443,-0.01,1.984673199327639,0.5,1.6178617039598795,4.736022638603181,-2.6549253038787675,4.427083532390274,4.573340535615302,2.4344509881799916,-4.199574668527731,-2.7768698054028165,-0.956010564938844,-6.785115632525946,-7.045794767232581,-9.871983885283903,0.22836253155455277,0.09835036127513072,0.2423645795308802,0.212150655777335,0.2187718718621013,2.6088653805986515,-0.9746484344712177,2.4701594266787557,-1.0,0.6854542654858818,-0.6931471805599453,1.6178617039598795,4.736022638603181,-2.6549253038787675,4.427083532390274,4.573340535615302,2.4344509881799916,-4.199574668527731,-2.7768698054028165,-0.956010564938844,-6.785115632525946,-7.045794767232581,-9.871983885283903,-0.059508702630326815,-0.9019069012803788,0.0,-0.13314645672470488,-0.102413613575665
DS order-1.5 block Gaussian,20,0,6,28.451505666947924,-4773.329574886964,30696.596391456194,42734.704213328005,2.5222518338734004,0.16000000000000003,1,0,0.1,0,13.752581943891181,0.37592151985794076,11.03372955608165,-0.01,2.1587150953193426,0.5,1.552332076349638,4.676437699870146,-2.722216543626402,4.350720056854722,4.496940797158283,2.363216137274588,-4.260791323456462,-2.8464026267233176,-1.0324153829818639,-6.865333655152631,-7.132541307180308,-9.930017506498542,0.2164837035384552,0.09344917386690141,0.2471773204524344,0.2337747867804226,0.2091150153617865,2.621226584222088,-0.9783748811601551,2.4009569044974475,-1.0,0.7695131814166338,-0.6931471805599453,1.552332076349638,4.676437699870146,-2.722216543626402,4.350720056854722,4.496940797158283,2.363216137274588,-4.260791323456462,-2.8464026267233176,-1.0324153829818639,-6.865333655152631,-7.132541307180308,-9.930017506498542,-0.13259070336231726,-0.9726882821451496,0.0,-0.05574777338273118,-0.16722156229795015
DS order-1.5 block Gaussian,20,0,7,32.183774444973096,-4642.272780744351,31174.382669266608,86336.54205742324,1.0568492948448736,0.21999999999999997,1,0,0.1,0,14.17326234578254,0.366507377374131,10.255615397731924,-0.01,2.3391734063590848,0.5,1.4951294137173963,4.626495886754534,-2.784234861794012,4.276015877676026,4.422802259942622,2.297754744571677,-4.3012530678457646,-2.908624599927861,-1.1054458166622314,-6.943814061473146,-7.218573514560458,-9.951770013978708,0.20487693271938198,0.08863953571782156,0.25375019130983517,0.25375019130983517,0.19898314894312613,2.6513572562641112,-1.0037366285970912,2.327825399254017,-1.0,0.8497976218181564,-0.6931471805599453,1.4951294137173963,4.626495886754534,-2.784234861794012,4.276015877676026,4.422802259942622,2.297754744571677,-4.3012530678457646,-2.908624599927861,-1.1054458166622314,-6.943814061473146,-7.218573514560458,-9.951770013978708,-0.21394081361494982,-1.0517722991413025,0.0,0.0,-0.24313014182480527
DS order-1.5 block Gaussian,20,0,8,35.91539269301575,-4517.7516775209515,31237.81999268961,24746.531658434924,1.0909600482326687,0.32999999999999996,1,0,0.1,0,14.6987824400268,0.35449047337784795,9.465189628378987,-0.01,2.517725376246979,0.5,1.44506443349723,4.583246854151158,-2.840489501965432,4.207345343790375,4.355337398501344,2.239666195198401,-4.333199904752363,-2.964249716045114,-1.1725903088411271,-7.017712439410227,-7.3015831703438945,-9.96956299865715,0.20473916066699074,0.0880919606112701,0.25448984045131684,0.2541572845127039,0.1985217537577184,2.6877646631452667,-1.0370738067762757,2.2476208191546236,-1.0,0.923355865435529,-0.6931471805599453,1.44506443349723,4.583246854151158,-2.840489501965432,4.207345343790375,4.355337398501344,2.239666195198401,-4.333199904752363,-2.964249716045114,-1.1725903088411271,-7.017712439410227,-7.3015831703438945,-9.96956299865715,-0.21752413357609104,-1.060879639767779,0.0,-0.0013076098130755805,-0.2483622307109707
DS order-1.5 block Gaussian,20,0,9,39.646160820964724,-4444.314200675109,31487.613294069673,73964.46380512087,1.081006273585534,0.33999999999999997,1,0,0.1,0,15.28947004373885,0.3415710467523331,9.078740884052607,-0.009975835104362629,2.7046801204856585,0.5,1.4032862429532746,4.548570240701462,-2.893769429206601,4.13906685041089,4.2895892818068315,2.1876674760150965,-4.3326283246022435,-3.015567408197911,-1.2395871167128287,-7.092119525461459,-7.383227558871363,-9.943350622855158,0.20643060814832973,0.08820541071040186,0.2561704632702263,0.2522992883434542,0.19689422952758776,2.727164359022358,-1.0741995784106448,2.2059355138405436,-0.9975835104362629,0.9949836504021442,-0.6931471805599453,1.4032862429532746,4.548570240701462,-2.893769429206601,4.13906685041089,4.2895892818068315,2.1876674760150965,-4.3326283246022435,-3.015567408197911,-1.2395871167128287,-7.092119525461459,-7.383227558871363,-9.943350622855158,-0.21587877712934503,-1.066174787980303,0.0,-0.015227060067318401,-0.26317641643334266
