method,inference_nstep,start,iteration,elapsed_seconds,pseudo_loglik,gradient_norm,minimum_ess,median_ess,resampling_count,maximum_invalid_fraction,learning_rate,incumbent_pseudo_loglik,restart_count,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,10,15.030589830013923,-6106.54391506725,1459.7257333056523,34.936521414664895,77.06929192249541,50,0.0,0.0196078431372549,-6106.54391506725,0,10.132723501306238,0.49367317244047326,19.176481430271465,-0.009982030449902903,1.1555118714958454,0.4928005374142654,2.2180882382183706,5.281780582700456,-2.045358163746819,5.059464610039996,5.198113359077022,3.0550153346877003,-3.8673693856377005,-2.521053747532804,-0.689326879574368,-6.299172830924535,-6.417856721594835,-9.375515161235755,0.30267675186227955,0.16524073481107213,0.14631263032567055,0.11992588476283941,0.26584399823813837,2.3157701371409822,-0.7058815749943206,2.953684602692586,-0.9982030449902903,0.14454342458332614,-0.7076507762312273,2.2180882382183706,5.281780582700456,-2.045358163746819,5.059464610039996,5.198113359077022,3.0550153346877003,-3.8673693856377005,-2.521053747532804,-0.689326879574368,-6.299172830924535,-6.417856721594835,-9.375515161235755,0.0,-0.6052620010580783,-0.7269197745231538,-0.9257914855133302,-0.129755746558616
Corenflos DPF,20,0,11,16.15911472402513,-6099.555638133054,1646.7754460597364,38.090109433731236,78.66431896450699,50,0.0,0.019569471624266144,-6099.555638133054,0,10.000000000000002,0.5036598540199374,19.559551618865324,-0.009953996759432055,1.141108782846372,0.5,2.234466519791027,5.295045587298326,-2.026673460130933,5.079203121060175,5.218053127665864,3.0746705914107513,-3.867224773535049,-2.5325514910526064,-0.7011193850389499,-6.290781899087119,-6.39892733712562,-9.367102439212447,0.30123728796599936,0.17051578909612097,0.14516017095514197,0.11902203230416712,0.26406471967857065,2.302585092994046,-0.6858541315710293,2.9734637409730333,-0.9953996759432054,0.13200040625331957,-0.6931471805599453,2.234466519791027,5.295045587298326,-2.026673460130933,5.079203121060175,5.218053127665864,3.0746705914107513,-3.867224773535049,-2.5325514910526064,-0.7011193850389499,-6.290781899087119,-6.39892733712562,-9.367102439212447,0.0,-0.5690703891859262,-0.7300605262456586,-0.9285896649038795,-0.13170406289177303
Corenflos DPF,20,0,12,17.26478553004563,-6103.124829095602,1577.9355724426348,27.058931699623177,77.86899882273424,47,0.0,0.01953125,-6099.555638133054,0,10.000000000000002,0.5138856531001009,19.949023832082812,-0.009875152631900934,1.1251128391369607,0.5,2.2509854980143285,5.308857463043207,-2.007565663069692,5.099089719374773,5.238115971556225,3.0944896864219062,-3.864869372017959,-2.5414396192680138,-0.7101429986869602,-6.279850573775581,-6.379787374440463,-9.357742757535366,0.29971016639270875,0.17591198972337663,0.14401632442565318,0.1181152492655725,0.2622462701926889,2.302585092994046,-0.6657545030617288,2.9931802114160595,-0.9875152631900934,0.11788333208160491,-0.6931471805599453,2.2509854980143285,5.308857463043207,-2.007565663069692,5.099089719374773,5.238115971556225,3.0944896864219062,-3.864869372017959,-2.5414396192680138,-0.7101429986869602,-6.279850573775581,-6.379787374440463,-9.357742757535366,0.0,-0.5328320840675236,-0.7328892384270601,-0.9311550591379852,-0.13353187080444545
Corenflos DPF,20,0,13,18.365456211962737,-6106.729210794625,1627.8919429768443,39.57056933522303,77.53798218266762,46,0.0,0.01949317738791423,-6099.555638133054,0,10.000000000000002,0.5243792728943715,20.34914602226117,-0.009781667920041932,1.1083541609507706,0.5,2.2675327033893766,5.323003711249076,-1.9883810582324049,5.118966419016491,5.258191553660971,3.114308716939639,-3.8612967231825572,-2.5492276687650595,-0.7182111370311479,-6.268047250228657,-6.36069388298596,-9.347885397742036,0.29799086948306563,0.1815695546702867,0.14287650439173855,0.11720029798737922,0.26036277346752995,2.302585092994046,-0.6455400532467924,3.0130389465000187,-0.9781667920041932,0.10287617709842509,-0.6931471805599453,2.2675327033893766,5.323003711249076,-1.9883810582324049,5.118966419016491,5.258191553660971,3.114308716939639,-3.8612967231825572,-2.5492276687650595,-0.7182111370311479,-6.268047250228657,-6.36069388298596,-9.347885397742036,0.0,-0.49542404509917726,-0.735082195231907,-0.9331784270233292,-0.134986905636705
Corenflos DPF,20,0,14,19.45998944796156,-6109.96321910247,1488.2549102930445,35.89476600376615,79.27362062266371,45,0.0,0.019455252918287938,-6099.555638133054,0,10.000000000000002,0.5351741815609347,20.761445388981752,-0.00969222200455161,1.0916766352526293,0.5,2.284213160922181,5.337434923882638,-1.9688574511913097,5.138914293923064,5.278245996926308,3.1341012660117205,-3.85733775635962,-2.5556750073263466,-0.7244245799999336,-6.254542423645746,-6.341436840589402,-9.338099152730646,0.29609091356274686,0.18751682843603185,0.14171864248554358,0.11626612937624087,0.2584074861394368,2.302585092994046,-0.62516301206243,3.03309767962078,-0.9692222004551609,0.08771471190653952,-0.6931471805599453,2.284213160922181,5.337434923882638,-1.9688574511913097,5.138914293923064,5.278245996926308,3.1341012660117205,-3.85733775635962,-2.5556750073263466,-0.7244245799999336,-6.254542423645746,-6.341436840589402,-9.338099152730646,0.0,-0.45679795453892164,-0.7368228464782222,-0.9347847654153361,-0.13612880496414115
Corenflos DPF,20,0,15,20.5305472019827,-6111.668994103411,1535.9499623468882,27.37588479973776,77.8184192800962,42,0.0,0.019417475728155338,-6099.555638133054,0,10.000000000000002,0.5461508475798038,21.180430444840994,-0.009580942811752426,1.0750658530914763,0.5,2.2994397462432317,5.350125196687728,-1.9494614340329304,5.158828629243386,5.298245522180264,3.153713845693064,-3.8549306398952927,-2.562030790671437,-0.7305008597241656,-6.240872494742364,-6.322165503695449,-9.330671752919546,0.2940274989916768,0.193748208156829,0.14054003888066013,0.11530947848767287,0.25637477548316123,2.302585092994046,-0.6048600637761771,3.0530776631414875,-0.9580942811752425,0.07238191839313461,-0.6931471805599453,2.2994397462432317,5.350125196687728,-1.9494614340329304,5.158828629243386,5.298245522180264,3.153713845693064,-3.8549306398952927,-2.562030790671437,-0.7305008597241656,-6.240872494742364,-6.322165503695449,-9.330671752919546,0.0,-0.41711387698207314,-0.7381808745340179,-0.9360536658753289,-0.13703295629387005
Corenflos DPF,20,0,16,21.593752213055268,-6115.807093439694,1526.6366078197932,39.531635343012304,79.24268389290845,41,0.0,0.01937984496124031,-6099.555638133054,0,10.000000000000002,0.5573587898103175,21.60866016455562,-0.00944593357250826,1.0586667971788837,0.5,2.3136521782295616,5.3603133550883655,-1.9299676568465856,5.178865638831282,5.318269106006094,3.1732482379588505,-3.8556534314573288,-2.5688321177572533,-0.7353211827852878,-6.22557106585088,-6.302589036431813,-9.32541498092862,0.2918317666718955,0.20024890838486067,0.13932775906397848,0.11432475893148622,0.25426680694777903,2.302585092994046,-0.5845460995517123,3.073094167881984,-0.944593357250826,0.05701037799657392,-0.6931471805599453,2.3136521782295616,5.3603133550883655,-1.9299676568465856,5.178865638831282,5.318269106006094,3.1732482379588505,-3.8556534314573288,-2.5688321177572533,-0.7353211827852878,-6.22557106585088,-6.302589036431813,-9.32541498092862,0.0,-0.37661636002837695,-0.7393483583618691,-0.9371343337831279,-0.13779335793374342
Corenflos DPF,20,0,17,22.632745411014184,-6116.96879373808,1463.2521743233294,41.334759381783726,76.03378808832295,38,0.0,0.019342359767891684,-6099.555638133054,0,10.000000000000002,0.5687905291409427,22.044762938506835,-0.009330695581148508,1.043233417004761,0.5,2.3273171699860744,5.370313949573352,-1.9104313294620228,5.198891462167028,5.338274457023822,3.192667540566008,-3.857095460003772,-2.5750246920902273,-0.7393667463444307,-6.210002300976143,-6.2831848314974295,-9.321683252960865,0.28949562760676223,0.20702144433060313,0.13809005217936368,0.11331375048166102,0.2520791254016099,2.302585092994046,-0.5642430512278208,3.0930750652255146,-0.9330695581148508,0.04232494484894203,-0.6931471805599453,2.3273171699860744,5.370313949573352,-1.9104313294620228,5.198891462167028,5.338274457023822,3.192667540566008,-3.857095460003772,-2.5750246920902273,-0.7393667463444307,-6.210002300976143,-6.2831848314974295,-9.321683252960865,0.0,-0.3353178099411232,-0.7402341692787473,-0.9379796694963216,-0.13839716572492744
Corenflos DPF,20,0,18,23.664717740030028,-6114.650984547454,1378.543243448249,39.89398888104863,76.45578408732865,37,0.0,0.019305019305019305,-6099.555638133054,0,10.000000000000002,0.5797978702206675,22.47186624027711,-0.009393588834378375,1.0380403413172306,0.5,2.3330614710581927,5.3713230861318015,-1.8974904837178703,5.2166250995081365,5.3563522407595485,3.2093601764075648,-3.8657255352549154,-2.585813225741019,-0.7491035787972556,-6.209684510256623,-6.269183065269867,-9.327421227574819,0.2870276250354492,0.21407795186665424,0.136815382098417,0.11227072288812971,0.24980831811134985,2.302585092994046,-0.5450757358013155,3.112264137500368,-0.9393588834378376,0.03733464845595977,-0.6931471805599453,2.3330614710581927,5.3713230861318015,-1.8974904837178703,5.2166250995081365,5.3563522407595485,3.2093601764075648,-3.8657255352549154,-2.585813225741019,-0.7491035787972556,-6.209684510256623,-6.269183065269867,-9.327421227574819,0.0,-0.29323825585234303,-0.7409460244991876,-0.9386653423203075,-0.138884569384631
Corenflos DPF,20,0,19,24.719376494991593,-6112.239323651999,1552.060570050532,41.38806369780219,79.29271779280333,40,0.0,0.019267822736030827,-6099.555638133054,0,10.000000000000002,0.5911269800274046,22.91025538348691,-0.00946738405464217,1.0341523564362227,0.5,2.3351953314927107,5.36820213531875,-1.8857385899268269,5.234106616931465,5.374228099005506,3.2256116217257342,-3.8771551555321455,-2.5984609035704374,-0.7604204833034965,-6.2110022339680295,-6.255679905954473,-9.336281652504173,0.2844329545382478,0.22141999245399105,0.13550099359830423,0.11119384491840287,0.24745221449105403,2.302585092994046,-0.5257244284319886,3.1315846436528116,-0.9467384054642171,0.03358211188190463,-0.6931471805599453,2.3351953314927107,5.36820213531875,-1.8857385899268269,5.234106616931465,5.374228099005506,3.2256116217257342,-3.8771551555321455,-2.5984609035704374,-0.7604204833034965,-6.2110022339680295,-6.255679905954473,-9.336281652504173,0.0,-0.2504362487687976,-0.7415185919983646,-0.9392225362887263,-0.13928007451566685
Corenflos DPF,20,0,20,25.736707022064365,-6107.914655479731,1398.3020759079216,40.96688502935958,75.05765191634424,35,0.0,0.019230769230769232,-6099.555638133054,0,10.000000000000002,0.6,23.361213810888405,-0.009523194615086255,1.0300692953639519,0.5,2.335849374577971,5.362968901700206,-1.8733116070764864,5.252144784865721,5.392550179801107,3.2422292556159205,-3.8890061896492045,-2.6106095580581954,-0.7701795855894683,-6.209420626214972,-6.240878694277324,-9.3456723150492,0.28173120440208665,0.22896631992742875,0.13416846196514307,0.11009779123438167,0.24503622247095988,2.302585092994046,-0.5108256237659907,3.1510771176926475,-0.9523194615086255,0.029626077030925534,-0.6931471805599453,2.335849374577971,5.362968901700206,-1.8733116070764864,5.252144784865721,5.392550179801107,3.2422292556159205,-3.8890061896492045,-2.6106095580581954,-0.7701795855894683,-6.209420626214972,-6.240878694277324,-9.3456723150492,0.0,-0.20737852231298182,-0.7418572512903473,-0.9395844584203431,-0.13954739406127864
Corenflos DPF,20,0,21,26.75330252700951,-6105.1744666001505,1663.131013325326,43.99447347219749,75.95090843858202,35,0.0,0.019193857965451054,-6099.555638133054,0,10.000000000000002,0.6,23.811335676948715,-0.00955421034029488,1.0272441218161577,0.5,2.334272557346572,5.35542586842421,-1.861825438793498,5.270250603043183,5.4110641322338475,3.258801617641032,-3.901645404800935,-2.6232183873241857,-0.7803284228779391,-6.207905166347794,-6.225740669726124,-9.356034359351499,0.2789115857868978,0.23677657260510696,0.1328035086455263,0.10897099345666424,0.24253733950580478,2.302585092994046,-0.5108256237659907,3.170161756235276,-0.955421034029488,0.02687960651254713,-0.6931471805599453,2.334272557346572,5.35542586842421,-1.861825438793498,5.270250603043183,5.4110641322338475,3.258801617641032,-3.901645404800935,-2.6232183873241857,-0.7803284228779391,-6.207905166347794,-6.225740669726124,-9.356034359351499,0.0,-0.16377786991762988,-0.7420241775609435,-0.939813103040034,-0.13973915891003433
Corenflos DPF,20,0,22,27.732296625967138,-6102.064898829494,1383.5578990893043,40.7891767753399,72.95270169470474,30,0.0,0.019157088122605363,-6099.555638133054,0,10.000000000000002,0.6,24.277680118036717,-0.009571216747233012,1.0243470031090924,0.5,2.333502484164014,5.348156103999394,-1.8497995910248313,5.288579112371941,5.42988079521928,3.275993343270503,-3.913151744454925,-2.6342910476698833,-0.7888125298028368,-6.204984703517802,-6.2101824936271655,-9.365205730908043,0.2760411079045165,0.2446696277626902,0.13143661771957307,0.10783881617543474,0.24001383043778543,2.302585092994046,-0.5108256237659907,3.1895574145933048,-0.9571216747233011,0.024055339437492808,-0.6931471805599453,2.333502484164014,5.348156103999394,-1.8497995910248313,5.288579112371941,5.42988079521928,3.275993343270503,-3.913151744454925,-2.6342910476698833,-0.7888125298028368,-6.204984703517802,-6.2101824936271655,-9.365205730908043,0.0,-0.1206409538639962,-0.7420250554163134,-0.9399121268074079,-0.1398532478037341
Corenflos DPF,20,0,23,28.748867894057184,-6097.60279695767,1401.6397619329098,38.25797543355992,75.77923230139447,35,0.0,0.019120458891013385,-6097.60279695767,0,10.000000000000002,0.6,24.740280426447075,-0.009611206414804436,1.0257940488723822,0.5,2.327699849417965,5.336852331084139,-1.8415140429260872,5.306075174318936,5.447940860360127,3.2915396229865768,-3.927301595360644,-2.6479939122275393,-0.800308340361615,-6.205784506493243,-6.196091369581904,-9.377408919573963,0.2730802431974737,0.25275326820376526,0.1300489499459811,0.10668526337442501,0.237432275278355,2.302585092994046,-0.5108256237659907,3.208432701841374,-0.9611206414804436,0.025466994505999898,-0.6931471805599453,2.327699849417965,5.336852331084139,-1.8415140429260872,5.306075174318936,5.447940860360127,3.2915396229865768,-3.927301595360644,-2.6479939122275393,-0.800308340361615,-6.205784506493243,-6.196091369581904,-9.377408919573963,0.0,-0.07735189472626947,-0.7418547654930153,-0.9398826470572221,-0.13988325703487536
Corenflos DPF,20,0,24,29.733861541026272,-6092.228227109139,1431.6512858458848,41.42341495932347,72.28733342722782,31,0.0,0.019083969465648856,-6092.228227109139,0,10.000000000000002,0.6,25.157161002547596,-0.009632429252200377,1.0307927880732675,0.5,2.3176726599428275,5.3224818987004765,-1.8369728429272618,5.323411712645628,5.465716706597849,3.3056523067337213,-3.9432350234091,-2.663373030014333,-0.8134818618625164,-6.2079006120573865,-6.181893211331024,-9.39159940626306,0.2707393545998637,0.25941196863047056,0.1288411832078749,0.10570641432913572,0.23530107923265506,2.302585092994046,-0.5108256237659907,3.2251425877290014,-0.9632429252200376,0.030328203335109178,-0.6931471805599453,2.3176726599428275,5.3224818987004765,-1.8369728429272618,5.323411712645628,5.465716706597849,3.3056523067337213,-3.9432350234091,-2.663373030014333,-0.8134818618625164,-6.2079006120573865,-6.181893211331024,-9.39159940626306,0.0,-0.04273915642918236,-0.7425760589520622,-0.9404909915954304,-0.14029068457048716
Corenflos DPF,20,0,25,30.71915031701792,-6086.222363016554,1360.7728160035526,40.28945677606661,75.31577387775056,31,0.0,0.019047619047619046,-6086.222363016554,0,10.000000000000002,0.6,25.527521625281704,-0.009619870899866111,1.0365027576686632,0.5,2.3053131055862868,5.306478283404049,-1.8343710915086335,5.340431010220678,5.4829427625319545,3.3176974355898654,-3.9606322883154084,-2.6801376548600233,-0.8283123321391606,-6.212782291698511,-6.168394173564354,-9.407402714577826,0.2681794154370348,0.26658557795506993,0.127564685214277,0.10466324787843166,0.23300707351518665,2.302585092994046,-0.5108256237659907,3.2397571495838813,-0.9619870899866112,0.035852313448443696,-0.6931471805599453,2.3053131055862868,5.306478283404049,-1.8343710915086335,5.340431010220678,5.4829427625319545,3.3176974355898654,-3.9606322883154084,-2.6801376548600233,-0.8283123321391606,-6.212782291698511,-6.168394173564354,-9.407402714577826,0.0,-0.005960907019210791,-0.7430326461465107,-0.9409081839832173,-0.14058740556886135
Corenflos DPF,20,0,26,31.719566485029645,-6079.033544106115,1329.4954686860174,42.39812712448251,77.19226625736184,33,0.0,0.019011406844106463,-6079.033544106115,0,10.000000000000002,0.6,25.924718785333646,-0.009648061277287054,1.0437796794217995,0.5,2.2922639988284064,5.289804043744804,-1.8325330613867077,5.357152553521243,5.499878679033524,3.329520503109627,-3.9789457432718494,-2.697890051378999,-0.8443795599019442,-6.219779346686028,-6.155960358442921,-9.424131316924534,0.2663794169375524,0.271610097077477,0.12667842080902877,0.10393462809844253,0.23139743707749924,2.302585092994046,-0.5108256237659907,3.2551969068179414,-0.9648061277287054,0.04284843215282967,-0.6931471805599453,2.2922639988284064,5.289804043744804,-1.8325330613867077,5.357152553521243,5.499878679033524,3.329520503109627,-3.9789457432718494,-2.697890051378999,-0.8443795599019442,-6.219779346686028,-6.155960358442921,-9.424131316924534,-0.019445899339580137,0.0,-0.7627158156650851,-0.9606054457447354,-0.16023083229850896
