method,inference_nstep,start,iteration,elapsed_seconds,pseudo_loglik,complete_pseudologlik,score_norm,minimum_ess,maximum_invalid_fraction,unique_initial_ancestors,accepted_step_size,backtrack_count,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS order-1.5 block Gaussian,20,0,0,31.706077889015432,-6230.911775516043,27986.365541296043,79481.19824475482,11.932458964061942,0.0,1,0.05,0,12.204439319925953,0.40694085741223185,15.776105071350697,-0.009654575819763804,1.285275956517952,0.4046354317852725,2.0519699908305746,5.157343476386535,-2.22942514844895,4.8620776876508796,5.000225608613919,2.862000628488265,-3.7594382581790438,-2.3527504780275645,-0.5265467864596349,-6.352280427453167,-6.610966241633912,-9.421106416727302,0.30016229191247606,0.12847598067816407,0.16178485054093505,0.1308026974351881,0.27877417943323657,2.501799764233874,-0.899087417582029,2.7584964580403506,-0.9654575819763804,0.25097344744528827,-0.904768785701927,2.0519699908305746,5.157343476386535,-2.22942514844895,4.8620776876508796,5.000225608613919,2.862000628488265,-3.7594382581790438,-2.3527504780275645,-0.5265467864596349,-6.352280427453167,-6.610966241633912,-9.421106416727302,0.0,-0.8485813353537146,-0.6180559319568264,-0.8306332400209862,-0.07392124005080869
DS order-1.5 block Gaussian,20,0,1,60.75761269801296,-6018.9167966322075,28049.21285591226,16952.111915227157,3.48325220797734,0.020000000000000018,1,0.05,0,12.8301743043816,0.3870941176060821,15.006695347986826,-0.01,1.3511734619220725,0.4253815339231652,2.0019699923262806,5.107343478251139,-2.2794251442019102,4.812077688853726,4.950225609762853,2.812000630409714,-3.8094382358672663,-2.4027504723576314,-0.5765467830417776,-6.402280417238418,-6.66096602635228,-9.47110612837311,0.29120152496575813,0.1246405819386973,0.17346218274067293,0.1402437934891549,0.27045191686571673,2.551799764223616,-0.9490874175716499,2.7084964580472213,-1.0,0.30097344594118985,-0.8547687858954571,2.0019699923262806,5.107343478251139,-2.2794251442019102,4.812077688853726,4.950225609762853,2.812000630409714,-3.8094382358672663,-2.4027504723576314,-0.5765467830417776,-6.402280417238418,-6.66096602635228,-9.47110612837311,0.0,-0.8485813020740686,-0.5180559444256532,-0.7306332629149318,-0.0739212271596228
DS order-1.5 block Gaussian,20,0,2,91.95513598702382,-5871.485714538591,27880.800776506094,52014.60731892663,6.255727081675081,0.04999999999999993,1,0.05,0,13.327802943534184,0.3721507700512149,14.277304566571251,-0.01,1.412821758638952,0.44471126387714166,1.958340639007207,5.062934238665044,-2.3238512808899,4.767907151303431,4.908191406761752,2.770712394777148,-3.8529765443325923,-2.447298341270519,-0.6208093052399012,-6.445405754313302,-6.702856520571644,-9.513577090111589,0.28395134054600074,0.12167945398457465,0.18276131616911961,0.1478044919550065,0.2638033973452985,2.5898523001661897,-0.9884562109825638,2.658671183252463,-1.0,0.3455889518240991,-0.8103300526269619,1.958340639007207,5.062934238665044,-2.3238512808899,4.767907151303431,4.908191406761752,2.770712394777148,-3.8529765443325923,-2.447298341270519,-0.6208093052399012,-6.445405754313302,-6.702856520571644,-9.513577090111589,0.0,-0.8474127267411551,-0.44062186908099177,-0.6529124872058264,-0.07359876868695825
DS order-1.5 block Gaussian,20,0,3,123.14194733300246,-5766.341613564675,27894.003814087235,18398.948660467497,12.384881098089943,0.020000000000000018,1,0.05,0,13.279983590020796,0.3734946737790652,14.004721344789537,-0.01,1.4740770394675775,0.4635750374377842,1.918231539269934,5.020838568876264,-2.366105779524106,4.729772315093073,4.8710557973973145,2.732515543957846,-3.8911839994356474,-2.489610436931464,-0.6638948952182806,-6.487694230823781,-6.742899275880906,-9.550276468198133,0.2778896130252649,0.11891884071476563,0.19070484197550566,0.15425385624552848,0.2582328480389353,2.5862579083563193,-0.9848515348079583,2.639394511676536,-1.0,0.38803205798314977,-0.7687870140098428,1.918231539269934,5.020838568876264,-2.366105779524106,4.729772315093073,4.8710557973973145,2.732515543957846,-3.8911839994356474,-2.489610436931464,-0.6638948952182806,-6.487694230823781,-6.742899275880906,-9.550276468198133,0.0,-0.8487827097505412,-0.3764970565650563,-0.5886242969426042,-0.07336226970506318
DS order-1.5 block Gaussian,20,0,4,154.33716124104103,-5693.884434391595,28030.217641772193,63499.30027182364,5.930026920533124,0.020000000000000018,1,0.05,0,12.985862793088966,0.3816590670599344,13.720918849191191,-0.01,1.541048591222906,0.4845679809998492,1.87470115753188,4.975779540213905,-2.4112914776869485,4.6871330235391735,4.829444052789017,2.690833275315882,-3.9338623174601186,-2.5343443909058583,-0.7091179858324737,-6.532813971171528,-6.786695539037368,-9.591685418320468,0.27791330429115113,0.12004604923961981,0.18866413380593236,0.15230841581949156,0.2610680968438053,2.5638612882741985,-0.9632275634935056,2.6189215915706403,-1.0,0.4324630881074961,-0.7244975458328811,1.87470115753188,4.975779540213905,-2.4112914776869485,4.6871330235391735,4.829444052789017,2.690833275315882,-3.9338623174601186,-2.5343443909058583,-0.7091179858324737,-6.532813971171528,-6.786695539037368,-9.591685418320468,0.0,-0.8394337971511557,-0.3873408455978709,-0.6014016934401752,-0.06252792924613762
DS order-1.5 block Gaussian,20,0,5,185.52587067399872,-5633.195390716094,28154.556024836802,7644.133195317361,3.108499623309328,0.020000000000000018,1,0.05,0,12.625106396550903,0.3926165000306227,13.691240579810495,-0.01,1.6118488905249067,0.5,1.8345887000245276,4.9346350650428095,-2.453903543511079,4.646054804244862,4.78900051546723,2.6508879664871263,-3.9730563870455735,-2.576886173171479,-0.7526870619788146,-6.576392575618878,-6.829617610901334,-9.630324600607437,0.2778105176357147,0.12205938657744454,0.18523463317739486,0.14925751796779016,0.26563794464165563,2.535687402575489,-0.934921970435996,2.6167562546110648,-1.0,0.47738189932136893,-0.6931471805599453,1.8345887000245276,4.9346350650428095,-2.453903543511079,4.646054804244862,4.78900051546723,2.6508879664871263,-3.9730563870455735,-2.576886173171479,-0.7526870619788146,-6.576392575618878,-6.829617610901334,-9.630324600607437,0.0,-0.8224315885417053,-0.4053159811367203,-0.6212661674157025,-0.04480501880342591
DS order-1.5 block Gaussian,20,0,6,216.72359224100364,-5547.162962017741,28487.160147788592,52440.76827199008,4.980358738637306,0.05999999999999994,1,0.05,0,12.517817319707303,0.39732223183931736,13.793418007248741,-0.01,1.6696064242610777,0.5,1.7923454150787075,4.890607686476521,-2.496327615333312,4.606678140868956,4.7474340866258915,2.6094474807452785,-4.0155073969887995,-2.620726258892,-0.7946999603141822,-6.618064235922108,-6.867411351506679,-9.670051441363192,0.27732564807066373,0.1255382503214139,0.1793829894566441,0.1444442336760895,0.27330887847518875,2.527153014987118,-0.9230076604169989,2.6241915223869996,-1.0,0.5125879245579971,-0.6931471805599453,1.7923454150787075,4.890607686476521,-2.496327615333312,4.606678140868956,4.7474340866258915,2.6094474807452785,-4.0155073969887995,-2.620726258892,-0.7946999603141822,-6.618064235922108,-6.867411351506679,-9.670051441363192,0.0,-0.792581944913107,-0.4356693144386389,-0.6522989335386599,-0.014589861891081655
DS order-1.5 block Gaussian,20,0,7,247.91805607400602,-5470.205359216009,28781.47199006303,70533.58592075045,3.600470756271289,0.06999999999999995,1,0.05,0,12.296380696186313,0.40573863430770274,13.974721013706308,-0.01,1.7262641300540038,0.5,1.7530541424172867,4.849148610989276,-2.5362748411546745,4.568987058526969,4.707299131971122,2.5706530412899733,-4.054281281938942,-2.6622930358550674,-0.8346461643552483,-6.657816824508112,-6.904130369260179,-9.706917417413662,0.27771659338350557,0.12908000526730284,0.17486361529746522,0.14062319266822074,0.27771659338350557,2.5093049667350806,-0.902046084544271,2.6372500556008434,-1.0,0.5459596111120666,-0.6931471805599453,1.7530541424172867,4.849148610989276,-2.5362748411546745,4.568987058526969,4.707299131971122,2.5706530412899733,-4.054281281938942,-2.6622930358550674,-0.8346461643552483,-6.657816824508112,-6.904130369260179,-9.706917417413662,0.0,-0.7661687374487961,-0.4625948165170781,-0.6805172247000568,0.0
DS order-1.5 block Gaussian,20,0,8,279.1096703860094,-5399.341120032392,29137.383732397087,27040.586931785238,1.8897228664810437,0.09999999999999998,1,0.05,0,12.011039227170206,0.41654350572470233,14.249321037459802,-0.01,1.7827197588254349,0.5,1.7173274076525695,4.812089598107047,-2.573237561268049,4.533350935908015,4.669037037261497,2.5344799582604107,-4.089471586653757,-2.700929589990648,-0.8723828199261905,-6.695794573085903,-6.940632845829265,-9.74107017634795,0.27898747289058123,0.1327911178678263,0.17145425854598367,0.1377796778050275,0.27898747289058123,2.485826162504095,-0.8757643673088437,2.6567092590854804,-1.0,0.5781401525657027,-0.6931471805599453,1.7173274076525695,4.812089598107047,-2.573237561268049,4.533350935908015,4.669037037261497,2.5344799582604107,-4.089471586653757,-2.700929589990648,-0.8723828199261905,-6.695794573085903,-6.940632845829265,-9.74107017634795,0.0,-0.7423895294994436,-0.4868503637656724,-0.7055110090914343,0.0
DS order-1.5 block Gaussian,20,0,9,310.34775358001934,-5346.263011190758,29396.353529335767,16325.859049028752,2.5510239157247643,0.07999999999999996,1,0.05,0,11.667574342567208,0.42979494276124175,14.557718240255623,-0.01,1.8464276126636834,0.5,1.6828916600468322,4.775631902740547,-2.610184105816445,4.49661508032421,4.629268702816563,2.498180034317297,-4.124596212236587,-2.7403327606608756,-0.9112749933923635,-6.7359397297032615,-6.9809130491348315,-9.77429660167839,0.2801098762397832,0.1361565247504116,0.1684012162061944,0.13522250656382767,0.2801098762397832,2.4568135705864544,-0.8444470613361083,2.678121316219418,-1.0,0.6132527520853336,-0.6931471805599453,1.6828916600468322,4.775631902740547,-2.610184105816445,4.49661508032421,4.629268702816563,2.498180034317297,-4.124596212236587,-2.7403327606608756,-0.9112749933923635,-6.7359397297032615,-6.9809130491348315,-9.77429660167839,0.0,-0.7213768001157184,-0.5088326174274552,-0.7282603229147901,0.0
