method,order,inference_nstep,start,iteration,approx_loglik,gradient_norm
DS-local+nugget QML,2,20,4,10,-7323.528011900632,7025.541808535644
DS-local+nugget QML,2,20,4,11,-7277.23749513377,6670.629641959258
DS-local+nugget QML,2,20,4,12,-7233.578896210505,6337.175994680019
DS-local+nugget QML,2,20,4,13,-7192.407592854045,6024.369724960072
DS-local+nugget QML,2,20,4,14,-7153.5860423709,5731.025320837267
DS-local+nugget QML,2,20,4,15,-7116.983227175264,5456.245107471267
DS-local+nugget QML,2,20,4,16,-7082.473485132007,5199.165519050459
DS-local+nugget QML,2,20,4,17,-7049.936009807634,4958.953956152005
DS-local+nugget QML,2,20,4,18,-7019.254412750616,4734.8020269259305
DS-local+nugget QML,2,20,4,19,-6990.316296992117,4525.925950563441
DS-local+nugget QML,2,20,4,20,-6963.012852856799,4331.562791335944
DS-local+nugget QML,2,20,4,21,-6937.238560968987,4150.965991139884
DS-local+nugget QML,2,20,4,22,-6912.890954214051,3983.4021721241784
DS-local+nugget QML,2,20,4,23,-6889.870468702912,3828.148551765494
DS-local+nugget QML,2,20,4,24,-6868.080422818449,3684.4828411228586
DS-local+nugget QML,2,20,4,25,-6847.427078415057,3551.703632594275
