method,order,inference_nstep,start,iteration,elapsed_seconds,approx_loglik,gradient_norm,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS-local+nugget QML,2,10,0,3,11.576392090006266,-3916.103676706353,330.2627018202268,20.988081626817362,0.05946452858145273,18.92929483496194,-0.004889859208699554,3.102017778375632,0.2279380985686037,0.7380148392217181,6.371012861959614,-3.449002202142143,4.220993399289788,3.32102771030981,4.541095880914169,-1.7017849989012563,-2.552387327315288,-2.8494439665133586,-4.700783055708978,-8.486873525962682,-4.381082974001451,0.6225941647993553,0.37556958261429374,0.0008528168049695072,0.000983318980475189,1.1680090630675182e-07,3.043954735030613,-2.822375302498479,2.9407107133367885,-0.4889859208699554,1.1320527960002162,-1.4786811843959404,0.7380148392217181,6.371012861959614,-3.449002202142143,4.220993399289788,3.32102771030981,4.541095880914169,-1.7017849989012563,-2.552387327315288,-2.8494439665133586,-4.700783055708978,-8.486873525962682,-4.381082974001451,0.0,-0.505451125053134,-6.593105405777927,-6.450716600202715,-15.48893461377752
DS-local+nugget QML,2,10,0,4,13.515854388009757,-3914.296335411877,272.7159926653896,21.051193514434736,0.0592905589188553,18.873419352991707,-0.0048596867279168034,3.092851054469115,0.22725340612089456,0.7350417899476936,6.368036197606858,-3.4520058828615903,4.217982886704684,3.3180811740947975,4.538313632977633,-1.7047161407759812,-2.555393301042281,-2.8524514449827825,-4.703713869348155,-8.489643446937839,-4.378115512500895,0.6232965948812929,0.3748595223383648,0.000856360533098113,0.0009874051341271452,1.1711311726394445e-07,3.0469572575440895,-2.8253051944417966,2.9377545487406005,-0.4859686727916803,1.1290933368593221,-1.481689557606095,0.7350417899476936,6.368036197606858,-3.4520058828615903,4.217982886704684,3.3180811740947975,4.538313632977633,-1.7047161407759812,-2.555393301042281,-2.8524514449827825,-4.703713869348155,-8.489643446937839,-4.378115512500895,0.0,-0.5084711320605064,-6.590086288737902,-6.447697334278707,-15.487392756759078
DS-local+nugget QML,2,10,0,5,15.454948617960326,-3912.9233751026886,215.86087317436719,21.11452652583233,0.05912278216146313,18.81880391483923,-0.004829457722439913,3.083888264029452,0.22656919025136113,0.7320999768343986,6.365086698073609,-3.455012639863544,4.21496380029178,3.315204006273529,4.535902854872028,-1.7075516385275538,-2.55840407856581,-2.8554652512838694,-4.706549382821528,-8.492004821262622,-4.375170209785913,0.6240011719094143,0.3741472629521973,0.000859928332477161,0.0009915193710997943,1.1743481157910958e-07,3.0499612645414245,-2.82813894388479,2.9348565781970666,-0.4829457722439913,1.1261912241852783,-1.4847049049838088,0.7320999768343986,6.365086698073609,-3.455012639863544,4.21496380029178,3.315204006273529,4.535902854872028,-1.7075516385275538,-2.55840407856581,-2.8554652512838694,-4.706549382821528,-8.492004821262622,-4.375170209785913,0.0,-0.5115027753036715,-6.587058473963587,-6.444669040475055,-15.485779419834822
DS-local+nugget QML,2,10,0,6,17.39447967900196,-3911.9603701297074,163.47277227041684,21.17807014028077,0.05896944230579933,18.766956477842747,-0.004799234316078408,3.0753898425236468,0.22588472144067148,0.7292255504100305,6.362196891734889,-3.458023235199864,4.2119323658979715,3.31248896965247,4.534410573844876,-1.7101488377210925,-2.5614213579177947,-2.858488181829398,-4.7091474286459905,-8.493346002670359,-4.372257410832977,0.6247077876435437,0.373432919771113,0.0008635167719893632,0.0009956580453741347,1.1776797957603e-07,3.052966218943508,-2.830735896267296,2.932097689227358,-0.4799234316078408,1.123431671279293,-1.487730491966914,0.7292255504100305,6.362196891734889,-3.458023235199864,4.2119323658979715,3.31248896965247,4.534410573844876,-1.7101488377210925,-2.5614213579177947,-2.858488181829398,-4.7091474286459905,-8.493346002670359,-4.372257410832977,0.0,-0.514545611198626,-6.584025958954266,-6.441635408920958,-15.484078144569315
DS-local+nugget QML,2,10,0,7,19.334031091013458,-3911.3233007877675,122.33236966849313,21.241743471078728,0.05885303959641336,18.72216680804872,-0.004769136092489476,3.0681199208680963,0.22519923530355226,0.7265152308883397,6.359459832759354,-3.4610355291929955,4.208884697754045,3.3101842351598783,4.534394625996298,-1.7121118799044464,-2.5644450136217576,-2.861522334430541,-4.7111076471201265,-8.493142024566541,-4.369387683267576,0.6254152144244194,0.3727177422258224,0.0008671155651526296,0.0009998096700847476,1.1811452095530598e-07,3.0559682773307446,-2.8327117967130877,2.92970821264433,-0.47691360924894766,1.1210649703773845,-1.4907697783549057,0.7265152308883397,6.359459832759354,-3.4610355291929955,4.208884697754045,3.3101842351598783,4.534394625996298,-1.7121118799044464,-2.5644450136217576,-2.861522334430541,-4.7111076471201265,-8.493142024566541,-4.369387683267576,0.0,-0.5175943623082143,-6.580998790181345,-6.438606120267586,-15.482271659812234
DS-local+nugget QML,2,10,0,8,21.273628138995264,-3910.866980957094,99.74857742840894,21.305194075066236,0.05881143053944217,18.69449421359338,-0.004739235038303414,3.0638681423831877,0.22451253464964543,0.7242327797517633,6.3571560666199805,-3.4640339365676005,4.205819010886544,3.3088104342704385,4.535540772778657,-1.7127749147413087,-2.5674653203496525,-2.8645641061834177,-4.711744921555304,-8.491838019522824,-4.366555228619911,0.6261219856894766,0.37200321715961343,0.0008707152509776477,0.0010039634243397418,1.1847559246916625e-07,3.0589508962774934,-2.833419046040902,2.9282290534278106,-0.4739235038303414,1.1196782164820964,-1.493823739729757,0.7242327797517633,6.3571560666199805,-3.4640339365676005,4.205819010886544,3.3088104342704385,4.535540772778657,-1.7127749147413087,-2.5674653203496525,-2.8645641061834177,-4.711744921555304,-8.491838019522824,-4.366555228619911,0.0,-0.5206427149206901,-6.577985494969718,-6.4355896267695165,-15.480348806763278
DS-local+nugget QML,2,10,0,9,23.212833266996313,-3910.431909865066,94.15113686788239,21.367311656292504,0.058845142818609086,18.691016120291675,-0.004709289194168124,3.06371742409134,0.22382682162785514,0.7228193639764369,6.355794382708823,-3.4669607944739456,4.202742691698449,3.308678491171346,4.5373155725881364,-1.7121521140747027,-2.570441166936602,-2.8675880176711117,-4.711078841257896,-8.48996990096998,-4.363713310256631,0.6268306875998988,0.3712867174099854,0.0008743351886589154,0.0010081409499478377,1.1885150900366466e-07,3.0618622615248627,-2.8328459836249684,2.928042987046441,-0.47092891941681236,1.1196290231121326,-1.4968826438695242,0.7228193639764369,6.355794382708823,-3.4669607944739456,4.202742691698449,3.308678491171346,4.5373155725881364,-1.7121521140747027,-2.570441166936602,-2.8675880176711117,-4.711078841257896,-8.48996990096998,-4.363713310256631,0.0,-0.5237018811000134,-6.574967934237647,-6.43256847726972,-15.478312135972226
DS-local+nugget QML,2,10,0,10,25.15255017700838,-3909.943835218614,95.7562640528658,21.42625974258277,0.05892523078266287,18.705851442620997,-0.004678951393457536,3.066520081406849,0.22314806170156276,0.7224166679990216,6.355530798434434,-3.469707869277264,4.199682785351341,3.309480171021704,4.539464879837111,-1.7107551169928417,-2.573294347310702,-2.8705304244818106,-4.709634198777941,-8.487760735422249,-4.3608105520015785,0.6275459609789055,0.3705635310824893,0.0008780087588913456,0.001012379938415496,1.1924129837669882e-07,3.0646172605421484,-2.8314859136183905,2.9288363862840954,-0.46789513934575366,1.1205433947032055,-1.4999197740231718,0.7224166679990216,6.355530798434434,-3.469707869277264,4.199682785351341,3.309480171021704,4.539464879837111,-1.7107551169928417,-2.573294347310702,-2.8705304244818106,-4.709634198777941,-8.487760735422249,-4.3608105520015785,0.0,-0.5267920089685568,-6.57191562235011,-6.429512979286831,-15.476178313357247
DS-local+nugget QML,2,10,0,11,27.091829336015508,-3909.389997233892,97.65425915107846,21.480498673768317,0.05903392262959529,18.732407528923506,-0.004648155678248994,3.071175576032873,0.22248220512873595,0.7228253868764871,6.356119021601826,-3.472170191441917,4.196674804211712,3.3108859211110535,4.5418708314648155,-1.7088872973898883,-2.5759561531074615,-2.8733112195567387,-4.707715850552512,-8.485309042772265,-4.357835368871215,0.6282682710502729,0.36983317700102936,0.0008817435018429051,0.0010166888044353018,1.196424195476132e-07,3.067145485095965,-2.829643040478839,2.9302550468460935,-0.46481556782489936,1.122060412091712,-1.5029081575236702,0.7228253868764871,6.356119021601826,-3.472170191441917,4.196674804211712,3.3108859211110535,4.5418708314648155,-1.7088872973898883,-2.5759561531074615,-2.8733112195567387,-4.707715850552512,-8.485309042772265,-4.357835368871215,0.0,-0.5299152274582041,-6.568821337959578,-6.426416181883966,-15.473970359292045
DS-local+nugget QML,2,10,0,12,29.03119437600253,-3908.7781041750477,97.14609040453617,21.529330503546586,0.0591622045889425,18.766887321964013,-0.0046169844323290824,3.0770794985156433,0.22183148780486994,0.7238247350829444,6.357310687485749,-3.4742817333908906,4.193744359976577,3.3127014601150773,4.544462146275991,-1.7067021905349773,-2.5783965363176478,-2.875860626403766,-4.705474341406521,-8.482674150284174,-4.354796568062864,0.6289959993071566,0.36909728792867946,0.0008855327938438091,0.0010210599178843709,1.2005243584636137e-07,3.069416214912595,-2.8274723769768153,2.932094004239532,-0.4616984432329082,1.1239809323778263,-1.5058372492867873,0.7238247350829444,6.357310687485749,-3.4742817333908906,4.193744359976577,3.3127014601150773,4.544462146275991,-1.7067021905349773,-2.5783965363176478,-2.875860626403766,-4.705474341406521,-8.482674150284174,-4.354796568062864,0.0,-0.5330646340647827,-6.565690684455807,-6.423283673328534,-15.471706841515692
DS-local+nugget QML,2,10,0,13,30.97070571198128,-3908.1236205581226,93.80077327874898,21.57284331810136,0.059304958051231774,18.80709848319055,-0.0045855228462867706,3.0838883424634895,0.2211939876213112,0.7252555326782604,6.358938694729559,-3.476015318751262,4.190901526147738,3.314811802992293,4.54719055614752,-1.7042887449990958,-2.580622804263204,-2.8781264094580865,-4.702993950359989,-8.479895476152118,-4.351705271095334,0.6297279413717712,0.36835708122161237,0.0008893705600085205,0.0010254863766493193,1.2046995857913654e-07,3.0714352698919005,-2.8250623668406343,2.934234377464046,-0.4585522846286771,1.1261912496187667,-1.508715190438843,0.7252555326782604,6.358938694729559,-3.476015318751262,4.190901526147738,3.314811802992293,4.54719055614752,-1.7042887449990958,-2.580622804263204,-2.8781264094580865,-4.702993950359989,-8.479895476152118,-4.351705271095334,0.0,-0.5362350899135778,-6.562529189434552,-6.420120873175287,-15.469398029536576
DS-local+nugget QML,2,10,0,14,32.91000286501367,-3907.4455125174118,88.34484016330285,21.611746982128718,0.059458967292831004,18.851659755490374,-0.004553815488238993,3.0913873080403245,0.22056451902678384,0.7270067442232541,6.360893304862878,-3.477372903984578,4.188141996939726,3.317142940865197,4.550021639860205,-1.701705035552717,-2.5826719750400353,-2.880072062968167,-4.700327138888715,-8.476999707480628,-4.348569332185067,0.6304639570929172,0.367612699627433,0.0008932555351925959,0.0010299668497744557,1.208946828099768e-07,3.0732370086269993,-2.822468829662054,2.93660096070693,-0.45538154882389925,1.1286199571574664,-1.5115650235991602,0.7270067442232541,6.360893304862878,-3.477372903984578,4.188141996939726,3.317142940865197,4.550021639860205,-1.701705035552717,-2.5826719750400353,-2.880072062968167,-4.700327138888715,-8.476999707480628,-4.348569332185067,0.0,-0.5394260508833851,-6.559338573585508,-6.416929371138243,-15.467046769553896
DS-local+nugget QML,2,10,0,15,34.84929700498469,-3906.7631132992356,82.19422509608617,21.64726564137584,0.05962204791136523,18.899618128406395,-0.004521868917497692,3.099429418764355,0.21993592070653148,0.7289955543131674,6.36309841001117,-3.478377623099393,4.1854499157266405,3.3196426065141154,4.552929003069918,-1.6989932864192914,-2.5846051642322316,-2.8816738933034167,-4.697509047859314,-8.474005203891796,-4.345393066165444,0.6312047527399937,0.36686343059246956,0.0008971905792941103,0.0010345047611694217,1.2132707311274666e-07,3.074879148152372,-2.819729841919837,2.9391417170152536,-0.45218689174976917,1.1312180360871515,-1.5144190445727457,0.7289955543131674,6.36309841001117,-3.478377623099393,4.1854499157266405,3.3196426065141154,4.552929003069918,-1.6989932864192914,-2.5846051642322316,-2.8816738933034167,-4.697509047859314,-8.474005203891796,-4.345393066165444,0.0,-0.5426406441196728,-6.55611727570202,-6.413707478612849,-15.464650874744125
DS-local+nugget QML,2,10,0,16,36.78791061299853,-3906.093092299293,77.11201726481472,21.681059271960034,0.059792564227032545,18.950234831037623,-0.004489672579582159,3.107902254391878,0.21930078027703953,0.7311518982830264,6.365496160093093,-3.479069463114248,4.182801802402699,3.3222690210834074,4.55588910890164,-1.6961890482399453,-2.5865020676703003,-2.882919794693757,-4.694564617437594,-8.470925283320272,-4.342178929062094,0.6319513268263153,0.36610826597097723,0.0009011801144762075,0.0010391053203425388,1.2176788879133283e-07,3.076439034785614,-2.816873969786467,2.941816323590842,-0.4489672579582159,1.1339479823299865,-1.5173110655297883,0.7311518982830264,6.365496160093093,-3.479069463114248,4.182801802402699,3.3222690210834074,4.55588910890164,-1.6961890482399453,-2.5865020676703003,-2.882919794693757,-4.694564617437594,-8.470925283320272,-4.342178929062094,0.0,-0.5458832783432819,-6.552862512938889,-6.410452302657533,-15.462206252936276
DS-local+nugget QML,2,10,0,17,38.72633448999841,-3905.446956331444,74.61514032480078,21.715048726934263,0.059969070919972466,19.00282967611117,-0.004457229035532781,3.116704028914274,0.21865347641974106,0.7334056690461538,6.368036119662088,-3.4795028114829485,4.180172617421207,3.3249824067189024,4.55887561998967,-1.6933290815897533,-2.5884491044459756,-2.8838102939094754,-4.691512560397585,-8.467771054991307,-4.33893013434765,0.632704307134233,0.36534657175163016,0.0009052269921475257,0.0010437719043821887,1.222176072180801e-07,3.078005509914006,-2.8139263343350596,2.9445878983990617,-0.4457229035532781,1.1367760424475646,-1.5202671017767417,0.7334056690461538,6.368036119662088,-3.4795028114829485,4.180172617421207,3.3249824067189024,4.55887561998967,-1.6933290815897533,-2.5884491044459756,-2.8838102939094754,-4.691512560397585,-8.467771054991307,-4.33893013434765,0.0,-0.5491567689457196,-6.549572730355263,-6.407162200478323,-15.4597106200272
DS-local+nugget QML,2,10,0,18,40.6650529979961,-3904.82999784844,75.18801109684436,21.751029829925777,0.0601500120588398,19.05666060471879,-0.004424584785283684,3.125724734643981,0.21799149803413764,0.7356776946378142,6.370667432419404,-3.479741638348961,4.177543339771465,3.32773860085424,4.561854269657413,-1.6904580070926045,-2.590518332437142,-2.8843595624589464,-4.688368393925927,-8.464554244241524,-4.335653530092221,0.6334633856164031,0.36457865911781523,0.0009093297201535247,0.0010485028697209031,1.226759071174342e-07,3.0796611049161227,-2.8109136360820046,2.947416678506554,-0.44245847852836845,1.1396661713862923,-1.523299216796967,0.7356776946378142,6.370667432419404,-3.479741638348961,4.177543339771465,3.32773860085424,4.561854269657413,-1.6904580070926045,-2.590518332437142,-2.8843595624589464,-4.688368393925927,-8.464554244241524,-4.335653530092221,0.0,-0.5524598728998804,-6.546249723248982,-6.403838892782401,-15.457166782654893
DS-local+nugget QML,2,10,0,19,42.60333305696258,-3904.2421077281515,78.04717856479965,21.790236719061777,0.06033359176114962,19.110891309091436,-0.0043918441254679,3.1348400829488487,0.21731511860104458,0.7378805954623731,6.373336404796313,-3.479849421878594,4.174905825138679,3.330488150698035,4.5647824833277655,-1.68762931308901,-2.5927498387814696,-2.8845917745615166,-4.685147403634574,-8.461289327006153,-4.332361123609536,0.6342270777984133,0.36380602826411573,0.0009134809604722393,0.0010532898354972547,1.2314150143020565e-07,3.0814620125534065,-2.807866253059623,2.9502583981426223,-0.43918441254678997,1.1425781625601656,-1.526406819353751,0.7378805954623731,6.373336404796313,-3.479849421878594,4.174905825138679,3.330488150698035,4.5647824833277655,-1.68762931308901,-2.5927498387814696,-2.8845917745615166,-4.685147403634574,-8.461289327006153,-4.332361123609536,0.0,-0.5557862209688179,-6.542899802961454,-6.400488614521218,-15.45458350286922
DS-local+nugget QML,2,10,0,20,44.54248682700563,-3903.679617440767,81.78193548398266,21.833208068909446,0.06051794709248187,19.164682849954776,-0.004359150134824682,3.1439246172474924,0.21662617161124953,0.7399306194481226,6.375991072542792,-3.4798780824823274,4.172261872644327,3.3331824559710004,4.567615776490093,-1.6848983451216475,-2.59515268125919,-2.8845326986940987,-4.681865570605031,-8.457992780009217,-4.329068322543513,0.6349930341876312,0.36303105443371464,0.0009176687140026253,0.001058119052173197,1.2361247842802973e-07,3.0834321166547807,-2.8048153117793877,2.9530691502977198,-0.43591501348246814,1.1454718975770628,-1.5295821224843646,0.7399306194481226,6.375991072542792,-3.4798780824823274,4.172261872644327,3.3331824559710004,4.567615776490093,-1.6848983451216475,-2.59515268125919,-2.8845326986940987,-4.681865570605031,-8.457992780009217,-4.329068322543513,0.0,-0.5591256490393833,-6.539532860535828,-6.397121176260146,-15.4519730889303
DS-local+nugget QML,2,10,0,21,46.481863210967276,-3903.1372291769226,85.10561840270894,21.87997033132253,0.060701471351646004,19.217325620791666,-0.004326645527903822,3.1528720629677305,0.21592699623958794,0.7417602679367467,6.378588041374938,-3.4798622442317613,4.169619150317646,3.335781524499462,4.570315667635519,-1.6823132747523182,-2.597717738659841,-2.8842022169120343,-4.678537529349945,-8.454679659542338,-4.325789923787743,0.6357587757319468,0.3622562445187697,0.0009218800127720794,0.0010629756496083969,1.2408690303981138e-07,3.085571621580399,-2.8017873414798853,2.9558122482201017,-0.4326645527903822,1.1483138034528875,-1.5328149087984886,0.7417602679367467,6.378588041374938,-3.4798622442317613,4.169619150317646,3.335781524499462,4.570315667635519,-1.6823132747523182,-2.597717738659841,-2.8842022169120343,-4.678537529349945,-8.454679659542338,-4.325789923787743,0.0,-0.5624673887543613,-6.536159409839094,-6.393747016091945,-15.449347614813988
DS-local+nugget QML,2,10,0,22,48.4212409859756,-3902.6096602823695,87.16216922560731,21.930280449861105,0.060883039097556206,19.268316891914495,-0.004294441414362785,3.1616079615352306,0.21521979361765778,0.74332366923931,6.381096419379828,-3.4798189862227766,4.166987778491429,3.3382580674410147,4.572853887375932,-1.6799102124212275,-2.600428998261232,-2.8836109855515755,-4.675174035028397,-8.451360468570085,-4.322536830030465,0.6365223559451313,0.3614835671722103,0.0009261045286219282,0.0010678477907497446,1.2456328658282784e-07,3.087868350759385,-2.7988006472009856,2.9584621351717857,-0.42944414143627846,1.1510807467663782,-1.536095477146984,0.74332366923931,6.381096419379828,-3.4798189862227766,4.166987778491429,3.3382580674410147,4.572853887375932,-1.6799102124212275,-2.600428998261232,-2.8836109855515755,-4.675174035028397,-8.451360468570085,-4.322536830030465,0.0,-0.5658029573978465,-6.532787709450671,-6.390374328268405,-15.446716185872067
DS-local+nugget QML,2,10,0,23,50.36037387797842,-3902.0927780467164,87.51419732652417,21.9837883287262,0.061062077709992495,19.3173759193956,-0.004262603794772435,3.1700927062173823,0.21450630600062034,0.7445955493386075,6.38349838608287,-3.4797497871424805,4.164378681691041,3.3405979109719675,4.5752128566973465,-1.6777126589038298,-2.603269594182327,-2.882760278923971,-4.671780740318088,-8.448039773982417,-4.319314614971836,0.6372826957823357,0.36071411369214795,0.0009303365432758212,0.0010727289414403322,1.2504080023207321e-07,3.0903052875695587,-2.795864264904298,2.9610049975822785,-0.42626037947724343,1.153760832325094,-1.5394161424419053,0.7445955493386075,6.38349838608287,-3.4797497871424805,4.164378681691041,3.3405979109719675,4.5752128566973465,-1.6777126589038298,-2.603269594182327,-2.882760278923971,-4.671780740318088,-8.448039773982417,-4.319314614971836,0.0,-0.5691276338013951,-6.5294222333678595,-6.387007535310364,-15.444083821625258
DS-local+nugget QML,2,10,0,24,52.29955705499742,-3901.5841197100276,86.04585694087866,22.040118295333656,0.0612385504651861,19.364428455153185,-0.004231152157103639,3.1783196568598053,0.21378770166170932,0.7455674930952757,6.385788120790354,-3.4796423470537685,4.161803265389784,3.3427987574654052,4.5773844300161155,-1.6757330478763999,-2.6062243089852157,-2.8816434729660974,-4.668358218434933,-8.444716174791251,-4.316123362363663,0.6380396602383414,0.35994802018230504,0.0009345755243743429,0.0010776185356651234,1.255193141100475e-07,3.0928643515722,-2.7929783782117465,2.963437798209093,-0.4231152157103639,1.1563526473419172,-1.5427718046756667,0.7455674930952757,6.385788120790354,-3.4796423470537685,4.161803265389784,3.3427987574654052,4.5773844300161155,-1.6757330478763999,-2.6062243089852157,-2.8816434729660974,-4.668358218434933,-8.444716174791251,-4.316123362363663,0.0,-0.5724408121530433,-6.5260632821977484,-6.38364689795256,-15.4414513587379
DS-local+nugget QML,2,10,0,25,54.23885925399372,-3901.08286194688,82.88039661524623,22.098901483454124,0.06141291076849982,19.40958518386372,-0.004200063220651537,3.186312092176201,0.21306457029892192,0.7462439571994796,6.387970429289232,-3.479471499006348,4.159273872316239,3.3448687368139627,4.579368318300131,-1.6739747324984577,-2.6092803699952523,-2.880248529919809,-4.664902691182351,-8.44138294708298,-4.312958046837489,0.6387940070703626,0.359184519161359,0.0009388259705836995,0.0010825217983358908,1.2599935879555118e-07,3.0955279006572565,-2.7901351928307276,2.965767025693597,-0.42000632206515376,1.1588641640588973,-1.546160012269167,0.7462439571994796,6.387970429289232,-3.479471499006348,4.159273872316239,3.3448687368139627,4.579368318300131,-1.6739747324984577,-2.6092803699952523,-2.880248529919809,-4.664902691182351,-8.44138294708298,-4.312958046837489,0.0,-0.575745797357725,-6.522707186546038,-6.380288717031292,-15.43881577470384
DS-local+nugget QML,2,20,0,0,7.526591130008455,-3921.183064862524,525.4534494312874,20.8,0.06,19.100000000000005,-0.00498,3.13,0.23,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.6204942252291081,0.3776921370959789,0.0008423134168569054,0.0009712083525325173,1.1590552355326328e-07,3.0349529867072724,-2.8134107167600364,2.9496883350525844,-0.498,1.1410330045520618,-1.4696759700589417,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.0,-0.496436886313891,-6.60211940291376,-6.459730556455177,-15.493251448791389
DS-local+nugget QML,2,20,0,1,11.278508231975138,-3917.918396016565,472.6701063365628,20.862493693642914,0.05982026973072542,19.04278586472768,-0.004950000000166637,3.120624070955739,0.2293110339685744,0.7440000000118479,6.377000000009908,-3.4429999999744108,4.227000000007986,3.327000000005812,4.547000000009136,-1.6958195212142457,-2.5463835794428773,-2.8434393890716696,-4.6948179925829345,-8.480972477639765,-4.387058806824022,0.6211936455911874,0.37698521794984446,0.0008457962005970987,0.0009752240662497493,1.1619212124446225e-07,3.0379529867059625,-2.816410716751293,2.9466883350847883,-0.4950000000166637,1.1380330045617335,-1.4726759700467371,0.7440000000118479,6.377000000009908,-3.4429999999744108,4.227000000007986,3.327000000005812,4.547000000009136,-1.6958195212142457,-2.5463835794428773,-2.8434393890716696,-4.6948179925829345,-8.480972477639765,-4.387058806824022,0.0,-0.4994368849771044,-6.599119708010059,-6.456730884822997,-15.491908381223443
DS-local+nugget QML,2,20,0,2,15.030111585976556,-3915.047054823499,417.81034859455656,20.925184299663314,0.059641453280900515,18.985797324042547,-0.004919959647151242,3.111288883725467,0.22862377958854607,0.7410032266264712,6.3740023803196335,-3.446000705876864,4.223999132303398,3.324005130314573,4.544009633676645,-1.6988056790934667,-2.5493834100653276,-2.8464389820484777,-4.697798761400791,-8.48394657195399,-4.384068099483928,0.6218933709123787,0.37627795686377036,0.0008492961662855426,0.0009792595740779344,1.1648348739589729e-07,3.040953423967018,-2.8194044218288195,2.9436911903811676,-0.4919959647151242,1.13503707240396,-1.4756775103343605,0.7410032266264712,6.3740023803196335,-3.446000705876864,4.223999132303398,3.324005130314573,4.544009633676645,-1.6988056790934667,-2.5493834100653276,-2.8464389820484777,-4.697798761400791,-8.48394657195399,-4.384068099483928,0.0,-0.5024405313826118,-6.596115960818211,-6.453727178176511,-15.490529682737623
DS-local+nugget QML,2,20,0,3,18.781353580998257,-3912.586038270344,361.0229014934225,20.98808042976262,0.059464040152281135,18.929103585006352,-0.004889855226651428,3.1020128577623938,0.22793788478956695,0.73801347960464,6.371009872432872,-3.4490029199740775,4.220996468837545,3.3210219745046254,4.5410425754473245,-1.7017561502366803,-2.5523828733034852,-2.849437816388222,-4.700727803890089,-8.48684623046684,-4.381090020306083,0.6225940625956398,0.37556968521591405,0.0008528166542504177,0.0009833187535629756,1.1678063280057218e-07,3.043954677995635,-2.8223835163225717,2.9407006099006385,-0.4889855226651428,1.1320512097368571,-1.478682122278367,0.73801347960464,6.371009872432872,-3.4490029199740775,4.220996468837545,3.3210219745046254,4.5410425754473245,-1.7017561502366803,-2.5523828733034852,-2.849437816388222,-4.700727803890089,-8.48684623046684,-4.381090020306083,0.0,-0.5054506877059372,-6.593105418350995,-6.450716666806436,-15.489108037877605
DS-local+nugget QML,2,20,0,4,22.533206929976586,-3910.5516201416785,302.68524764300554,21.05119226412808,0.05928894658936557,18.87282954121403,-0.004859671451752632,3.0928322788826543,0.22725287318495974,0.7350372333348565,6.3680270441635995,-3.452007815557576,4.21799068469621,3.318062550192622,4.538126222889694,-1.7046228847028533,-2.5553815966039415,-2.8524353780190745,-4.703529072085838,-8.489547934654322,-4.378127967433676,0.623296414582406,0.3748597022984849,0.0008563607710221154,0.0009874052632570655,1.1708482971367802e-07,3.0469571981504644,-2.8253323885084765,2.9377232973291356,-0.4859671451752632,1.1290872662005287,-1.4816919027263238,0.7350372333348565,6.3680270441635995,-3.452007815557576,4.21799068469621,3.318062550192622,4.538126222889694,-1.7046228847028533,-2.5553815966039415,-2.8524353780190745,-4.703529072085838,-8.489547934654322,-4.378127967433676,0.0,-0.5084703627204871,-6.590085721639716,-6.447696914235034,-15.487634037077218
DS-local+nugget QML,2,20,0,5,26.28483810799662,-3908.956796034791,243.70642240476218,21.11453052867801,0.05911808457666983,18.817222032004004,-0.004829412464806963,3.083825399823723,0.22656809929857485,0.7320866877380721,6.365062359158298,-3.4550170674094276,4.2149799019521685,3.3151511674575813,4.5353218730056035,-1.7072879779160166,-2.5583787681930588,-2.855430754127381,-4.706007475415204,-8.49172319587262,-4.375187124741907,0.6240010307683083,0.37414739988303847,0.0008599304552954501,0.0009915214956779746,1.1739767976958803e-07,3.0499614541192157,-2.8282184017731726,2.9347725160360727,-0.48294124648069625,1.1261708392552516,-1.4847097200930988,0.7320866877380721,6.365062359158298,-3.4550170674094276,4.2149799019521685,3.3151511674575813,4.5353218730056035,-1.7072879779160166,-2.5583787681930588,-2.855430754127381,-4.706007475415204,-8.49172319587262,-4.375187124741907,0.0,-0.5115021831353297,-6.587055779180285,-6.444666671540031,-15.486095434467702
DS-local+nugget QML,2,20,0,6,30.036833908001427,-3907.8030655314783,186.3189883451167,21.178101000257396,0.05895602726935311,18.76283570417642,-0.004799123508122936,3.075184468373079,0.2258827073807258,0.7291880993459585,6.362133804082823,-3.4580329407346184,4.211961530777889,3.3123439828974472,4.532784051432293,-1.7094415963805485,-2.561372344787713,-2.8584219635890302,-4.707683214337317,-8.49270735818574,-4.372276415334162,0.6247080997442956,0.37343259207160595,0.0008635243262281757,0.0009956661367208099,1.1772114938488335e-07,3.052967676109054,-2.830963413470364,2.9318780890940612,-0.47991235081229355,1.1233648891739927,-1.4877394083243902,0.7291880993459585,6.362133804082823,-3.4580329407346184,4.211961530777889,3.3123439828974472,4.532784051432293,-1.7094415963805485,-2.561372344787713,-2.8584219635890302,-4.707683214337317,-8.49270735818574,-4.372276415334162,0.0,-0.514546988326125,-6.584017710362422,-6.441627781916495,-15.484476371158596
