method,order,inference_nstep,start,iteration,elapsed_seconds,approx_loglik,gradient_norm,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
DS-local+nugget QML,2,5,0,10,15.683303389989305,-3922.5802711077995,100.49171899971283,21.418770345623347,0.05928022142485355,18.893730220657623,-0.004677391398512231,3.0746877815059714,0.22333247155679914,0.7247967263913606,6.362502913804498,-3.467449759796209,4.199586876539605,3.313593243862944,4.557433005608481,-1.7185678834967109,-2.5735766959544124,-2.870859960677967,-4.720904784297923,-8.490468815332196,-4.36035923905215,0.6275643815387951,0.37054486923482266,0.0008781192132176834,0.0010125105514971144,1.1946166725632903e-07,3.0642676565381235,-2.825479562764211,2.9388301326728437,-0.4677391398512232,1.1232033616339052,-1.4990937139735792,0.7247967263913606,6.362502913804498,-3.467449759796209,4.199586876539605,3.313593243862944,4.557433005608481,-1.7185678834967109,-2.5735766959544124,-2.870859960677967,-4.720904784297923,-8.490468815332196,-4.36035923905215,0.0,-0.5268717238537302,-6.571819182216518,-6.429413324628763,-15.474361279954769
DS-local+nugget QML,2,5,0,11,16.70601910102414,-3921.886599688287,98.95236608113234,21.47116239991414,0.05941495003214537,18.938116921663813,-0.004646165411647507,3.0799212883675895,0.2227603261671324,0.7255241604443152,6.364265785189897,-3.468601903579701,4.196521684848086,3.315393079863093,4.560302260545215,-1.7190670138126019,-2.5765143736871154,-2.8739130832711637,-4.722921605370671,-8.48820784794492,-4.357288814043307,0.6282905984513294,0.3698105328611605,0.000881889304774919,0.0010168595061898769,1.1987654540016094e-07,3.066710751082526,-2.823209400237802,2.9411766594604996,-0.46461654116475065,1.1249040409341213,-1.5016588560530304,0.7255241604443152,6.364265785189897,-3.468601903579701,4.196521684848086,3.315393079863093,4.560302260545215,-1.7190670138126019,-2.5765143736871154,-2.8739130832711637,-4.722921605370671,-8.48820784794492,-4.357288814043307,0.0,-0.5300119946904776,-6.568691531468272,-6.426283833642078,-15.472050928906375
DS-local+nugget QML,2,5,0,12,17.728297627007123,-3921.1633276929692,95.91251513579398,21.51966414141965,0.05956301100918521,18.986372116925285,-0.004614696379050384,3.0862166710854657,0.22221624455670347,0.7267236450210239,6.366359308816057,-3.469174323853491,4.193480531472794,3.3175001225792524,4.563253297331045,-1.7190617320380934,-2.579404323415149,-2.8769248746959435,-4.724415555534843,-8.485717694266176,-4.3541762652005,0.629020642046941,0.36907227430365686,0.0008857041591589036,0.0010212591913259562,1.2029891735071659e-07,3.0689671283604416,-2.820720518226803,2.9437214648106376,-0.46146963790503837,1.1269459624566778,-1.5041042966329063,0.7267236450210239,6.366359308816057,-3.469174323853491,4.193480531472794,3.3175001225792524,4.563253297331045,-1.7190617320380934,-2.579404323415149,-2.8769248746959435,-4.724415555534843,-8.485717694266176,-4.3541762652005,0.0,-0.533171583223723,-6.565536363684022,-6.423127706180755,-15.469695008009259
DS-local+nugget QML,2,5,0,13,18.751034839020576,-3920.425020482963,91.73236587538761,21.56481697080251,0.05972139956894101,19.037617558207675,-0.004583021989005595,3.0933039005308443,0.2216920693848586,0.7282715321490169,6.368697163279802,-3.4692157569882953,4.190463129960326,3.3198334178328226,4.566267385701506,-1.7186677475998784,-2.5822615966763207,-2.879887659577251,-4.725322450057403,-8.48305068605122,-4.351026967578267,0.6297543267119077,0.3683302816724895,0.000889562594787599,0.0010257082924554526,1.207283597598784e-07,3.0710631427372186,-2.8180648710710026,2.946416893288632,-0.45830219890055945,1.1292397431701346,-1.5064659348316398,0.7282715321490169,6.368697163279802,-3.4692157569882953,4.190463129960326,3.3198334178328226,4.566267385701506,-1.7186677475998784,-2.5822615966763207,-2.879887659577251,-4.725322450057403,-8.48305068605122,-4.351026967578267,0.0,-0.5363497455348372,-6.562355189328193,-6.41994639475445,-15.467297282463859
DS-local+nugget QML,2,5,0,14,19.773692440998275,-3919.6860255634247,87.27299841894428,21.60757425541003,0.0598880342362753,19.09122339863048,-0.0045511595069681774,3.100998912499048,0.22117670538832668,0.7300721655173498,6.3712207061337205,-3.4687926309744315,4.187463988587937,3.322335826904154,4.569328443631565,-1.7179996600211445,-2.585109211782466,-2.882798889919977,-4.725621743472863,-8.480241807002946,-4.347844717430351,0.6304919597709155,0.36758424515340193,0.0008934657302504326,0.0010302081804939684,1.2116493798893717e-07,3.0730439131959666,-2.8152785561485185,2.9492287215213593,-0.45511595069681776,1.1317242894246187,-1.5087933250588186,0.7300721655173498,6.3712207061337205,-3.4687926309744315,4.187463988587937,3.322335826904154,4.569328443631565,-1.7179996600211445,-2.585109211782466,-2.882798889919977,-4.725621743472863,-8.480241807002946,-4.347844717430351,0.0,-0.5395478722816123,-6.559147702798509,-6.416739504372935,-15.464858219877984
DS-local+nugget QML,2,5,0,15,20.795942148019094,-3918.95844417325,83.55723248536411,21.649184386309212,0.06006133647259518,19.146688258466284,-0.004519116779186047,3.1091633126866576,0.22065791734864743,0.7320441313628987,6.373886094859404,-3.4679761144598515,4.184475021810927,3.324962277428597,4.572421242640333,-1.7171746846669103,-2.5879728342034705,-2.88565890699978,-4.725335276521025,-8.477315938570847,-4.344632379531505,0.6312340346334403,0.3668336667029625,0.0008974156789525045,0.0010347613757327478,1.2160891189186948e-07,3.074967781051069,-2.8123889643835693,2.952129763776635,-0.45191167791860476,1.1343536587052694,-1.5111416619767284,0.7320441313628987,6.373886094859404,-3.4679761144598515,4.184475021810927,3.324962277428597,4.572421242640333,-1.7171746846669103,-2.5879728342034705,-2.88565890699978,-4.725335276521025,-8.477315938570847,-4.344632379531505,0.0,-0.5427681675251211,-6.55591280266116,-6.413505843312041,-15.462376991133164
DS-local+nugget QML,2,5,0,16,21.81783609400736,-3918.2507150289684,81.39522881287999,21.69101301593315,0.0602399532655839,19.20355413555358,-0.004486909121319232,3.1176797239420093,0.22012469365790185,0.7341088986203396,6.376656447360073,-3.466836248041248,4.18148868285133,3.327672202940304,4.5755289767423655,-1.716320185840329,-2.590874905338085,-2.8884680849749755,-4.724517744994121,-8.474292157948767,-4.341393243848471,0.6319808513669398,0.36607824332783306,0.0009014137738360622,0.0010393694709844236,1.2206040668055642e-07,3.07689802803278,-2.80941947129452,2.9550953731295158,-0.4486909121319232,1.1370890469318504,-1.5135611038400942,0.7341088986203396,6.376656447360073,-3.466836248041248,4.18148868285133,3.327672202940304,4.5755289767423655,-1.716320185840329,-2.590874905338085,-2.8884680849749755,-4.724517744994121,-8.474292157948767,-4.341393243848471,0.0,-0.5460120050798071,-6.552649983567516,-6.410244843824892,-15.459853594262704
DS-local+nugget QML,2,5,0,17,22.840384595037904,-3917.567177342441,81.04706629485557,21.73429838189632,0.06042256394583824,19.261346053041642,-0.004454575192544454,3.1264364114873975,0.21956949152441824,0.7361835375721852,6.379496866070919,-3.4654390451443375,4.178500745088385,3.3304248170446398,4.578631170049727,-1.7155747623830515,-2.5938302062636236,-2.8912241413373105,-4.72324147836477,-8.471186682706495,-4.338132431920521,0.6327321986175971,0.36531818861731774,0.0009054589734571497,0.001044031272481276,1.2251914683457755e-07,3.07889158335365,-2.80639266854101,2.9581002924554936,-0.44545751925444543,1.139893829256861,-1.5160865064825126,0.7361835375721852,6.379496866070919,-3.4654390451443375,4.178500745088385,3.3304248170446398,4.578631170049727,-1.7155747623830515,-2.5938302062636236,-2.8912241413373105,-4.72324147836477,-8.471186682706495,-4.338132431920521,0.0,-0.5492785422053322,-6.54936057652078,-6.406957822175479,-15.457290505174024
DS-local+nugget QML,2,5,0,18,23.862365295994096,-3916.908603876456,82.14408788180666,21.779932053280362,0.06060780013720127,19.319552392766486,-0.004422183495081633,3.135321734010111,0.21898905665605745,0.7381803963461951,6.382372443828039,-3.463843815473039,4.175511585981312,3.3331779324322093,4.581703423442037,-1.7150739391227272,-2.596844831192212,-2.8939207503025846,-4.721580914760984,-8.468014660612633,-4.334857531553705,0.6334872251850959,0.3645543628455869,0.0009095470831177011,0.0010487419018316052,1.2298436788424884e-07,3.080988997815851,-2.803331679054616,2.961117660439719,-0.4422183495081633,1.1427317952976517,-1.5187335200212022,0.7381803963461951,6.382372443828039,-3.463843815473039,4.175511585981312,3.3331779324322093,4.581703423442037,-1.7150739391227272,-2.596844831192212,-2.8939207503025846,-4.721580914760984,-8.468014660612633,-4.334857531553705,0.0,-0.5525641501669895,-6.546048348334264,-6.403648577068594,-15.454693135144675
DS-local+nugget QML,2,5,0,19,24.8846358670271,-3916.2732533661324,83.93047520115962,21.82838454904646,0.060794309009736376,19.37765642187236,-0.0043898241358351206,3.1442289145374644,0.21838352369214856,0.7400142976252116,6.385249485909438,-3.4621001434624743,4.1725255578406415,3.3358905298054253,4.584719703840562,-1.7149241434671287,-2.5999181825275666,-2.896547936003145,-4.7196020466201585,-8.46479038426931,-4.331577812211758,0.6342445838141025,0.3637881279341006,0.0009136713251819603,0.0010534934716588354,1.2345495609284163e-07,3.0832111664056767,-2.8002590962044853,2.9641206714863158,-0.43898241358351203,1.14556868188383,-1.521502478927216,0.7400142976252116,6.385249485909438,-3.4621001434624743,4.1725255578406415,3.3358905298054253,4.584719703840562,-1.7149241434671287,-2.5999181825275666,-2.896547936003145,-4.7196020466201585,-8.46479038426931,-4.331577812211758,0.0,-0.5558630268748929,-6.54271903158739,-6.400322901499111,-15.45206885534914
DS-local+nugget QML,2,5,0,20,25.908793154987507,-3915.6580233277314,85.60262766704184,21.87977849786494,0.060980905874039495,19.435196306644436,-0.004357590256158088,3.1530662268832934,0.2177548853546965,0.7416126117940659,6.388098526661657,-3.4602454807845078,4.169549242775875,3.338527036320369,4.5876558877126135,-1.7151837885964087,-2.6030459083089608,-2.8990934265819335,-4.7173582226779684,-8.461526148587527,-4.328302350610838,0.6350027854417046,0.3630209894033274,0.000917824095567064,0.001058277129668776,1.2392973223608977e-07,3.0855628540045914,-2.797194482267698,2.967085664929503,-0.43575902561580887,1.1483753847455356,-1.5243852278883567,0.7416126117940659,6.388098526661657,-3.4602454807845078,4.169549242775875,3.338527036320369,4.5876558877126135,-1.7151837885964087,-2.6030459083089608,-2.8990934265819335,-4.7173582226779684,-8.461526148587527,-4.328302350610838,0.0,-0.5591687307644858,-6.539378909157318,-6.396987148963838,-15.449425213901335
DS-local+nugget QML,2,5,0,21,26.935278794029728,-3915.0595016260227,86.52838169195847,21.934015100353736,0.06116671678403961,19.491817257817985,-0.004325559602751372,3.1617658033150615,0.21710579859099144,0.7429223562982054,6.390897020630047,-3.458304170412454,4.166589744479598,3.3410607254280285,4.59049262370733,-1.7158641829268038,-2.6062223192132,-2.9015437851829513,-4.714890240831822,-8.458230813661858,-4.325038123472225,0.6357605788115692,0.36225421240476224,0.0009219989813013652,0.0010630853946376135,1.2440772947611696e-07,3.0880386327828306,-2.7941520807983617,2.96999474969711,-0.4325559602751372,1.151130670046492,-1.5273704931455434,0.7429223562982054,6.390897020630047,-3.458304170412454,4.166589744479598,3.3410607254280285,4.59049262370733,-1.7158641829268038,-2.6062223192132,-2.9015437851829513,-4.714890240831822,-8.458230813661858,-4.325038123472225,0.0,-0.5624758344764192,-6.536033204361517,-6.393646614303331,-15.446768289593198
DS-local+nugget QML,2,5,0,22,27.961812347988598,-3914.4747726748847,86.3167763947777,21.9908799857464,0.06135125799165613,19.54729884963544,-0.004293782846323681,3.1702880617156763,0.21643891577588917,0.7439121020316534,6.393630698255505,-3.4562878131614574,4.163653616925315,3.3434752533289074,4.593216719631299,-1.7169441767469047,-2.6094419366648447,-2.903884765325584,-4.712228287569183,-8.45490892788117,-4.321788783705802,0.6365172140509258,0.36148855495636784,0.0009261922396861826,0.0010679138646449535,1.2488837510155833e-07,3.09062782130789,-2.7911396028739754,2.972837110626481,-0.4293782846323681,1.153822454964335,-1.5304469155719829,0.7439121020316534,6.393630698255505,-3.4562878131614574,4.163653616925315,3.3434752533289074,4.593216719631299,-1.7169441767469047,-2.6094419366648447,-2.903884765325584,-4.712228287569183,-8.45490892788117,-4.321788783705802,0.0,-0.565781081261984,-6.5326849261173106,-6.390304376283859,-15.444101681298697
DS-local+nugget QML,2,5,0,23,28.988170379016083,-3913.90187111867,84.80564892015474,22.0501091548691,0.06153445633604763,19.60156117294372,-0.004262278948572767,3.1786224797996803,0.21575657598127304,0.7445698915502479,6.396293760851491,-3.454196452189963,4.160746447895881,3.3457647613981383,4.595821352985977,-1.7183862532888758,-2.6127003288572195,-2.906100925834559,-4.709394334471137,-8.45156059328356,-4.31855417575174,0.6372725653624587,0.3607241436391674,0.0009304035463501126,0.0010727620804520902,1.253715716265567e-07,3.0933175522148018,-2.788157995433063,2.975609214745247,-0.4262278948572767,1.156447920488532,-1.5336044698479934,0.7445698915502479,6.396293760851491,-3.454196452189963,4.160746447895881,3.3457647613981383,4.595821352985977,-1.7183862532888758,-2.6127003288572195,-2.906100925834559,-4.709394334471137,-8.45156059328356,-4.31855417575174,0.0,-0.5690839319813831,-6.529334319307435,-6.38696074713687,-15.441426110171507
DS-local+nugget QML,2,5,0,24,30.015145332028624,-3913.33986801953,82.02495334169363,22.111422582139856,0.061716633580266425,19.654659447246146,-0.004231035198652201,3.186786440929056,0.21506068955431487,0.744899345574029,6.398888448810218,-3.4520202020588817,4.157872900050944,3.3479333035179244,4.598305680523771,-1.7201477621448582,-2.615994471928692,-2.908174710898047,-4.706404455199791,-8.448181913220917,-4.3153303548859245,0.6380271497382977,0.3599604544963527,0.0009346361738814538,0.00107763373375946,1.2585770874726304e-07,3.096094333918498,-2.785201796392312,2.978314432203552,-0.4231035198652201,1.1590130237544651,-1.5368350136903166,0.744899345574029,6.398888448810218,-3.4520202020588817,4.157872900050944,3.3479333035179244,4.598305680523771,-1.7201477621448582,-2.615994471928692,-2.908174710898047,-4.706404455199791,-8.448181913220917,-4.3153303548859245,0.0,-0.5723866600930059,-6.525978781151315,-6.383613186735996,-15.43873942169237
DS-local+nugget QML,2,5,0,25,31.041968408040702,-3912.7886561541495,78.16132089822597,22.174536766985906,0.061898470858507436,19.706773910642415,-0.004200009829208142,3.194823282511598,0.21435272005175224,0.744915623296438,6.401424370634788,-3.4497413013394933,4.155037035110323,3.3499941174571988,4.600674257444518,-1.7221869345299574,-2.6193228109771773,-2.9100851677221926,-4.703270911100402,-8.444765857584489,-4.312109906723219,0.638782079952075,0.3591963604726664,0.0009388967889979996,0.001082536438627261,1.2634763326907424e-07,3.0989446381008245,-2.7822598030134023,2.9809624299720365,-0.42000098292081417,1.1615317756618109,-1.540132396250752,0.744915623296438,6.401424370634788,-3.4497413013394933,4.155037035110323,3.3499941174571988,4.600674257444518,-1.7221869345299574,-2.6193228109771773,-2.9100851677221926,-4.703270911100402,-8.444765857584489,-4.312109906723219,0.0,-0.5756941592114188,-6.522613084958869,-6.3802565213963245,-15.436036819125938
DS-local+nugget QML,2,10,0,0,5.759556195989717,-3924.039665924078,494.86224508595654,20.8,0.06,19.100000000000005,-0.00498,3.13,0.23,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.6204942252291081,0.3776921370959789,0.0008423134168569054,0.0009712083525325173,1.1590552355326328e-07,3.0349529867072724,-2.8134107167600364,2.9496883350525844,-0.498,1.1410330045520618,-1.4696759700589417,0.747,6.38,-3.44,4.23,3.33,4.55,-1.6928195213731514,-2.543383579546976,-2.8404393891479556,-4.691817992713764,-8.477972478262956,-4.390058806371146,0.0,-0.496436886313891,-6.60211940291376,-6.459730556455177,-15.493251448791389
DS-local+nugget QML,2,10,0,1,7.698239563964307,-3920.990872858104,441.8225636038182,20.862493693642982,0.05982026973074951,19.042785864785507,-0.004950000000155898,3.1206240709556248,0.2293110339686422,0.7440000000117654,6.3770000000099785,-3.4429999999740946,4.227000000007321,3.3270000000059308,4.547000000010929,-1.6958195212414,-2.546383579454149,-2.8434393890794443,-4.694817992611449,-8.480972477698092,-4.387058806722524,0.621193645572537,0.37698521793649264,0.0008457962124943614,0.0009752240801072986,1.1619836873820293e-07,3.0379529867059656,-2.81641071675089,2.946688335087825,-0.49500000001558986,1.1380330045616969,-1.4726759700464416,0.7440000000117654,6.3770000000099785,-3.4429999999740946,4.227000000007321,3.3270000000059308,4.547000000010929,-1.6958195212414,-2.546383579454149,-2.8434393890794443,-4.694817992611449,-8.480972477698092,-4.387058806722524,0.0,-0.49943688498249816,-6.599119693913689,-6.456730870583368,-15.49185461398683
DS-local+nugget QML,2,10,0,2,9.63741026999196,-3918.339989076317,386.8603088217242,20.925184713015593,0.05964155454844037,18.98583924133553,-0.004919960264039848,3.111289759939073,0.22862383514604967,0.7410035016360833,6.374003038959761,-3.4460005293298486,4.223998351748951,3.324006331537778,4.544020141411245,-1.6988117640574936,-2.549384513640952,-2.8464405133643464,-4.697810104840098,-8.4839519398313,-4.384065619200421,0.6218934025903737,0.376277924951715,0.0008492962630512117,0.0009792596984034938,1.1649645644357412e-07,3.0409534437208356,-2.8194027238914234,2.943693398202414,-0.4919960264039848,1.1350373540279157,-1.4756772673259693,0.7410035016360833,6.374003038959761,-3.4460005293298486,4.223998351748951,3.324006331537778,4.544020141411245,-1.6988117640574936,-2.549384513640952,-2.8464405133643464,-4.697810104840098,-8.4839519398313,-4.384065619200421,0.0,-0.5024406671303909,-6.596115897819893,-6.4537271021557645,-15.490418401794617
