method,inference_nstep,start,start_type,particles,updates_completed,termination_reason,elapsed_seconds,output_selected_iteration,output_selected_elapsed_seconds,initial_pseudo_loglik,selected_pseudo_loglik,terminal_pseudo_loglik,minimum_ess,maximum_invalid_fraction,gamma,m,epsilon,beta_trend,sigma,tau,bs1,bs2,bs3,bs4,bs5,bs6,omegas1,omegas2,omegas3,omegas4,omegas5,omegas6,S_0,I_0,R1_0,R2_0,R3_0,raw_0,raw_1,raw_2,raw_3,raw_4,raw_5,raw_6,raw_7,raw_8,raw_9,raw_10,raw_11,raw_12,raw_13,raw_14,raw_15,raw_16,raw_17,raw_18,raw_19,raw_20,raw_21,raw_22
Corenflos DPF,20,0,global-box,100,8,maximum-updates,12.545286518987268,8,12.545286518987268,-6231.473407255866,-6148.606605274048,-6148.606605274048,15.93487029080805,0.0,10.466709688755074,0.47536505519429356,18.432374239860064,-0.00916571452330172,1.1150994768591873,0.47415672898966865,2.201734820645242,5.2964184033209305,-2.078538119039333,5.020161010038349,5.158568623946181,3.018356900919451,-3.6854762075870364,-2.471576868405967,-0.5956286035981472,-6.243391678841226,-6.455434151947961,-9.283665372697133,0.3009774285406092,0.15918593210176046,0.1506650143349105,0.12276066959152729,0.2664109554311926,2.3481997146282625,-0.7436722328698798,2.9141085881192135,-0.916571452330172,0.10894361784655926,-0.7462173600634072,2.201734820645242,5.2964184033209305,-2.078538119039333,5.020161010038349,5.158568623946181,3.018356900919451,-3.6854762075870364,-2.471576868405967,-0.5956286035981472,-6.243391678841226,-6.455434151947961,-9.283665372697133,0.0,-0.63696237038915,-0.6919763493996441,-0.8967985894868427,-0.12199521188830946
